index,ID_SITE_RATTACHE,HOSPI_CODE_UCD,MONTH,QUANTITY,N_UFS,DATE,N_ETB,POPULATION,P_MEDICAL,PN_MEDICAL,LIT_HC,LIT_HP,SEJ_MCO,SEJ_HAD,SEJ_PSY,SEJ_SSR,SEJ_SLD,TREND,SEASONAL,RESID
954,HOSPI_3,3400892075761,12,2730.0,6.0,2016-12-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2513.7499999999995,96.90972222222237,119.34027777777808
955,HOSPI_4,3400892075761,12,10620.0,2.0,2016-12-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,9726.25,716.9965277777778,176.75347222222217
958,HOSPI_3,3400892088310,12,5334.0,6.0,2016-12-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,5038.166666666667,-160.9606481481483,456.7939814814813
962,HOSPI_3,3400892203645,12,7660.0,14.0,2016-12-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,5596.874999999999,1325.4050925925928,737.7199074074081
963,HOSPI_4,3400892203645,12,10200.0,1.0,2016-12-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,9787.5,733.5069444444442,-321.00694444444423
966,HOSPI_3,3400892508566,12,4760.0,3.0,2016-12-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,4837.916666666667,429.93055555555554,-507.8472222222225
967,HOSPI_4,3400892508566,12,6250.0,1.0,2016-12-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,6645.833333333333,-882.6562500000005,486.8229166666674
970,HOSPI_3,3400892669236,12,10388.0,9.0,2016-12-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,10736.333333333334,-276.05844907407436,-72.27488425925958
971,HOSPI_4,3400892669236,12,23310.0,1.0,2016-12-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,24446.25,-196.4907407407415,-939.7592592592584
972,HOSPI_1,3400892697789,12,30.0,4.0,2016-12-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,88.33333333333333,220.4039351851852,-278.73726851851853
974,HOSPI_3,3400892697789,12,2050.0,2.0,2016-12-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2197.0833333333335,-436.32523148148147,289.241898148148
975,HOSPI_4,3400892697789,12,7230.0,2.0,2016-12-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,10426.25,-1916.875,-1279.375
978,HOSPI_3,3400892729589,12,6130.0,7.0,2016-12-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,6347.5,-544.1956018518518,326.69560185185185
979,HOSPI_4,3400892729589,12,16260.0,1.0,2016-12-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,16153.75,-50.642361111111086,156.8923611111111
982,HOSPI_3,3400892745848,12,480.0,1.0,2016-12-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,476.24999999999994,25.057870370370374,-21.307870370370317
983,HOSPI_4,3400892745848,12,13620.0,1.0,2016-12-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,12173.166666666666,638.1076388888889,808.725694444445
986,HOSPI_3,3400892761527,12,30405.0,20.0,2016-12-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,29088.75,1007.5908564814788,308.6591435185212
987,HOSPI_4,3400892761527,12,6850.0,1.0,2016-12-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,5681.249999999999,31.163194444444784,1137.586805555556
990,HOSPI_3,3400892761695,12,26110.0,12.0,2016-12-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,26057.66666666666,1026.104166666669,-973.7708333333296
991,HOSPI_4,3400892761695,12,7820.0,1.0,2016-12-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,8445.833333333334,-452.94560185185185,-172.8877314814821
992,HOSPI_1,3400893022634,12,4.0,1.0,2016-12-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,193.45833333333331,-26.26273148148175,-163.19560185185156
994,HOSPI_3,3400893022634,12,3100.0,2.0,2016-12-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,3759.458333333333,-235.9079861111108,-423.55034722222223
998,HOSPI_3,3400893736135,12,4680.0,5.0,2016-12-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,5285.208333333334,-587.9745370370374,-17.233796296296532
999,HOSPI_4,3400893736135,12,7320.0,1.0,2016-12-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,7057.083333333332,949.8437500000006,-686.9270833333327
1002,HOSPI_3,3400893826706,12,7709.0,6.0,2016-12-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,7311.708333333333,243.16550925925924,154.12615740740773
1003,HOSPI_4,3400893826706,12,5300.0,1.0,2016-12-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,5100.0,396.8807870370374,-196.8807870370374
1006,HOSPI_3,3400893875490,12,14290.0,16.0,2016-12-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,14158.833333333334,-127.45023148148208,258.61689814814815
1007,HOSPI_4,3400893875490,12,21810.0,1.0,2016-12-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,23465.0,-1893.608796296296,238.60879629629608
1010,HOSPI_3,3400890837149,1,4080.0,5.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,4010.4166666666665,272.5057870370371,-202.92245370370364
1011,HOSPI_4,3400890837149,1,12000.0,1.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,15870.833333333334,-3829.571759259261,-41.261574074072996
1014,HOSPI_3,3400891191226,1,4760.0,8.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,5709.166666666666,270.37152777777754,-1219.5381944444437
1015,HOSPI_4,3400891191226,1,9620.0,1.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,8206.666666666666,1418.1944444444446,-4.861111111110631
1018,HOSPI_3,3400891225037,1,12050.0,10.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,9730.833333333334,2163.55324074074,155.6134259259261
1019,HOSPI_4,3400891225037,1,23840.0,1.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,22826.666666666664,2436.2731481481487,-1422.939814814813
1022,HOSPI_3,3400891235203,1,4820.0,10.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,3546.666666666666,764.9189814814816,508.4143518518523
1023,HOSPI_4,3400891235203,1,7950.0,2.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,6793.75,198.78472222222223,957.4652777777778
1026,HOSPI_3,3400891996128,1,119520.0,34.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,104187.5,11248.153935185182,4084.3460648148175
1027,HOSPI_4,3400891996128,1,190200.0,3.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,198487.58333333334,17388.230902777792,-25675.814236111135
1030,HOSPI_3,3400892052120,1,1510.0,2.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,1778.75,-113.23495370370374,-155.51504629629625
1031,HOSPI_4,3400892052120,1,8820.0,1.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,9188.75,822.8298611111111,-1191.579861111111
1034,HOSPI_3,3400892065366,1,8350.0,9.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,7618.416666666665,389.44907407407425,342.1342592592606
1035,HOSPI_4,3400892065366,1,21090.0,2.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,18841.25,1638.0381944444443,610.7118055555557
1038,HOSPI_3,3400892075761,1,2940.0,8.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,2512.916666666667,278.57638888888846,148.50694444444457
1039,HOSPI_4,3400892075761,1,8970.0,1.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,9820.0,-545.5034722222222,-304.4965277777778
1042,HOSPI_3,3400892088310,1,5868.0,8.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,5010.333333333334,1257.7685185185178,-400.10185185185173
1046,HOSPI_3,3400892203645,1,6455.0,10.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,5583.333333333332,1214.2592592592603,-342.5925925925924
1047,HOSPI_4,3400892203645,1,11900.0,2.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,9872.916666666668,344.9652777777773,1682.1180555555547
1048,HOSPI_1,3400892508566,1,45.0,1.0,2017-01-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,285.4583333333333,158.6498842592592,-399.1082175925925
1050,HOSPI_3,3400892508566,1,5390.0,3.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,4877.083333333332,1075.9722222222224,-563.0555555555545
1051,HOSPI_4,3400892508566,1,6500.0,1.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,6777.083333333333,1102.7604166666665,-1379.8437499999995
1054,HOSPI_3,3400892669236,1,11918.0,13.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,10725.916666666666,722.4415509259256,469.6417824074083
1055,HOSPI_4,3400892669236,1,23130.0,1.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,24640.75,2815.7592592592605,-4326.509259259261
1058,HOSPI_3,3400892697789,1,2670.0,3.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,2155.833333333333,232.21643518518536,281.95023148148164
1059,HOSPI_4,3400892697789,1,12420.0,1.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,10553.75,1880.625,-14.375
1062,HOSPI_3,3400892729589,1,7040.0,9.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,6419.999999999999,447.67939814814815,172.32060185185276
1063,HOSPI_4,3400892729589,1,11940.0,1.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,16632.5,-3175.6423611111113,-1516.8576388888887
1066,HOSPI_3,3400892745848,1,550.0,2.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,460.83333333333337,46.724537037037,42.442129629629626
1067,HOSPI_4,3400892745848,1,16688.0,1.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,12208.166666666666,4849.607638888889,-369.77430555555475
1070,HOSPI_3,3400892761527,1,28680.0,20.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,29128.749999999996,644.4658564814806,-1093.215856481477
1071,HOSPI_4,3400892761527,1,4400.0,1.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,5860.416666666665,315.53819444444525,-1775.9548611111104
1074,HOSPI_3,3400892761695,1,29240.0,14.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,26099.874999999996,1036.583333333335,2103.541666666669
1075,HOSPI_4,3400892761695,1,7880.0,1.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,8605.0,867.8877314814812,-1592.8877314814813
1076,HOSPI_1,3400893022634,1,6.0,1.0,2017-01-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,334.29166666666663,125.25810185185182,-453.5497685185185
1078,HOSPI_3,3400893022634,1,3800.0,2.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,3795.3749999999995,46.71701388888897,-42.092013888888516
1082,HOSPI_3,3400893736135,1,5470.0,7.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,5170.000000000001,-6.516203703704335,306.5162037037034
1083,HOSPI_4,3400893736135,1,7330.0,1.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,7204.999999999999,890.2604166666671,-765.2604166666662
1086,HOSPI_3,3400893826706,1,7980.0,7.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,7322.583333333333,262.41550925925924,395.00115740740773
1087,HOSPI_4,3400893826706,1,5850.0,1.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,5156.25,1000.005787037037,-306.25578703703695
1090,HOSPI_3,3400893875490,1,14636.0,18.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,14089.958333333334,1171.237268518518,-625.195601851852
1091,HOSPI_4,3400893875490,1,26860.0,2.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,23393.333333333332,2947.724537037038,518.94212962963
1094,HOSPI_3,3400890837149,2,3360.0,4.0,2017-02-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,3965.8333333333326,-516.4525462962961,-89.3807870370365
1095,HOSPI_4,3400890837149,2,19400.0,1.0,2017-02-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,16145.833333333332,43.34490740740948,3210.821759259258
1098,HOSPI_3,3400891191226,2,6220.0,8.0,2017-02-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,5814.166666666666,97.66319444444451,308.1701388888894
1099,HOSPI_4,3400891191226,2,8640.0,1.0,2017-02-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,8246.666666666666,394.8611111111106,-1.5277777777766346
1102,HOSPI_3,3400891225037,2,7160.0,6.5,2017-02-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,9860.0,-2244.780092592593,-455.21990740740694
1103,HOSPI_4,3400891225037,2,23240.0,1.0,2017-02-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,22954.999999999996,-517.0601851851836,802.0601851851873
1106,HOSPI_3,3400891235203,2,5360.0,10.5,2017-02-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,3304.5833333333326,1039.2939814814815,1016.1226851851859
1107,HOSPI_4,3400891235203,2,6450.0,1.0,2017-02-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,6618.75,-969.9652777777778,801.2152777777778
1110,HOSPI_3,3400891996128,2,99360.0,33.5,2017-02-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,103931.25000000001,-2999.762731481489,-1571.4872685185255
1111,HOSPI_4,3400891996128,2,213700.0,2.0,2017-02-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,201000.0833333333,-311.7690972222076,13011.685763888894
1114,HOSPI_3,3400892052120,2,1830.0,3.0,2017-02-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,1774.1666666666667,45.72337962962953,10.10995370370373
1115,HOSPI_4,3400892052120,2,9390.0,1.0,2017-02-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,9140.0,52.82986111111113,197.17013888888886
1118,HOSPI_3,3400892065366,2,7660.0,8.5,2017-02-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,7585.499999999997,26.19907407407514,48.30092592592759
1119,HOSPI_4,3400892065366,2,16950.0,1.0,2017-02-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,19058.75,-1066.3368055555557,-1042.4131944444443
1122,HOSPI_3,3400892075761,2,2620.0,6.0,2017-02-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,2503.3333333333335,-63.506944444444365,180.1736111111109
1123,HOSPI_4,3400892075761,2,10830.0,1.5,2017-02-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,9918.75,253.87152777777777,657.3784722222222
1126,HOSPI_3,3400892088310,2,4252.0,6.0,2017-02-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,4965.208333333334,-390.2731481481487,-322.9351851851852
1130,HOSPI_3,3400892203645,2,5345.0,10.0,2017-02-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,5599.166666666666,-847.1990740740737,593.0324074074076
1131,HOSPI_4,3400892203645,2,10700.0,2.0,2017-02-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,9962.5,-2203.9930555555557,2941.4930555555557
1134,HOSPI_3,3400892508566,2,4150.0,4.0,2017-02-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,4845.0,-639.0277777777775,-55.97222222222251
1135,HOSPI_4,3400892508566,2,7450.0,1.0,2017-02-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,6924.999999999998,235.885416666667,289.11458333333485
1138,HOSPI_3,3400892669236,2,10296.0,12.0,2017-02-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,10690.999999999998,-502.6001157407404,107.60011574074224
1139,HOSPI_4,3400892669236,2,26790.0,2.0,2017-02-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,25234.5,-723.9907407407397,2279.49074074074
1142,HOSPI_3,3400892697789,2,2400.0,2.0,2017-02-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,2134.1666666666665,-116.116898148148,381.95023148148147
1143,HOSPI_4,3400892697789,2,9660.0,1.0,2017-02-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,10700.0,-1529.375,489.375
1146,HOSPI_3,3400892729589,2,6280.0,8.0,2017-02-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,6375.833333333334,-249.1956018518523,153.36226851851836
1147,HOSPI_4,3400892729589,2,20670.0,1.0,2017-02-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,16862.5,2736.2326388888887,1071.2673611111113
1150,HOSPI_3,3400892745848,2,470.0,1.0,2017-02-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,451.6666666666667,6.724537037037031,11.608796296296283
1151,HOSPI_4,3400892745848,2,13200.0,1.0,2017-02-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,12153.166666666666,1443.107638888889,-396.274305555555
1154,HOSPI_3,3400892761527,2,28970.0,20.5,2017-02-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,29027.291666666664,-198.86747685185338,141.57581018518914
1155,HOSPI_4,3400892761527,2,6500.0,1.0,2017-02-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,5991.666666666666,809.2881944444448,-300.95486111111086
1158,HOSPI_3,3400892761695,2,26010.0,13.0,2017-02-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,26160.624999999993,-425.89583333333275,275.27083333334
1159,HOSPI_4,3400892761695,2,8820.0,1.0,2017-02-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,8729.166666666666,170.3877314814812,-79.55439814814727
1160,HOSPI_1,3400893022634,2,9.0,1.0,2017-02-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,604.1666666666666,-109.07523148148144,-486.0914351851852
1162,HOSPI_3,3400893022634,2,3900.0,2.0,2017-02-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,3763.208333333333,-82.512152777778,219.30381944444497
1166,HOSPI_3,3400893736135,2,4860.0,7.0,2017-02-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,5127.5,-113.91203703703782,-153.5879629629622
1167,HOSPI_4,3400893736135,2,8110.0,2.0,2017-02-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,7451.25,-700.1562500000003,1358.9062500000005
1170,HOSPI_3,3400893826706,2,7675.0,7.5,2017-02-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,7435.0,-107.37615740740728,347.3761574074073
1171,HOSPI_4,3400893826706,2,2850.0,1.0,2017-02-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,5268.749999999999,-277.0775462962961,-2141.672453703703
1172,HOSPI_1,3400893875490,2,20.0,9.0,2017-02-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,1603.1666666666663,-287.68749999999955,-1295.4791666666667
1174,HOSPI_3,3400893875490,2,13788.0,18.0,2017-02-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,14053.375000000002,-1022.74189814815,757.3668981481482
1175,HOSPI_4,3400893875490,2,21700.0,1.0,2017-02-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,23402.499999999996,-1222.0671296296282,-480.43287037036816
1177,HOSPI_2,3400890837149,3,20.0,1.0,2017-03-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,1002.0833333333333,-472.83564814814844,-509.2476851851848
1178,HOSPI_3,3400890837149,3,4290.0,5.0,2017-03-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,3899.9999999999995,-111.4525462962959,501.45254629629636
1179,HOSPI_4,3400890837149,3,21100.0,2.0,2017-03-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,16508.333333333332,3414.17824074074,1177.488425925928
1181,HOSPI_2,3400891191226,3,20.0,1.0,2017-03-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,1190.8333333333335,-390.06365740740745,-780.7696759259261
1182,HOSPI_3,3400891191226,3,5710.0,9.0,2017-03-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,5935.833333333333,146.20486111111103,-372.03819444444406
1183,HOSPI_4,3400891191226,3,7680.0,2.0,2017-03-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,8340.0,72.36111111111147,-732.3611111111114
1185,HOSPI_2,3400891225037,3,80.0,2.0,2017-03-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,6165.999999999999,-1489.2060185185182,-4596.793981481481
1186,HOSPI_3,3400891225037,3,13310.0,11.0,2017-03-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,10000.833333333332,1457.9282407407418,1851.238425925926
1187,HOSPI_4,3400891225037,3,20160.0,1.0,2017-03-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,23045.0,357.1064814814806,-3242.106481481481
1189,HOSPI_2,3400891235203,3,30.0,1.0,2017-03-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,651.0833333333331,-233.52662037037027,-387.5567129629629
1190,HOSPI_3,3400891235203,3,5270.0,10.0,2017-03-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,3079.1666666666656,1410.9606481481483,779.8726851851861
1191,HOSPI_4,3400891235203,3,7500.0,1.0,2017-03-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,6687.5,861.2847222222222,-48.78472222222217
1193,HOSPI_2,3400891996128,3,464.0,5.0,2017-03-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,28844.166666666664,2850.5254629629662,-31230.69212962963
