index,ID_SITE_RATTACHE,HOSPI_CODE_UCD,MONTH,QUANTITY,N_UFS,DATE,N_ETB,POPULATION,P_MEDICAL,PN_MEDICAL,LIT_HC,LIT_HP,SEJ_MCO,SEJ_HAD,SEJ_PSY,SEJ_SSR,SEJ_SLD,TREND,SEASONAL,RESID
1749,HOSPI_2,3400893022634,9,5048.0,10.5,2017-09-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,4802.124999999999,-62.47106481481477,308.3460648148157
1750,HOSPI_3,3400893022634,9,3700.0,2.0,2017-09-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,3627.5833333333335,31.258680555555337,41.15798611111118
1752,HOSPI_1,3400893736135,9,1768.0,3.0,2017-09-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,1602.4999999999998,35.06944444444456,130.43055555555566
1753,HOSPI_2,3400893736135,9,4251.0,5.0,2017-09-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,3109.583333333333,429.14293981481495,712.273726851852
1754,HOSPI_3,3400893736135,9,5140.0,7.0,2017-09-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,4891.666666666667,-71.89814814814808,320.2314814814811
1755,HOSPI_4,3400893736135,9,6350.0,1.0,2017-09-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,7916.666666666666,-904.9479166666665,-661.7187499999995
1756,HOSPI_1,3400893826706,9,3710.0,4.0,2017-09-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,2652.333333333333,334.7204861111113,722.9461805555557
1757,HOSPI_2,3400893826706,9,1763.0,5.5,2017-09-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,1765.375,-171.54918981481478,169.17418981481478
1758,HOSPI_3,3400893826706,9,6932.0,7.0,2017-09-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,7367.75,-527.7442129629633,91.99421296296327
1759,HOSPI_4,3400893826706,9,5100.0,1.0,2017-09-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,5835.416666666667,-566.1053240740742,-169.31134259259272
1760,HOSPI_1,3400893875490,9,9103.0,14.0,2017-09-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,6956.708333333334,148.0624999999995,1998.2291666666665
1761,HOSPI_2,3400893875490,9,9196.0,17.5,2017-09-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,8492.083333333332,248.17476851851896,455.74189814814895
1762,HOSPI_3,3400893875490,9,13992.0,17.0,2017-09-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,14147.708333333334,-251.00578703703593,95.29745370370199
1763,HOSPI_4,3400893875490,9,20960.0,1.0,2017-09-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,23462.916666666664,-1696.0115740740741,-806.9050925925901
1764,HOSPI_1,3400890837149,10,3010.0,4.0,2017-10-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,2400.8333333333335,205.85995370370364,403.3067129629629
1765,HOSPI_2,3400890837149,10,2910.0,7.0,2017-10-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2471.6666666666665,193.20601851851856,245.12731481481492
1766,HOSPI_3,3400890837149,10,3760.0,5.0,2017-10-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,3882.916666666667,-172.91087962962985,49.99421296296288
1767,HOSPI_4,3400890837149,10,19000.0,2.0,2017-10-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,16979.166666666664,1068.3449074074085,952.4884259259272
1768,HOSPI_1,3400891191226,10,3230.0,5.0,2017-10-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,2249.25,384.8315972222222,595.9184027777778
1769,HOSPI_2,3400891191226,10,2660.0,5.0,2017-10-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2587.5000000000005,41.81134259259235,30.6886574074072
1770,HOSPI_3,3400891191226,10,6010.0,12.0,2017-10-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,6663.666666666666,12.621527777778454,-666.2881944444446
1771,HOSPI_4,3400891191226,10,9340.0,1.0,2017-10-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,9417.499999999998,213.61111111111146,-291.1111111111096
1772,HOSPI_1,3400891225037,10,16980.0,11.0,2017-10-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,13248.45833333333,1357.0370370370374,2374.5046296296323
1773,HOSPI_2,3400891225037,10,14840.0,18.0,2017-10-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,14955.583333333334,-103.7893518518521,-11.793981481481836
1774,HOSPI_3,3400891225037,10,10080.0,8.0,2017-10-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,10294.583333333332,20.428240740740932,-235.01157407407305
1775,HOSPI_4,3400891225037,10,26880.0,2.0,2017-10-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,26969.999999999996,-978.7268518518497,888.7268518518533
1776,HOSPI_1,3400891235203,10,1660.0,4.0,2017-10-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,1281.4166666666665,79.40162037037042,299.18171296296305
1777,HOSPI_2,3400891235203,10,1770.0,3.0,2017-10-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,1419.7083333333333,153.97337962962965,196.3182870370371
1778,HOSPI_3,3400891235203,10,950.0,1.0,2017-10-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,994.5833333333334,100.12731481481467,-144.71064814814804
1779,HOSPI_4,3400891235203,10,8400.0,1.0,2017-10-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,6112.5,1217.5347222222222,1069.9652777777778
1780,HOSPI_1,3400891996128,10,65880.0,20.0,2017-10-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,48825.916666666664,6095.009259259259,10959.074074074077
1781,HOSPI_2,3400891996128,10,64440.0,24.0,2017-10-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,70235.16666666667,-4708.766203703709,-1086.4004629629626
1782,HOSPI_3,3400891996128,10,113160.0,32.0,2017-10-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,103701.25000000001,5822.945601851847,3635.8043981481387
1783,HOSPI_4,3400891996128,10,257800.0,2.0,2017-10-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,209285.4166666667,13973.64756944442,34540.93576388889
1784,HOSPI_1,3400892052120,10,3390.0,4.0,2017-10-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,2397.5,401.9212962962962,590.5787037037038
1785,HOSPI_2,3400892052120,10,1570.0,4.0,2017-10-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,1820.4166666666665,-147.56365740740742,-102.8530092592591
1786,HOSPI_3,3400892052120,10,1270.0,2.0,2017-10-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,1613.7499999999998,-127.60995370370362,-216.14004629629613
1787,HOSPI_4,3400892052120,10,8070.0,1.0,2017-10-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,8998.75,-365.92013888888886,-562.8298611111111
1788,HOSPI_1,3400892065366,10,4914.0,5.0,2017-10-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,4201.166666666666,163.8512731481482,548.9820601851857
1789,HOSPI_2,3400892065366,10,4988.0,9.0,2017-10-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,6060.958333333332,-541.9166666666662,-531.041666666666
1790,HOSPI_3,3400892065366,10,7760.0,8.0,2017-10-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,7376.166666666664,71.9907407407412,311.84259259259454
1791,HOSPI_4,3400892065366,10,20040.0,1.0,2017-10-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,19225.0,1519.9131944444443,-704.9131944444443
1792,HOSPI_1,3400892075761,10,1190.0,4.0,2017-10-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,1111.25,-19.801504629629676,98.55150462962968
1793,HOSPI_2,3400892075761,10,2480.0,4.0,2017-10-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2148.3333333333335,124.25347222222216,207.41319444444434
1794,HOSPI_3,3400892075761,10,2670.0,6.0,2017-10-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,2435.8333333333335,-99.96527777777786,334.13194444444434
1795,HOSPI_4,3400892075761,10,9300.0,1.0,2017-10-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,9510.0,-308.00347222222223,98.00347222222223
1796,HOSPI_1,3400892088310,10,2928.0,5.0,2017-10-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,1931.1249999999998,532.2164351851852,464.658564814815
1797,HOSPI_2,3400892088310,10,2612.0,8.0,2017-10-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2946.416666666667,-218.46875000000023,-115.94791666666674
1798,HOSPI_3,3400892088310,10,4692.0,8.0,2017-10-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,4695.041666666666,94.99768518518566,-98.03935185185172
1799,HOSPI_4,3400892088310,10,6720.0,1.0,2017-10-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,6462.5,307.6215277777776,-50.1215277777776
1800,HOSPI_1,3400892203645,10,1270.0,4.0,2017-10-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,1081.375,24.96064814814811,163.6643518518519
1801,HOSPI_2,3400892203645,10,3930.0,6.0,2017-10-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,3155.416666666666,343.80324074074093,430.780092592593
1802,HOSPI_3,3400892203645,10,5990.0,9.0,2017-10-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,5456.250000000001,245.40509259259198,288.3449074074071
1803,HOSPI_4,3400892203645,10,11850.0,2.0,2017-10-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,9441.666666666666,860.5902777777773,1547.7430555555566
1804,HOSPI_1,3400892508566,10,4010.0,4.0,2017-10-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,3014.75,356.87905092592575,638.3709490740742
1806,HOSPI_3,3400892508566,10,4450.0,2.0,2017-10-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,4865.416666666666,-292.15277777777703,-123.26388888888903
1807,HOSPI_4,3400892508566,10,7600.0,1.0,2017-10-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,7275.833333333332,732.96875,-408.8020833333321
1808,HOSPI_1,3400892669236,10,6418.0,2.0,2017-10-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,5146.5,501.975115740741,769.524884259259
1809,HOSPI_2,3400892669236,10,7773.0,18.0,2017-10-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,7997.624999999999,-207.99652777777735,-16.628472222221745
1810,HOSPI_3,3400892669236,10,9425.0,12.0,2017-10-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,10184.916666666666,-334.80844907407345,-425.1082175925926
1811,HOSPI_4,3400892669236,10,30246.0,1.0,2017-10-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,27754.16666666667,-1311.9907407407434,3803.824074074072
1812,HOSPI_1,3400892697789,10,960.0,2.0,2017-10-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,912.6666666666665,-54.804398148148096,102.13773148148158
1813,HOSPI_2,3400892697789,10,1130.0,2.0,2017-10-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,752.9166666666665,188.2291666666667,188.85416666666677
1814,HOSPI_3,3400892697789,10,1960.0,3.0,2017-10-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,1728.3333333333335,80.13310185185189,151.5335648148146
1815,HOSPI_4,3400892697789,10,16080.0,2.0,2017-10-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,13181.25,1308.75,1590.0
1816,HOSPI_1,3400892729589,10,4520.0,5.0,2017-10-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,3433.9999999999995,400.91377314814815,685.0862268518523
1817,HOSPI_2,3400892729589,10,3960.0,10.0,2017-10-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,4454.666666666666,-313.2210648148147,-181.44560185185134
1818,HOSPI_3,3400892729589,10,7020.0,8.0,2017-10-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,6538.749999999999,-258.98726851851836,740.2372685185193
1819,HOSPI_4,3400892729589,10,20790.0,1.0,2017-10-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,18510.0,4499.982638888889,-2219.9826388888887
1820,HOSPI_1,3400892745848,10,9410.0,8.0,2017-10-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,6148.499999999999,1334.8472222222222,1926.6527777777787
1821,HOSPI_2,3400892745848,10,4130.0,11.0,2017-10-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,3706.2499999999995,115.02314814814825,308.7268518518522
1822,HOSPI_3,3400892745848,10,380.0,2.0,2017-10-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,460.8333333333333,-23.90046296296297,-56.932870370370345
1823,HOSPI_4,3400892745848,10,13800.0,1.0,2017-10-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,12730.0,1196.857638888889,-126.85763888888891
1824,HOSPI_1,3400892761527,10,5192.0,5.0,2017-10-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,4475.25,89.09780092592581,627.6521990740741
1825,HOSPI_2,3400892761527,10,13503.0,11.0,2017-10-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,12232.916666666666,500.44965277777777,769.6336805555561
1826,HOSPI_3,3400892761527,10,30240.0,22.0,2017-10-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,29151.250000000004,560.3616898148109,528.3883101851854
1827,HOSPI_4,3400892761527,10,9600.0,1.0,2017-10-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,6708.333333333333,1381.1631944444443,1510.5034722222226
1828,HOSPI_1,3400892761695,10,1550.0,3.0,2017-10-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,1451.1666666666663,-60.622685185185105,159.45601851851882
1829,HOSPI_2,3400892761695,10,15780.0,13.0,2017-10-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,15420.416666666666,-34.135995370370594,393.71932870370455
1830,HOSPI_3,3400892761695,10,28175.0,13.0,2017-10-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,26124.083333333332,1204.7499999999975,846.1666666666704
1831,HOSPI_4,3400892761695,10,10720.0,1.0,2017-10-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,8967.916666666666,1493.5127314814822,258.57060185185173
1832,HOSPI_1,3400893022634,10,3337.0,8.0,2017-10-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,2885.3333333333335,127.79976851851845,323.86689814814804
1833,HOSPI_2,3400893022634,10,4343.0,4.0,2017-10-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,5123.25,-452.0613425925927,-328.1886574074073
1834,HOSPI_3,3400893022634,10,3300.0,2.0,2017-10-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,3577.0416666666665,-291.074652777778,14.032986111111484
1836,HOSPI_1,3400893736135,10,2320.0,6.0,2017-10-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,1799.1666666666663,151.0000000000001,369.8333333333336
1837,HOSPI_2,3400893736135,10,3730.0,7.0,2017-10-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,3453.5416666666665,212.3443287037037,64.11400462962979
1838,HOSPI_3,3400893736135,10,4790.0,6.0,2017-10-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,4825.833333333333,-1.6203703703699404,-34.21296296296309
1839,HOSPI_4,3400893736135,10,7370.0,1.0,2017-10-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,8033.333333333332,-507.031249999999,-156.30208333333314
1840,HOSPI_1,3400893826706,10,4003.0,4.0,2017-10-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,2933.6249999999995,440.560763888889,628.8142361111114
1841,HOSPI_2,3400893826706,10,1852.0,6.0,2017-10-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,1877.625,-20.57696759259256,-5.04803240740744
1842,HOSPI_3,3400893826706,10,8520.0,6.0,2017-10-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,7325.458333333331,728.1446759259271,466.39699074074167
1843,HOSPI_4,3400893826706,10,7300.0,1.0,2017-10-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,5899.583333333334,1017.5057870370365,382.91087962962956
1844,HOSPI_1,3400893875490,10,10725.0,12.0,2017-10-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,7779.625000000001,1082.3333333333328,1863.0416666666663
1845,HOSPI_2,3400893875490,10,8434.0,16.0,2017-10-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,8851.875,-375.7210648148154,-42.153935185184594
1846,HOSPI_3,3400893875490,10,15286.0,18.0,2017-10-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,14158.166666666666,249.48726851851882,878.3460648148151
1847,HOSPI_4,3400893875490,10,27680.0,1.0,2017-10-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,23253.333333333332,246.3078703703718,4180.358796296296
1848,HOSPI_1,3400890837149,11,2770.0,5.0,2017-11-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,2655.0,34.81828703703701,80.18171296296299
1849,HOSPI_2,3400890837149,11,2061.0,4.0,2017-11-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2510.4166666666665,-336.5023148148147,-112.91435185185179
1850,HOSPI_3,3400890837149,11,4590.0,5.0,2017-11-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,3922.5,120.21412037037015,547.2858796296298
1851,HOSPI_4,3400890837149,11,15300.0,2.0,2017-11-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,16987.5,-833.7384259259263,-853.7615740740737
1852,HOSPI_1,3400891191226,11,2550.0,7.0,2017-11-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,2355.0833333333335,120.56076388888874,74.35590277777777
1853,HOSPI_2,3400891191226,11,2670.0,5.0,2017-11-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2413.3333333333335,25.14467592592583,231.52199074074068
1854,HOSPI_3,3400891191226,11,7520.0,13.0,2017-11-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,6693.166666666667,798.9131944444441,27.920138888888914
1855,HOSPI_4,3400891191226,11,7420.0,1.0,2017-11-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,9504.166666666666,-1393.8888888888885,-690.2777777777776
1856,HOSPI_1,3400891225037,11,14470.0,8.5,2017-11-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,14681.416666666662,-70.58796296296191,-140.8287037037005
1857,HOSPI_2,3400891225037,11,13200.0,7.5,2017-11-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,14961.916666666666,-1505.8726851851848,-256.0439814814813
1858,HOSPI_3,3400891225037,11,10680.0,9.0,2017-11-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,10370.0,-199.57175925925907,509.57175925925907
1859,HOSPI_4,3400891225037,11,28400.0,2.0,2017-11-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,26945.0,-2367.893518518519,3822.893518518519
1860,HOSPI_1,3400891235203,11,970.0,4.0,2017-11-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,1414.3333333333333,-246.91087962962962,-197.42245370370364
1861,HOSPI_2,3400891235203,11,1330.0,4.5,2017-11-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,1377.9166666666667,-112.48495370370378,64.56828703703704
1862,HOSPI_3,3400891235203,11,130.0,1.0,2017-11-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,950.0,-399.6643518518517,-420.3356481481483
1863,HOSPI_4,3400891235203,11,5550.0,1.0,2017-11-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,5981.25,1698.7847222222222,-2130.034722222222
1864,HOSPI_1,3400891996128,11,58120.0,20.0,2017-11-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,53177.166666666664,2369.925925925925,2572.9074074074106
1865,HOSPI_2,3400891996128,11,55380.0,24.0,2017-11-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,71528.66666666667,-12582.09953703704,-3566.5671296296314
1866,HOSPI_3,3400891996128,11,101390.0,28.5,2017-11-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,103970.41666666667,-1590.804398148153,-989.6122685185185
1867,HOSPI_4,3400891996128,11,214100.0,2.0,2017-11-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,209247.9166666667,-5446.685763888909,10298.769097222223
1868,HOSPI_1,3400892052120,11,3030.0,4.0,2017-11-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,2558.3333333333335,249.21296296296282,222.4537037037037
1869,HOSPI_2,3400892052120,11,1510.0,3.0,2017-11-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,1831.6666666666667,-250.89699074074082,-70.76967592592592
1870,HOSPI_3,3400892052120,11,1650.0,4.0,2017-11-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,1579.1666666666665,99.26504629629626,-28.431712962962777
1871,HOSPI_4,3400892052120,11,9060.0,1.0,2017-11-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,8986.25,-144.04513888888886,217.79513888888886
1872,HOSPI_1,3400892065366,11,4606.0,4.5,2017-11-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,4558.083333333332,32.10127314814849,15.815393518519386
1873,HOSPI_2,3400892065366,11,5564.0,9.5,2017-11-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,6167.916666666667,-524.3333333333336,-79.58333333333337
1874,HOSPI_3,3400892065366,11,7360.0,7.5,2017-11-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,7424.916666666664,-189.0717592592588,124.15509259259457
1875,HOSPI_4,3400892065366,11,20400.0,1.0,2017-11-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,19778.75,-1068.2118055555557,1689.4618055555557
1876,HOSPI_1,3400892075761,11,1345.0,5.0,2017-11-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,1220.8333333333333,64.57349537037035,59.59317129629639
