DATE,HOSPI_CODE_UCD,LIT_HC,LIT_HP,N_ETB,N_UFS,PN_MEDICAL,POPULATION,P_MEDICAL,QUANTITY,QUANTITY_MA,RESID,SEASONAL,SEJ_HAD,SEJ_MCO,SEJ_PSY,SEJ_SLD,SEJ_SSR,TREND,MONTH_1,MONTH_2,MONTH_3,MONTH_4,MONTH_5,MONTH_6,MONTH_7,MONTH_8,MONTH_9,MONTH_10,MONTH_11,MONTH_12,YEAR_2013,YEAR_2014,YEAR_2015,YEAR_2016,YEAR_2017,YEAR_2018,YEAR_2019,HOSPI_HOSPI_1,HOSPI_HOSPI_2,HOSPI_HOSPI_3,HOSPI_HOSPI_4,CLUSTER
2013-09-01,3400892669236,1471.0,112.0,12.0,6.0,5270.0,571675.0,683.0,1704.0,568.0,0.0,-1008.9446759259262,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-09-01,3400892697789,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,490.0,163.33333333333334,0.0,9.537731481481492,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-09-01,3400892761527,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,350.0,116.66666666666669,0.0,-412.1430555555557,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-09-01,3400892761695,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,460.0,153.33333333333334,0.0,-143.5525462962962,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-09-01,3400893736135,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,140.0,46.66666666666666,0.0,-224.09652777777777,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-09-01,3400893826706,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,220.0,73.33333333333333,0.0,-46.4979166666664,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-09-01,3400893875490,1471.0,112.0,12.0,3.0,5270.0,571675.0,683.0,1210.0,403.3333333333333,0.0,-720.1820601851852,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-10-01,3400890837149,1471.0,112.0,12.0,3.0,5270.0,571675.0,683.0,1060.0,353.3333333333333,0.0,15.573148148148125,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-10-01,3400891191226,1471.0,112.0,12.0,3.0,5270.0,571675.0,683.0,1680.0,560.0,0.0,349.4745370370369,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-10-01,3400891225037,1471.0,112.0,12.0,4.0,5270.0,571675.0,683.0,5240.0,1746.6666666666667,0.0,611.8201388888884,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-10-01,3400891996128,1471.0,112.0,12.0,4.0,5270.0,571675.0,683.0,13970.0,4656.666666666667,0.0,4229.593749999999,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-10-01,3400892065366,1471.0,112.0,12.0,6.0,5270.0,571675.0,683.0,2760.0,920.0,0.0,-53.28495370370369,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-10-01,3400892075761,1471.0,112.0,12.0,2.0,5270.0,571675.0,683.0,490.0,163.33333333333334,0.0,79.37488425925922,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-10-01,3400892088310,1471.0,112.0,12.0,2.0,5270.0,571675.0,683.0,1330.0,443.3333333333333,0.0,167.93425925925928,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-10-01,3400892203645,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,400.0,133.33333333333334,0.0,201.11331018518516,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-10-01,3400892508566,1471.0,112.0,12.0,2.0,5270.0,571675.0,683.0,1040.0,346.6666666666667,0.0,633.763425925926,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-10-01,3400892669236,1471.0,112.0,12.0,5.0,5270.0,571675.0,683.0,3264.0,1088.0,0.0,669.8386574074076,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-10-01,3400892697789,1471.0,112.0,12.0,2.0,5270.0,571675.0,683.0,570.0,190.0,0.0,96.66273148148154,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
