HOSPI_CODE_UCD,LIT_HC,LIT_HP,N_ETB,N_UFS,PN_MEDICAL,POPULATION,P_MEDICAL,QUANTITY,QUANTITY_MA,SEJ_HAD,SEJ_MCO,SEJ_PSY,SEJ_SLD,SEJ_SSR,MONTH_1.0,MONTH_2.0,MONTH_3.0,MONTH_4.0,MONTH_5.0,MONTH_6.0,MONTH_7.0,MONTH_8.0,MONTH_9.0,MONTH_10.0,MONTH_11.0,MONTH_12.0,UCD_3400890837149,UCD_3400891191226,UCD_3400891225037,UCD_3400891235203,UCD_3400891996128,UCD_3400892052120,UCD_3400892065366,UCD_3400892075761,UCD_3400892088310,UCD_3400892203645,UCD_3400892508566,UCD_3400892669236,UCD_3400892697789,UCD_3400892729589,UCD_3400892745848,UCD_3400892761527,UCD_3400892761695,UCD_3400893022634,UCD_3400893736135,UCD_3400893826706,UCD_3400893875490,CLUSTER
3400892761695,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,100.0,0.0002919263157069,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
3400893736135,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,40.0,0.0005931393876512,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
3400893826706,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,20.0,0.000294195208408,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
3400893875490,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,90.0,0.0005278499951118,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
3400890837149,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,160.0,0.0010490887864927,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3400891191226,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,440.0,0.002735827364745,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3400891225037,1471.0,112.0,12.0,4.0,5270.0,571675.0,683.0,2190.0,0.0057911743560909,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3400891996128,1471.0,112.0,12.0,3.0,5270.0,571675.0,683.0,4920.0,0.0024495361638692,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3400892065366,1471.0,112.0,12.0,1.5,5270.0,571675.0,683.0,1110.0,0.0060661783908907,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3400892075761,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,2955.0,0.0723529490942091,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3400892088310,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,180.0,0.0028980875760135,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
3400892203645,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,60.0,0.0015097508226855,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
3400892669236,1471.0,112.0,12.0,4.0,5270.0,571675.0,683.0,10469.0,0.07903380643523,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3400892697789,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,180.0,0.0055216668315838,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
3400892761527,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,150.0,0.0004505662121398,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
3400892761695,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,60.0,0.0002919263157069,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
3400893736135,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,40.0,0.0005931393876512,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
3400893826706,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,70.0,0.0006619392189182,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
3400893875490,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,390.0,0.0014075999869648,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
3400890837149,1471.0,112.0,12.0,3.0,5270.0,571675.0,683.0,350.0,0.0016060124632728,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3400891191226,1471.0,112.0,12.0,2.0,5270.0,571675.0,683.0,640.0,0.0050968838576071,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3400891225037,1471.0,112.0,12.0,4.0,5270.0,571675.0,683.0,2870.0,0.0100015944874326,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3400891996128,1471.0,112.0,12.0,6.0,5270.0,571675.0,683.0,7260.0,0.0044130096584505,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3400892065366,1471.0,112.0,12.0,3.0,5270.0,571675.0,683.0,1200.0,0.0102167215004475,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3400892075761,1471.0,112.0,12.0,2.0,5270.0,571675.0,683.0,290.0,0.0506021753394355,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3400892088310,1471.0,112.0,12.0,2.0,5270.0,571675.0,683.0,960.0,0.0093842835794725,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
3400892203645,1471.0,112.0,12.0,2.0,5270.0,571675.0,683.0,120.0,0.0015816437190038,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
3400892508566,1471.0,112.0,12.0,2.0,5270.0,571675.0,683.0,340.0,0.0056322175902989,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
3400892669236,1471.0,112.0,12.0,6.0,5270.0,571675.0,683.0,10469.0,0.07903380643523,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3400892697789,1471.0,112.0,12.0,2.0,5270.0,571675.0,683.0,490.0,0.0101230558579036,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
3400892761527,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,350.0,0.0008260380555896,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
3400892761695,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,460.0,0.0010055239763239,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
3400893736135,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,140.0,0.0010874222106939,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
3400893826706,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,220.0,0.0015200085767751,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
3400893875490,1471.0,112.0,12.0,3.0,5270.0,571675.0,683.0,1210.0,0.0033039499694037,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
3400890837149,1471.0,112.0,12.0,1.5,5270.0,571675.0,683.0,1060.0,0.0040668380118361,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3400891191226,1471.0,112.0,12.0,2.0,5270.0,571675.0,683.0,1680.0,0.0103436760639674,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3400891225037,1471.0,112.0,12.0,4.0,5270.0,571675.0,683.0,5240.0,0.0152166060887084,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3400891996128,1471.0,112.0,12.0,5.0,5270.0,571675.0,683.0,13970.0,0.0071810953682938,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892065366,1471.0,112.0,12.0,5.0,5270.0,571675.0,683.0,2760.0,0.0179856868080796,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3400892075761,1471.0,112.0,12.0,1.5,5270.0,571675.0,683.0,490.0,0.030483729821418,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3400892088310,1471.0,112.0,12.0,2.0,5270.0,571675.0,683.0,1330.0,0.0170435150303655,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
3400892203645,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,400.0,0.0027798586576431,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
3400892508566,1471.0,112.0,12.0,2.0,5270.0,571675.0,683.0,1040.0,0.0114300886391361,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
3400892669236,1471.0,112.0,12.0,4.0,5270.0,571675.0,683.0,3264.0,0.060902861888924,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
3400892697789,1471.0,112.0,12.0,2.0,5270.0,571675.0,683.0,570.0,0.0163020639789617,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
3400892761527,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,1400.0,0.0028535860102188,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
3400892761695,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,1000.0,0.0024651555548586,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
3400893736135,1471.0,112.0,12.0,2.0,5270.0,571675.0,683.0,300.0,0.0023725575506048,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
3400893826706,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,515.0,0.0039471190461418,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
3400893875490,1471.0,112.0,12.0,3.0,5270.0,571675.0,683.0,3000.0,0.0089929999167201,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
3400890837149,1471.0,112.0,12.0,4.0,5270.0,571675.0,683.0,1400.0,0.0072788629383818,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3400891191226,1471.0,112.0,12.0,4.0,5270.0,571675.0,683.0,1850.0,0.015627945357516,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3400891225037,1471.0,112.0,12.0,7.0,5270.0,571675.0,683.0,8010.0,0.0238147271990272,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3400891996128,1471.0,112.0,12.0,6.0,5270.0,571675.0,683.0,16210.0,0.0102814612079893,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892065366,1471.0,112.0,12.0,5.0,5270.0,571675.0,683.0,2940.0,0.0244775619281556,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3400892075761,1471.0,112.0,12.0,2.0,5270.0,571675.0,683.0,1040.0,0.0148541869544794,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3400892088310,1471.0,112.0,12.0,3.0,5270.0,571675.0,683.0,1460.0,0.0258757819286926,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
3400892203645,1471.0,112.0,12.0,2.0,5270.0,571675.0,683.0,700.0,0.0058472889005597,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
3400892508566,1471.0,112.0,12.0,2.0,5270.0,571675.0,683.0,1510.0,0.0159579498391804,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
3400892669236,1471.0,112.0,12.0,5.0,5270.0,571675.0,683.0,10469.0,0.060902861888924,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3400892697789,1471.0,112.0,12.0,3.0,5270.0,571675.0,683.0,680.0,0.0228754768737043,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
3400892761527,1471.0,112.0,12.0,2.0,5270.0,571675.0,683.0,2650.0,0.0066083044447174,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
3400892761695,1471.0,112.0,12.0,3.0,5270.0,571675.0,683.0,1820.0,0.0053195461973265,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
3400893736135,1471.0,112.0,12.0,2.0,5270.0,571675.0,683.0,370.0,0.0040036908666457,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
3400893826706,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,700.0,0.0070361687344268,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
3400893875490,1471.0,112.0,12.0,4.5,5270.0,571675.0,683.0,2580.0,0.0132744498770717,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
3400890837149,1471.0,112.0,12.0,4.0,5270.0,571675.0,683.0,1620.0,0.0105685981454084,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3400891191226,1471.0,112.0,12.0,6.0,5270.0,571675.0,683.0,2200.0,0.0214743709588889,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3400891225037,1471.0,112.0,12.0,6.5,5270.0,571675.0,683.0,6540.0,0.0292365664558777,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3400891996128,1471.0,112.0,12.0,10.5,5270.0,571675.0,683.0,23020.0,0.0146093412463951,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892065366,1471.0,112.0,12.0,5.0,5270.0,571675.0,683.0,2850.0,0.0303308919544537,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3400892075761,1471.0,112.0,12.0,2.0,5270.0,571675.0,683.0,705.0,0.0182412680457481,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3400892088310,1471.0,112.0,12.0,4.0,5270.0,571675.0,683.0,2110.0,0.0338110217201584,0.0,72785.0,0.0,109.0,1049.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
