CODE_ATC,DATE,HOSPI_CODE_UCD,LIT_HC,LIT_HP,MONTH,N_UFS,PN_MEDICAL,POPULATION,P_MEDICAL,QUANTITY,QUANTITY_MA,SEJ_MCO,SEJ_SLD,SEJ_SSR,WEEK,YEAR
8,2017-11-01,3400892697789,2027.0,521.0,11,2.5,7356.0,1144892.0,1316.0,1730.0,1736.6666666666667,117583.0,120.0,1141.0,44,2017
4,2017-11-01,3400892088310,2027.0,521.0,11,6.0,7356.0,1144892.0,1316.0,4890.0,4771.666666666667,117583.0,120.0,1141.0,44,2017
7,2017-11-01,3400893736135,2027.0,521.0,11,5.5,7356.0,1144892.0,1316.0,4710.0,4880.0,117583.0,120.0,1141.0,44,2017
10,2017-11-01,3400891235203,2027.0,521.0,11,1.0,7356.0,1144892.0,1316.0,130.0,870.0,117583.0,120.0,1141.0,44,2017
14,2017-11-01,3400892761527,2027.0,521.0,11,19.5,7356.0,1144892.0,1316.0,29075.0,28910.0,117583.0,120.0,1141.0,44,2017
11,2017-11-01,3400891225037,2027.0,521.0,11,9.0,7356.0,1144892.0,1316.0,10680.0,10353.333333333334,117583.0,120.0,1141.0,44,2017
9,2017-11-01,3400892203645,2027.0,521.0,11,10.0,7356.0,1144892.0,1316.0,5785.0,5743.333333333333,117583.0,120.0,1141.0,44,2017
15,2017-11-01,3400893022634,2027.0,521.0,11,2.0,7356.0,1144892.0,1316.0,2930.0,3310.0,117583.0,120.0,1141.0,44,2017
2,2017-11-01,3400893826706,2027.0,521.0,11,8.0,7356.0,1144892.0,1316.0,8065.0,7839.0,117583.0,120.0,1141.0,44,2017
1,2017-11-01,3400890837149,2027.0,521.0,11,5.0,7356.0,1144892.0,1316.0,4590.0,4003.3333333333335,117583.0,120.0,1141.0,44,2017
3,2017-11-01,3400892729589,2027.0,521.0,11,9.0,7356.0,1144892.0,1316.0,7140.0,6883.333333333333,117583.0,120.0,1141.0,44,2017
11,2017-12-01,3400891225037,2027.0,521.0,12,10.0,7356.0,1144892.0,1316.0,9430.0,10063.333333333334,117583.0,120.0,1141.0,48,2017
16,2017-12-01,3400891191226,2027.0,521.0,12,12.0,7356.0,1144892.0,1316.0,6650.0,6726.666666666667,117583.0,120.0,1141.0,48,2017
2,2017-12-01,3400893826706,2027.0,521.0,12,8.0,7356.0,1144892.0,1316.0,7080.0,7888.333333333333,117583.0,120.0,1141.0,48,2017
4,2017-12-01,3400892088310,2027.0,521.0,12,8.0,7356.0,1144892.0,1316.0,3980.0,4520.666666666667,117583.0,120.0,1141.0,48,2017
6,2017-12-01,3400892745848,2027.0,521.0,12,1.0,7356.0,1144892.0,1316.0,530.0,503.3333333333333,117583.0,120.0,1141.0,48,2017
5,2017-12-01,3400892075761,2027.0,521.0,12,6.0,7356.0,1144892.0,1316.0,2350.0,2323.3333333333335,117583.0,120.0,1141.0,48,2017
14,2017-12-01,3400892761695,2027.0,521.0,12,13.0,7356.0,1144892.0,1316.0,28030.0,27448.333333333332,117583.0,120.0,1141.0,48,2017
18,2017-12-01,3400892508566,2027.0,521.0,12,4.0,7356.0,1144892.0,1316.0,5860.0,4833.333333333333,117583.0,120.0,1141.0,48,2017
12,2017-12-01,3400891996128,2027.0,521.0,12,33.0,7356.0,1144892.0,1316.0,102990.0,105846.66666666667,117583.0,120.0,1141.0,48,2017
3,2017-12-01,3400892052120,2027.0,521.0,12,2.0,7356.0,1144892.0,1316.0,1540.0,1486.6666666666667,117583.0,120.0,1141.0,48,2017
1,2017-12-01,3400890837149,2027.0,521.0,12,6.0,7356.0,1144892.0,1316.0,4410.0,4253.333333333333,117583.0,120.0,1141.0,48,2017
3,2017-12-01,3400892729589,2027.0,521.0,12,10.0,7356.0,1144892.0,1316.0,5720.0,6626.666666666667,117583.0,120.0,1141.0,48,2017
15,2017-12-01,3400893022634,2027.0,521.0,12,2.0,7356.0,1144892.0,1316.0,3730.0,3320.0,117583.0,120.0,1141.0,48,2017
14,2017-12-01,3400892761527,2027.0,521.0,12,20.0,7356.0,1144892.0,1316.0,29480.0,29598.333333333332,117583.0,120.0,1141.0,48,2017
10,2017-12-01,3400891235203,2027.0,521.0,12,1.0,7356.0,1144892.0,1316.0,900.0,660.0,117583.0,120.0,1141.0,48,2017
13,2017-12-01,3400892065366,2027.0,521.0,12,8.0,7356.0,1144892.0,1316.0,7150.0,7423.333333333333,117583.0,120.0,1141.0,48,2017
17,2017-12-01,3400892669236,2027.0,521.0,12,10.0,7356.0,1144892.0,1316.0,10026.0,9738.666666666666,117583.0,120.0,1141.0,48,2017
9,2017-12-01,3400892203645,2027.0,521.0,12,10.0,7356.0,1144892.0,1316.0,6195.0,5990.0,117583.0,120.0,1141.0,48,2017
7,2017-12-01,3400893736135,2027.0,521.0,12,5.0,7356.0,1144892.0,1316.0,4070.0,4523.333333333333,117583.0,120.0,1141.0,48,2017
12,2017-12-01,3400893875490,2027.0,521.0,12,18.0,7356.0,1144892.0,1316.0,13609.0,14323.666666666666,117583.0,120.0,1141.0,48,2017
8,2017-12-01,3400892697789,2027.0,521.0,12,2.0,7356.0,1144892.0,1316.0,980.0,1556.6666666666667,117583.0,120.0,1141.0,48,2017
12,2018-01-01,3400893875490,2008.0,517.0,1,18.0,7439.0,1159220.0,1322.0,15816.0,14500.333333333334,115376.0,118.0,1183.0,1,2018
1,2018-01-01,3400890837149,2008.0,517.0,1,6.0,7439.0,1159220.0,1322.0,4560.0,4520.0,115376.0,118.0,1183.0,1,2018
17,2018-01-01,3400892669236,2008.0,517.0,1,11.0,7439.0,1159220.0,1322.0,10484.0,10091.666666666666,115376.0,118.0,1183.0,1,2018
9,2018-01-01,3400892203645,2008.0,517.0,1,10.0,7439.0,1159220.0,1322.0,7195.0,6391.666666666667,115376.0,118.0,1183.0,1,2018
16,2018-01-01,3400891191226,2008.0,517.0,1,12.0,7439.0,1159220.0,1322.0,6300.0,6823.333333333333,115376.0,118.0,1183.0,1,2018
3,2018-01-01,3400892729589,2008.0,517.0,1,8.0,7439.0,1159220.0,1322.0,6870.0,6576.666666666667,115376.0,118.0,1183.0,1,2018
13,2018-01-01,3400892065366,2008.0,517.0,1,7.0,7439.0,1159220.0,1322.0,7369.0,7293.0,115376.0,118.0,1183.0,1,2018
6,2018-01-01,3400892745848,2008.0,517.0,1,1.0,7439.0,1159220.0,1322.0,510.0,546.6666666666666,115376.0,118.0,1183.0,1,2018
15,2018-01-01,3400893022634,2008.0,517.0,1,2.0,7439.0,1159220.0,1322.0,3600.0,3420.0,115376.0,118.0,1183.0,1,2018
5,2018-01-01,3400892075761,2008.0,517.0,1,5.0,7439.0,1159220.0,1322.0,2510.0,2270.0,115376.0,118.0,1183.0,1,2018
8,2018-01-01,3400892697789,2008.0,517.0,1,3.0,7439.0,1159220.0,1322.0,1640.0,1450.0,115376.0,118.0,1183.0,1,2018
3,2018-01-01,3400892052120,2008.0,517.0,1,2.0,7439.0,1159220.0,1322.0,1480.0,1556.6666666666667,115376.0,118.0,1183.0,1,2018
14,2018-01-01,3400892761527,2008.0,517.0,1,21.0,7439.0,1159220.0,1322.0,30545.0,29700.0,115376.0,118.0,1183.0,1,2018
11,2018-01-01,3400891225037,2008.0,517.0,1,10.0,7439.0,1159220.0,1322.0,12510.0,10873.333333333334,115376.0,118.0,1183.0,1,2018
4,2018-01-01,3400892088310,2008.0,517.0,1,6.0,7439.0,1159220.0,1322.0,4537.0,4469.0,115376.0,118.0,1183.0,1,2018
18,2018-01-01,3400892508566,2008.0,517.0,1,4.0,7439.0,1159220.0,1322.0,6590.0,5546.666666666667,115376.0,118.0,1183.0,1,2018
12,2018-01-01,3400891996128,2008.0,517.0,1,32.0,7439.0,1159220.0,1322.0,110430.0,104936.66666666667,115376.0,118.0,1183.0,1,2018
10,2018-01-01,3400891235203,2008.0,517.0,1,1.0,7439.0,1159220.0,1322.0,1150.0,726.6666666666666,115376.0,118.0,1183.0,1,2018
14,2018-01-01,3400892761695,2008.0,517.0,1,12.0,7439.0,1159220.0,1322.0,24919.0,26363.0,115376.0,118.0,1183.0,1,2018
2,2018-01-01,3400893826706,2008.0,517.0,1,8.0,7439.0,1159220.0,1322.0,6810.0,7318.333333333333,115376.0,118.0,1183.0,1,2018
7,2018-01-01,3400893736135,2008.0,517.0,1,5.0,7439.0,1159220.0,1322.0,4340.0,4373.333333333333,115376.0,118.0,1183.0,1,2018
15,2018-02-01,3400893022634,2008.0,517.0,2,2.0,7439.0,1159220.0,1322.0,3200.0,3510.0,115376.0,118.0,1183.0,5,2018
10,2018-02-01,3400891235203,2008.0,517.0,2,1.0,7439.0,1159220.0,1322.0,880.0,976.6666666666666,115376.0,118.0,1183.0,5,2018
8,2018-02-01,3400892697789,2008.0,517.0,2,2.0,7439.0,1159220.0,1322.0,1150.0,1256.6666666666667,115376.0,118.0,1183.0,5,2018
1,2018-02-01,3400890837149,2008.0,517.0,2,6.0,7439.0,1159220.0,1322.0,3700.0,4223.333333333333,115376.0,118.0,1183.0,5,2018
3,2018-02-01,3400892052120,2008.0,517.0,2,4.0,7439.0,1159220.0,1322.0,1450.0,1490.0,115376.0,118.0,1183.0,5,2018
12,2018-02-01,3400891996128,2008.0,517.0,2,34.0,7439.0,1159220.0,1322.0,102000.0,105140.0,115376.0,118.0,1183.0,5,2018
14,2018-02-01,3400892761695,2008.0,517.0,2,12.0,7439.0,1159220.0,1322.0,25265.0,26071.333333333332,115376.0,118.0,1183.0,5,2018
12,2018-02-01,3400893875490,2008.0,517.0,2,17.0,7439.0,1159220.0,1322.0,12296.0,13907.0,115376.0,118.0,1183.0,5,2018
14,2018-02-01,3400892761527,2008.0,517.0,2,22.0,7439.0,1159220.0,1322.0,28550.0,29525.0,115376.0,118.0,1183.0,5,2018
17,2018-02-01,3400892669236,2008.0,517.0,2,10.0,7439.0,1159220.0,1322.0,9662.0,10057.333333333334,115376.0,118.0,1183.0,5,2018
18,2018-02-01,3400892508566,2008.0,517.0,2,3.0,7439.0,1159220.0,1322.0,4460.0,5636.666666666667,115376.0,118.0,1183.0,5,2018
9,2018-02-01,3400892203645,2008.0,517.0,2,9.5,7439.0,1159220.0,1322.0,4190.0,5860.0,115376.0,118.0,1183.0,5,2018
4,2018-02-01,3400892088310,2008.0,517.0,2,6.5,7439.0,1159220.0,1322.0,4480.0,4332.333333333333,115376.0,118.0,1183.0,5,2018
6,2018-02-01,3400892745848,2008.0,517.0,2,2.0,7439.0,1159220.0,1322.0,500.0,513.3333333333334,115376.0,118.0,1183.0,5,2018
7,2018-02-01,3400893736135,2008.0,517.0,2,7.0,7439.0,1159220.0,1322.0,4650.0,4353.333333333333,115376.0,118.0,1183.0,5,2018
2,2018-02-01,3400893826706,2008.0,517.0,2,8.0,7439.0,1159220.0,1322.0,6540.0,6810.0,115376.0,118.0,1183.0,5,2018
11,2018-02-01,3400891225037,2008.0,517.0,2,9.0,7439.0,1159220.0,1322.0,8830.0,10256.666666666666,115376.0,118.0,1183.0,5,2018
5,2018-02-01,3400892075761,2008.0,517.0,2,6.0,7439.0,1159220.0,1322.0,2170.0,2343.3333333333335,115376.0,118.0,1183.0,5,2018
13,2018-02-01,3400892065366,2008.0,517.0,2,9.0,7439.0,1159220.0,1322.0,7330.0,7283.0,115376.0,118.0,1183.0,5,2018
3,2018-02-01,3400892729589,2008.0,517.0,2,8.5,7439.0,1159220.0,1322.0,6280.0,6290.0,115376.0,118.0,1183.0,5,2018
16,2018-02-01,3400891191226,2008.0,517.0,2,12.0,7439.0,1159220.0,1322.0,6440.0,6463.333333333333,115376.0,118.0,1183.0,5,2018
8,2018-03-01,3400892697789,2008.0,517.0,3,2.0,7439.0,1159220.0,1322.0,1680.0,1490.0,115376.0,118.0,1183.0,9,2018
14,2018-03-01,3400892761695,2008.0,517.0,3,11.0,7439.0,1159220.0,1322.0,27705.0,25963.0,115376.0,118.0,1183.0,9,2018
2,2018-03-01,3400893826706,2008.0,517.0,3,6.0,7439.0,1159220.0,1322.0,7105.0,6818.333333333333,115376.0,118.0,1183.0,9,2018
17,2018-03-01,3400892669236,2008.0,517.0,3,13.0,7439.0,1159220.0,1322.0,9680.0,9942.0,115376.0,118.0,1183.0,9,2018
12,2018-03-01,3400893875490,2008.0,517.0,3,16.0,7439.0,1159220.0,1322.0,14862.0,14324.666666666666,115376.0,118.0,1183.0,9,2018
7,2018-03-01,3400893736135,2008.0,517.0,3,7.0,7439.0,1159220.0,1322.0,4390.0,4460.0,115376.0,118.0,1183.0,9,2018
6,2018-03-01,3400892745848,2008.0,517.0,3,1.0,7439.0,1159220.0,1322.0,600.0,536.6666666666666,115376.0,118.0,1183.0,9,2018
15,2018-03-01,3400893022634,2008.0,517.0,3,1.0,7439.0,1159220.0,1322.0,3500.0,3433.3333333333335,115376.0,118.0,1183.0,9,2018
3,2018-03-01,3400892729589,2008.0,517.0,3,9.0,7439.0,1159220.0,1322.0,6640.0,6596.666666666667,115376.0,118.0,1183.0,9,2018
14,2018-03-01,3400892761527,2008.0,517.0,3,21.0,7439.0,1159220.0,1322.0,30980.0,30025.0,115376.0,118.0,1183.0,9,2018
18,2018-03-01,3400892508566,2008.0,517.0,3,3.0,7439.0,1159220.0,1322.0,4030.0,5026.666666666667,115376.0,118.0,1183.0,9,2018
3,2018-03-01,3400892052120,2008.0,517.0,3,3.0,7439.0,1159220.0,1322.0,1680.0,1536.6666666666667,115376.0,118.0,1183.0,9,2018
16,2018-03-01,3400891191226,2008.0,517.0,3,15.0,7439.0,1159220.0,1322.0,7140.0,6626.666666666667,115376.0,118.0,1183.0,9,2018
12,2018-03-01,3400891996128,2008.0,517.0,3,33.0,7439.0,1159220.0,1322.0,110030.0,107486.66666666667,115376.0,118.0,1183.0,9,2018
4,2018-03-01,3400892088310,2008.0,517.0,3,6.0,7439.0,1159220.0,1322.0,4620.0,4545.666666666667,115376.0,118.0,1183.0,9,2018
13,2018-03-01,3400892065366,2008.0,517.0,3,8.0,7439.0,1159220.0,1322.0,6880.0,7193.0,115376.0,118.0,1183.0,9,2018
10,2018-03-01,3400891235203,2008.0,517.0,3,1.0,7439.0,1159220.0,1322.0,1440.0,1156.6666666666667,115376.0,118.0,1183.0,9,2018
11,2018-03-01,3400891225037,2008.0,517.0,3,10.0,7439.0,1159220.0,1322.0,10200.0,10513.333333333334,115376.0,118.0,1183.0,9,2018
1,2018-03-01,3400890837149,2008.0,517.0,3,6.0,7439.0,1159220.0,1322.0,3540.0,3933.3333333333335,115376.0,118.0,1183.0,9,2018
9,2018-03-01,3400892203645,2008.0,517.0,3,8.0,7439.0,1159220.0,1322.0,5720.0,5701.666666666667,115376.0,118.0,1183.0,9,2018
5,2018-03-01,3400892075761,2008.0,517.0,3,7.0,7439.0,1159220.0,1322.0,2890.0,2523.3333333333335,115376.0,118.0,1183.0,9,2018
16,2018-04-01,3400891191226,2008.0,517.0,4,16.5,7439.0,1159220.0,1322.0,5678.0,6419.333333333333,115376.0,118.0,1183.0,13,2018
4,2018-04-01,3400892088310,2008.0,517.0,4,5.0,7439.0,1159220.0,1322.0,4025.0,4375.0,115376.0,118.0,1183.0,13,2018
8,2018-04-01,3400892697789,2008.0,517.0,4,3.0,7439.0,1159220.0,1322.0,2200.0,1676.6666666666667,115376.0,118.0,1183.0,13,2018
7,2018-04-01,3400893736135,2008.0,517.0,4,7.0,7439.0,1159220.0,1322.0,4770.0,4603.333333333333,115376.0,118.0,1183.0,13,2018
11,2018-04-01,3400891225037,2008.0,517.0,4,10.5,7439.0,1159220.0,1322.0,10630.0,9886.666666666666,115376.0,118.0,1183.0,13,2018
3,2018-04-01,3400892729589,2008.0,517.0,4,9.0,7439.0,1159220.0,1322.0,6160.0,6360.0,115376.0,118.0,1183.0,13,2018
5,2018-04-01,3400892075761,2008.0,517.0,4,7.0,7439.0,1159220.0,1322.0,2950.0,2670.0,115376.0,118.0,1183.0,13,2018
15,2018-04-01,3400893022634,2008.0,517.0,4,2.0,7439.0,1159220.0,1322.0,2900.0,3200.0,115376.0,118.0,1183.0,13,2018
10,2018-04-01,3400891235203,2008.0,517.0,4,1.0,7439.0,1159220.0,1322.0,960.0,1093.3333333333333,115376.0,118.0,1183.0,13,2018
13,2018-04-01,3400892065366,2008.0,517.0,4,9.0,7439.0,1159220.0,1322.0,7800.0,7336.666666666667,115376.0,118.0,1183.0,13,2018
6,2018-04-01,3400892745848,2008.0,517.0,4,1.0,7439.0,1159220.0,1322.0,500.0,533.3333333333334,115376.0,118.0,1183.0,13,2018
14,2018-04-01,3400892761695,2008.0,517.0,4,12.0,7439.0,1159220.0,1322.0,23890.0,25620.0,115376.0,118.0,1183.0,13,2018
12,2018-04-01,3400891996128,2008.0,517.0,4,33.0,7439.0,1159220.0,1322.0,104490.0,105506.66666666667,115376.0,118.0,1183.0,13,2018
14,2018-04-01,3400892761527,2008.0,517.0,4,20.0,7439.0,1159220.0,1322.0,29390.0,29640.0,115376.0,118.0,1183.0,13,2018
3,2018-04-01,3400892052120,2008.0,517.0,4,3.5,7439.0,1159220.0,1322.0,1650.0,1593.3333333333333,115376.0,118.0,1183.0,13,2018
2,2018-04-01,3400893826706,2008.0,517.0,4,5.5,7439.0,1159220.0,1322.0,5570.0,6405.0,115376.0,118.0,1183.0,13,2018
18,2018-04-01,3400892508566,2008.0,517.0,4,3.0,7439.0,1159220.0,1322.0,3990.0,4160.0,115376.0,118.0,1183.0,13,2018
1,2018-04-01,3400890837149,2008.0,517.0,4,5.5,7439.0,1159220.0,1322.0,3830.0,3690.0,115376.0,118.0,1183.0,13,2018
17,2018-04-01,3400892669236,2008.0,517.0,4,12.0,7439.0,1159220.0,1322.0,11200.0,10180.666666666666,115376.0,118.0,1183.0,13,2018
9,2018-04-01,3400892203645,2008.0,517.0,4,9.5,7439.0,1159220.0,1322.0,5355.0,5088.333333333333,115376.0,118.0,1183.0,13,2018
12,2018-04-01,3400893875490,2008.0,517.0,4,18.0,7439.0,1159220.0,1322.0,13477.0,13545.0,115376.0,118.0,1183.0,13,2018
12,2018-05-01,3400893875490,2008.0,517.0,5,18.0,7439.0,1159220.0,1322.0,13303.0,13880.666666666666,115376.0,118.0,1183.0,18,2018
8,2018-05-01,3400892697789,2008.0,517.0,5,3.0,7439.0,1159220.0,1322.0,1780.0,1886.6666666666667,115376.0,118.0,1183.0,18,2018
10,2018-05-01,3400891235203,2008.0,517.0,5,1.0,7439.0,1159220.0,1322.0,150.0,850.0,115376.0,118.0,1183.0,18,2018
4,2018-05-01,3400892088310,2008.0,517.0,5,7.0,7439.0,1159220.0,1322.0,4285.0,4310.0,115376.0,118.0,1183.0,18,2018
7,2018-05-01,3400893736135,2008.0,517.0,5,9.0,7439.0,1159220.0,1322.0,5610.0,4923.333333333333,115376.0,118.0,1183.0,18,2018
5,2018-05-01,3400892075761,2008.0,517.0,5,7.0,7439.0,1159220.0,1322.0,2470.0,2770.0,115376.0,118.0,1183.0,18,2018
13,2018-05-01,3400892065366,2008.0,517.0,5,10.0,7439.0,1159220.0,1322.0,7760.0,7480.0,115376.0,118.0,1183.0,18,2018
6,2018-05-01,3400892745848,2008.0,517.0,5,1.0,7439.0,1159220.0,1322.0,480.0,526.6666666666666,115376.0,118.0,1183.0,18,2018
3,2018-05-01,3400892729589,2008.0,517.0,5,11.0,7439.0,1159220.0,1322.0,6880.0,6560.0,115376.0,118.0,1183.0,18,2018
14,2018-05-01,3400892761695,2008.0,517.0,5,13.0,7439.0,1159220.0,1322.0,27255.0,26283.333333333332,115376.0,118.0,1183.0,18,2018
17,2018-05-01,3400892669236,2008.0,517.0,5,14.0,7439.0,1159220.0,1322.0,12032.0,10970.666666666666,115376.0,118.0,1183.0,18,2018
1,2018-05-01,3400890837149,2008.0,517.0,5,6.0,7439.0,1159220.0,1322.0,4370.0,3913.3333333333335,115376.0,118.0,1183.0,18,2018
16,2018-05-01,3400891191226,2008.0,517.0,5,13.0,7439.0,1159220.0,1322.0,6940.0,6586.0,115376.0,118.0,1183.0,18,2018
9,2018-05-01,3400892203645,2008.0,517.0,5,9.0,7439.0,1159220.0,1322.0,5585.0,5553.333333333333,115376.0,118.0,1183.0,18,2018
2,2018-05-01,3400893826706,2008.0,517.0,5,8.0,7439.0,1159220.0,1322.0,6935.0,6536.666666666667,115376.0,118.0,1183.0,18,2018
11,2018-05-01,3400891225037,2008.0,517.0,5,12.0,7439.0,1159220.0,1322.0,9640.0,10156.666666666666,115376.0,118.0,1183.0,18,2018
14,2018-05-01,3400892761527,2008.0,517.0,5,19.0,7439.0,1159220.0,1322.0,26534.0,28968.0,115376.0,118.0,1183.0,18,2018
18,2018-05-01,3400892508566,2008.0,517.0,5,3.0,7439.0,1159220.0,1322.0,6080.0,4700.0,115376.0,118.0,1183.0,18,2018
3,2018-05-01,3400892052120,2008.0,517.0,5,3.0,7439.0,1159220.0,1322.0,1020.0,1450.0,115376.0,118.0,1183.0,18,2018
12,2018-05-01,3400891996128,2008.0,517.0,5,29.0,7439.0,1159220.0,1322.0,97230.0,103916.66666666667,115376.0,118.0,1183.0,18,2018
15,2018-05-01,3400893022634,2008.0,517.0,5,2.0,7439.0,1159220.0,1322.0,4090.0,3496.6666666666665,115376.0,118.0,1183.0,18,2018
3,2018-06-01,3400892729589,2008.0,517.0,6,11.0,7439.0,1159220.0,1322.0,6950.0,6663.333333333333,115376.0,118.0,1183.0,22,2018
15,2018-06-01,3400893022634,2008.0,517.0,6,1.0,7439.0,1159220.0,1322.0,3196.0,3395.3333333333335,115376.0,118.0,1183.0,22,2018
1,2018-06-01,3400890837149,2008.0,517.0,6,6.0,7439.0,1159220.0,1322.0,4190.0,4130.0,115376.0,118.0,1183.0,22,2018
13,2018-06-01,3400892065366,2008.0,517.0,6,9.5,7439.0,1159220.0,1322.0,7150.0,7570.0,115376.0,118.0,1183.0,22,2018
10,2018-06-01,3400891235203,2008.0,517.0,6,1.0,7439.0,1159220.0,1322.0,660.0,590.0,115376.0,118.0,1183.0,22,2018
14,2018-06-01,3400892761695,2008.0,517.0,6,13.5,7439.0,1159220.0,1322.0,25010.0,25385.0,115376.0,118.0,1183.0,22,2018
6,2018-06-01,3400892745848,2008.0,517.0,6,1.5,7439.0,1159220.0,1322.0,640.0,540.0,115376.0,118.0,1183.0,22,2018
18,2018-06-01,3400892508566,2008.0,517.0,6,4.0,7439.0,1159220.0,1322.0,5030.0,5033.333333333333,115376.0,118.0,1183.0,22,2018
12,2018-06-01,3400891996128,2008.0,517.0,6,30.0,7439.0,1159220.0,1322.0,96090.0,99270.0,115376.0,118.0,1183.0,22,2018
14,2018-06-01,3400892761527,2008.0,517.0,6,21.5,7439.0,1159220.0,1322.0,30920.0,28948.0,115376.0,118.0,1183.0,22,2018
3,2018-06-01,3400892052120,2008.0,517.0,6,2.0,7439.0,1159220.0,1322.0,870.0,1180.0,115376.0,118.0,1183.0,22,2018
12,2018-06-01,3400893875490,2008.0,517.0,6,17.5,7439.0,1159220.0,1322.0,13593.0,13457.666666666666,115376.0,118.0,1183.0,22,2018
5,2018-06-01,3400892075761,2008.0,517.0,6,7.0,7439.0,1159220.0,1322.0,2470.0,2630.0,115376.0,118.0,1183.0,22,2018
17,2018-06-01,3400892669236,2008.0,517.0,6,11.0,7439.0,1159220.0,1322.0,9708.0,10980.0,115376.0,118.0,1183.0,22,2018
11,2018-06-01,3400891225037,2008.0,517.0,6,10.0,7439.0,1159220.0,1322.0,10680.0,10316.666666666666,115376.0,118.0,1183.0,22,2018
4,2018-06-01,3400892088310,2008.0,517.0,6,5.0,7439.0,1159220.0,1322.0,3615.0,3975.0,115376.0,118.0,1183.0,22,2018
7,2018-06-01,3400893736135,2008.0,517.0,6,6.0,7439.0,1159220.0,1322.0,4715.0,5031.666666666667,115376.0,118.0,1183.0,22,2018
8,2018-06-01,3400892697789,2008.0,517.0,6,2.0,7439.0,1159220.0,1322.0,1350.0,1776.6666666666667,115376.0,118.0,1183.0,22,2018
16,2018-06-01,3400891191226,2008.0,517.0,6,13.0,7439.0,1159220.0,1322.0,5780.0,6132.666666666667,115376.0,118.0,1183.0,22,2018
9,2018-06-01,3400892203645,2008.0,517.0,6,9.0,7439.0,1159220.0,1322.0,5560.0,5500.0,115376.0,118.0,1183.0,22,2018
2,2018-06-01,3400893826706,2008.0,517.0,6,6.0,7439.0,1159220.0,1322.0,6415.0,6306.666666666667,115376.0,118.0,1183.0,22,2018
12,2018-07-01,3400891996128,2008.0,517.0,7,27.0,7439.0,1159220.0,1322.0,102810.0,98710.0,115376.0,118.0,1183.0,26,2018
16,2018-07-01,3400891191226,2008.0,517.0,7,14.0,7439.0,1159220.0,1322.0,6430.0,6383.333333333333,115376.0,118.0,1183.0,26,2018
2,2018-07-01,3400893826706,2008.0,517.0,7,7.0,7439.0,1159220.0,1322.0,7950.0,7100.0,115376.0,118.0,1183.0,26,2018
6,2018-07-01,3400892745848,2008.0,517.0,7,1.0,7439.0,1159220.0,1322.0,400.0,506.6666666666667,115376.0,118.0,1183.0,26,2018
3,2018-07-01,3400892052120,2008.0,517.0,7,3.0,7439.0,1159220.0,1322.0,1410.0,1100.0,115376.0,118.0,1183.0,26,2018
12,2018-07-01,3400893875490,2008.0,517.0,7,18.0,7439.0,1159220.0,1322.0,14785.0,13893.666666666666,115376.0,118.0,1183.0,26,2018
4,2018-07-01,3400892088310,2008.0,517.0,7,5.0,7439.0,1159220.0,1322.0,4390.0,4096.666666666667,115376.0,118.0,1183.0,26,2018
17,2018-07-01,3400892669236,2008.0,517.0,7,11.0,7439.0,1159220.0,1322.0,10770.0,10836.666666666666,115376.0,118.0,1183.0,26,2018
14,2018-07-01,3400892761695,2008.0,517.0,7,12.0,7439.0,1159220.0,1322.0,27100.0,26455.0,115376.0,118.0,1183.0,26,2018
10,2018-07-01,3400891235203,2008.0,517.0,7,1.0,7439.0,1159220.0,1322.0,900.0,570.0,115376.0,118.0,1183.0,26,2018
14,2018-07-01,3400892761527,2008.0,517.0,7,20.0,7439.0,1159220.0,1322.0,28415.0,28623.0,115376.0,118.0,1183.0,26,2018
18,2018-07-01,3400892508566,2008.0,517.0,7,4.0,7439.0,1159220.0,1322.0,5170.0,5426.666666666667,115376.0,118.0,1183.0,26,2018
13,2018-07-01,3400892065366,2008.0,517.0,7,7.0,7439.0,1159220.0,1322.0,7450.0,7453.333333333333,115376.0,118.0,1183.0,26,2018
8,2018-07-01,3400892697789,2008.0,517.0,7,2.0,7439.0,1159220.0,1322.0,1690.0,1606.6666666666667,115376.0,118.0,1183.0,26,2018
11,2018-07-01,3400891225037,2008.0,517.0,7,10.0,7439.0,1159220.0,1322.0,12930.0,11083.333333333334,115376.0,118.0,1183.0,26,2018
1,2018-07-01,3400890837149,2008.0,517.0,7,6.0,7439.0,1159220.0,1322.0,4540.0,4366.666666666667,115376.0,118.0,1183.0,26,2018
7,2018-07-01,3400893736135,2008.0,517.0,7,6.0,7439.0,1159220.0,1322.0,5045.0,5123.333333333333,115376.0,118.0,1183.0,26,2018
5,2018-07-01,3400892075761,2008.0,517.0,7,6.0,7439.0,1159220.0,1322.0,2450.0,2463.3333333333335,115376.0,118.0,1183.0,26,2018
15,2018-07-01,3400893022634,2008.0,517.0,7,1.0,7439.0,1159220.0,1322.0,3964.0,3750.0,115376.0,118.0,1183.0,26,2018
9,2018-07-01,3400892203645,2008.0,517.0,7,8.0,7439.0,1159220.0,1322.0,5045.0,5396.666666666667,115376.0,118.0,1183.0,26,2018
3,2018-07-01,3400892729589,2008.0,517.0,7,9.0,7439.0,1159220.0,1322.0,6250.0,6693.333333333333,115376.0,118.0,1183.0,26,2018
9,2018-08-01,3400892203645,2008.0,517.0,8,8.0,7439.0,1159220.0,1322.0,4710.0,5105.0,115376.0,118.0,1183.0,31,2018
