HOSPI_CODE_UCD,LIT_HC,LIT_HP,N_UFS,PN_MEDICAL,POPULATION,P_MEDICAL,QUANTITY,QUANTITY_MA,SEJ_MCO,SEJ_PSY,SEJ_SSR,YEAR,MONTH_1.0,MONTH_2.0,MONTH_3.0,MONTH_4.0,MONTH_5.0,MONTH_6.0,MONTH_7.0,MONTH_8.0,MONTH_9.0,MONTH_10.0,MONTH_11.0,MONTH_12.0,UCD_3400890837149,UCD_3400891191226,UCD_3400891225037,UCD_3400891235203,UCD_3400891996128,UCD_3400892052120,UCD_3400892065366,UCD_3400892075761,UCD_3400892088310,UCD_3400892203645,UCD_3400892508566,UCD_3400892669236,UCD_3400892697789,UCD_3400892729589,UCD_3400892745848,UCD_3400892761527,UCD_3400892761695,UCD_3400893022634,UCD_3400893736135,UCD_3400893826706,UCD_3400893875490
3400891996128,1157.0,187.0,29.0,5001.0,539067.0,714.0,61410.0,0.1599618689510166,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892075761,1157.0,187.0,5.0,5001.0,539067.0,714.0,2030.0,0.16967424144003598,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892729589,1157.0,187.0,7.0,5001.0,539067.0,714.0,3998.0,0.1643279669451448,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3400891225037,1157.0,187.0,11.5,5001.0,539067.0,714.0,12932.0,0.148133838827699,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400893875490,1157.0,187.0,13.5,5001.0,539067.0,714.0,8194.0,0.17925801815983883,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3400891191226,1157.0,187.0,5.5,5001.0,539067.0,714.0,2430.0,0.16939130911448494,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400890837149,1157.0,187.0,4.0,5001.0,539067.0,714.0,2010.0,0.14680860338940263,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892088310,1157.0,187.0,6.0,5001.0,539067.0,714.0,2631.0,0.16016473878832982,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3400891191226,1157.0,187.0,5.0,5001.0,539067.0,714.0,2780.0,0.17296685125938174,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892745848,1157.0,187.0,5.0,5001.0,539067.0,714.0,2590.0,0.1340752669835577,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3400892052120,1157.0,187.0,3.0,5001.0,539067.0,714.0,1450.0,0.17156672264620063,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892697789,1157.0,187.0,2.0,5001.0,539067.0,714.0,1080.0,0.1563156091130227,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3400893736135,1157.0,187.0,5.5,5001.0,539067.0,714.0,4580.0,0.1869533507950622,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3400892669236,1157.0,187.0,21.0,5001.0,539067.0,714.0,7495.0,0.1576780909562214,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3400892761695,1157.0,187.0,13.0,5001.0,539067.0,714.0,15800.0,0.17755345260831049,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3400891225037,1157.0,187.0,8.0,5001.0,539067.0,714.0,13230.0,0.14368608726413937,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400893022634,1157.0,187.0,8.0,5001.0,539067.0,714.0,4371.0,0.14735973021504242,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3400892075761,1157.0,187.0,5.0,5001.0,539067.0,714.0,1980.0,0.15959983335453384,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892761527,1157.0,187.0,10.0,5001.0,539067.0,714.0,11755.0,0.16905326323349135,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3400893875490,1157.0,187.0,12.0,5001.0,539067.0,714.0,8239.0,0.17074597007210657,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3400892065366,1157.0,187.0,9.0,5001.0,539067.0,714.0,4845.0,0.12359678754209655,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400891996128,1157.0,187.0,20.5,5001.0,539067.0,714.0,59700.0,0.15380852286158617,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400891235203,1157.0,187.0,4.0,5001.0,539067.0,714.0,1410.0,0.16504702928144355,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400893826706,1157.0,187.0,5.5,5001.0,539067.0,714.0,1743.0,0.15572670770336805,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3400892203645,1157.0,187.0,5.5,5001.0,539067.0,714.0,3415.0,0.16161304207024374,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3400892729589,1157.0,187.0,5.0,5001.0,539067.0,714.0,4350.0,0.15994520033380583,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3400890837149,1157.0,187.0,6.0,5001.0,539067.0,714.0,2150.0,0.14441261728067353,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400890837149,1157.0,187.0,5.0,5001.0,539067.0,714.0,2510.0,0.14528388495657502,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400893736135,1157.0,187.0,6.0,5001.0,539067.0,714.0,4251.0,0.18975448135661585,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3400892697789,1157.0,187.0,2.0,5001.0,539067.0,714.0,820.0,0.18162385058846447,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3400891996128,1157.0,187.0,27.0,5001.0,539067.0,714.0,65220.0,0.1560785429953129,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892203645,1157.0,187.0,5.0,5001.0,539067.0,714.0,3415.0,0.1630130467660336,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3400892745848,1157.0,187.0,9.0,5001.0,539067.0,714.0,3160.0,0.125857259699662,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3400892075761,1157.0,187.0,5.0,5001.0,539067.0,714.0,1970.0,0.15853936934553362,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3400891225037,1157.0,187.0,17.0,5001.0,539067.0,714.0,12260.0,0.13803837687810078,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400893022634,1157.0,187.0,10.0,5001.0,539067.0,714.0,5048.0,0.15127513834891934,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3400892761695,1157.0,187.0,14.0,5001.0,539067.0,714.0,13485.0,0.1664191232605997,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3400892088310,1157.0,187.0,8.0,5001.0,539067.0,714.0,2686.0,0.16012207938260647,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3400893875490,1157.0,187.0,14.0,5001.0,539067.0,714.0,9196.0,0.1703007653711869,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3400892761527,1157.0,187.0,11.0,5001.0,539067.0,714.0,10487.0,0.1631821494860196,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3400893826706,1157.0,187.0,5.0,5001.0,539067.0,714.0,1763.0,0.16386458752955751,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3400892729589,1157.0,187.0,9.0,5001.0,539067.0,714.0,4560.0,0.1663904453504808,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3400891235203,1157.0,187.0,4.0,5001.0,539067.0,714.0,1420.0,0.16590664922561774,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892065366,1157.0,187.0,11.0,5001.0,539067.0,714.0,5232.0,0.12459285508273084,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400891191226,1157.0,187.0,7.0,5001.0,539067.0,714.0,2620.0,0.17497809371588618,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892052120,1157.0,187.0,5.0,5001.0,539067.0,714.0,1630.0,0.1698510554197386,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892669236,1157.0,187.0,24.0,5001.0,539067.0,714.0,7739.0,0.15769200720801577,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3400892203645,1157.0,187.0,6.0,5001.0,539067.0,714.0,3930.0,0.18830063158373822,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3400892669236,1157.0,187.0,17.0,5001.0,539067.0,714.0,7773.0,0.1600856025166491,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3400893875490,1157.0,187.0,11.0,5001.0,539067.0,714.0,8434.0,0.17189552847895875,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3400892761695,1157.0,187.0,14.0,5001.0,539067.0,714.0,15780.0,0.167815569249025,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3400891225037,1157.0,187.0,13.0,5001.0,539067.0,714.0,14840.0,0.14489323146878882,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892052120,1157.0,187.0,4.0,5001.0,539067.0,714.0,1570.0,0.15955705206096657,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892761527,1157.0,187.0,11.0,5001.0,539067.0,714.0,13503.0,0.1681594238007833,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3400892745848,1157.0,187.0,8.0,5001.0,539067.0,714.0,4130.0,0.150359096231277,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3400893736135,1157.0,187.0,6.5,5001.0,539067.0,714.0,3730.0,0.18518421570355464,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3400892065366,1157.0,187.0,7.5,5001.0,539067.0,714.0,4988.0,0.12716743643776018,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400893022634,1157.0,187.0,4.0,5001.0,539067.0,714.0,4343.0,0.15093514492552945,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3400892075761,1157.0,187.0,4.0,5001.0,539067.0,714.0,2480.0,0.17046958944678614,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892697789,1157.0,187.0,2.0,5001.0,539067.0,714.0,1130.0,0.2255410931487899,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3400892088310,1157.0,187.0,5.0,5001.0,539067.0,714.0,2612.0,0.169123213990234,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3400891191226,1157.0,187.0,4.5,5001.0,539067.0,714.0,2660.0,0.1801179355491753,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400891235203,1157.0,187.0,3.0,5001.0,539067.0,714.0,1770.0,0.19771258716006257,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892729589,1157.0,187.0,5.0,5001.0,539067.0,714.0,3960.0,0.1659006067292135,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3400890837149,1157.0,187.0,5.0,5001.0,539067.0,714.0,2910.0,0.16488740766435878,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400891996128,1157.0,187.0,26.5,5001.0,539067.0,714.0,64440.0,0.15861660978689662,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400893826706,1157.0,187.0,6.0,5001.0,539067.0,714.0,1852.0,0.16030426510559964,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3400891235203,1157.0,187.0,4.0,5001.0,539067.0,714.0,1330.0,0.19427410738336584,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892669236,1157.0,187.0,14.0,5001.0,539067.0,714.0,6842.0,0.15554194630578408,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3400892065366,1157.0,187.0,6.0,5001.0,539067.0,714.0,5564.0,0.1332366954353539,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892203645,1157.0,187.0,4.5,5001.0,539067.0,714.0,2990.0,0.18086310663735453,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3400892052120,1157.0,187.0,3.0,5001.0,539067.0,714.0,1510.0,0.161615852732721,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892729589,1157.0,187.0,7.0,5001.0,539067.0,714.0,3780.0,0.15855302741020402,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3400893826706,1157.0,187.0,5.0,5001.0,539067.0,714.0,1711.0,0.1593468674789891,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3400892761527,1157.0,187.0,10.0,5001.0,539067.0,714.0,11484.0,0.16688452650465763,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3400892697789,1157.0,187.0,2.0,5001.0,539067.0,714.0,960.0,0.21660877262804573,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3400892761695,1157.0,187.0,14.0,5001.0,539067.0,714.0,15090.0,0.16517163151093983,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3400893022634,1157.0,187.0,7.0,5001.0,539067.0,714.0,3752.0,0.1441462439875188,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3400891191226,1157.0,187.0,5.0,5001.0,539067.0,714.0,2670.0,0.17765975032455877,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400891225037,1157.0,187.0,9.5,5001.0,539067.0,714.0,13200.0,0.14478545073623084,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400890837149,1157.0,187.0,3.0,5001.0,539067.0,714.0,2061.0,0.16294883708547792,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892075761,1157.0,187.0,4.0,5001.0,539067.0,714.0,2090.0,0.17338586547153675,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3400893875490,1157.0,187.0,11.5,5001.0,539067.0,714.0,8605.0,0.17432754221831084,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3400892088310,1157.0,187.0,7.5,5001.0,539067.0,714.0,2877.0,0.17437032089420645,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3400893736135,1157.0,187.0,7.0,5001.0,539067.0,714.0,3915.0,0.17538025873811688,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3400892745848,1157.0,187.0,7.0,5001.0,539067.0,714.0,3090.0,0.1579683622348841,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3400891996128,1157.0,187.0,24.5,5001.0,539067.0,714.0,55380.0,0.15499797990582675,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400891225037,1157.0,187.0,18.0,5001.0,539067.0,714.0,14840.0,0.15405459373621783,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892761527,1157.0,187.0,11.0,5001.0,539067.0,714.0,12083.0,0.17439277773940515,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3400892065366,1157.0,187.0,11.0,5001.0,539067.0,714.0,5948.0,0.13928063068191457,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400893826706,1157.0,187.0,5.5,5001.0,539067.0,714.0,1985.0,0.16598881351359962,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3400892761695,1157.0,187.0,14.0,5001.0,539067.0,714.0,14330.0,0.16831828980485808,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3400893875490,1157.0,187.0,13.0,5001.0,539067.0,714.0,8993.0,0.17297863842298716,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3400893022634,1157.0,187.0,4.5,5001.0,539067.0,714.0,5832.0,0.1527447873403465,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3400891996128,1157.0,187.0,23.0,5001.0,539067.0,714.0,62896.0,0.15305129105314008,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892669236,1157.0,187.0,14.0,5001.0,539067.0,714.0,8152.0,0.15841565230132354,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3400891235203,1157.0,187.0,6.0,5001.0,539067.0,714.0,1280.0,0.18825676777414654,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892745848,1157.0,187.0,10.0,5001.0,539067.0,714.0,3930.0,0.16968663188043911,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3400890837149,1157.0,187.0,3.0,5001.0,539067.0,714.0,3090.0,0.17558221838604965,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892203645,1157.0,187.0,5.0,5001.0,539067.0,714.0,3495.0,0.18226311133314438,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3400892075761,1157.0,187.0,5.0,5001.0,539067.0,714.0,1880.0,0.17099982145128625,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892697789,1157.0,187.0,1.0,5001.0,539067.0,714.0,240.0,0.17343589011111565,75420.0,1236.0,261.0,2017.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
