HOSPI_CODE_UCD,LIT_HC,LIT_HP,N_UFS,PN_MEDICAL,POPULATION,P_MEDICAL,QUANTITY,QUANTITY_MA,SEJ_HAD,SEJ_MCO,SEJ_PSY,SEJ_SLD,SEJ_SSR,YEAR,MONTH_1.0,MONTH_2.0,MONTH_3.0,MONTH_4.0,MONTH_5.0,MONTH_6.0,MONTH_7.0,MONTH_8.0,MONTH_9.0,MONTH_10.0,MONTH_11.0,MONTH_12.0,UCD_3400890837149,UCD_3400891191226,UCD_3400891225037,UCD_3400891235203,UCD_3400891996128,UCD_3400892052120,UCD_3400892065366,UCD_3400892075761,UCD_3400892088310,UCD_3400892203645,UCD_3400892508566,UCD_3400892669236,UCD_3400892697789,UCD_3400892729589,UCD_3400892745848,UCD_3400892761527,UCD_3400892761695,UCD_3400893022634,UCD_3400893736135,UCD_3400893826706,UCD_3400893875490
3400893022634,2063.0,521.0,1.0,7129.0,1107398.0,1158.0,3408.5,0.14080994377042177,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3400892065366,2063.0,521.0,7.0,7129.0,1107398.0,1158.0,6190.0,0.11121514387856968,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892088310,2063.0,521.0,6.0,7129.0,1107398.0,1158.0,5160.0,0.12590680243026955,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3400890837149,2063.0,521.0,3.0,7129.0,1107398.0,1158.0,2680.0,0.10340327686082754,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892745848,2063.0,521.0,1.0,7129.0,1107398.0,1158.0,310.0,0.07044861213456757,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3400892203645,2063.0,521.0,5.0,7129.0,1107398.0,1158.0,3300.0,0.0994758069992379,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3400892761527,2063.0,521.0,19.0,7129.0,1107398.0,1158.0,29500.0,0.12157114252395404,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3400892075761,2063.0,521.0,5.0,7129.0,1107398.0,1158.0,2670.0,0.12102342386887133,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3400891235203,2063.0,521.0,8.0,7129.0,1107398.0,1158.0,4100.0,0.10499466948250726,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400893826706,2063.0,521.0,3.5,7129.0,1107398.0,1158.0,7110.0,0.12107400044547968,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3400891191226,2063.0,521.0,9.0,7129.0,1107398.0,1158.0,5790.0,0.12267867902639609,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400891996128,2063.0,521.0,25.0,7129.0,1107398.0,1158.0,91590.0,0.11418128570008763,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892669236,2063.0,521.0,10.5,7129.0,1107398.0,1158.0,10266.0,0.12000986389621693,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3400891225037,2063.0,521.0,6.0,7129.0,1107398.0,1158.0,6160.0,0.06325609587655442,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892203645,2063.0,521.0,8.0,7129.0,1107398.0,1158.0,4420.0,0.10020414624123619,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3400892075761,2063.0,521.0,6.5,7129.0,1107398.0,1158.0,3150.0,0.128725607744584,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892052120,2063.0,521.0,5.0,7129.0,1107398.0,1158.0,2660.0,0.14338200810948432,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400893826706,2063.0,521.0,4.0,7129.0,1107398.0,1158.0,3950.0,0.1031371114905938,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3400891191226,2063.0,521.0,10.0,7129.0,1107398.0,1158.0,4380.0,0.11303332114993135,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400893875490,2063.0,521.0,17.0,7129.0,1107398.0,1158.0,12705.0,0.1154299264943501,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3400892088310,2063.0,521.0,6.0,7129.0,1107398.0,1158.0,5148.0,0.1275481166534695,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3400893736135,2063.0,521.0,7.0,7129.0,1107398.0,1158.0,5420.0,0.1261843092699756,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3400892745848,2063.0,521.0,1.0,7129.0,1107398.0,1158.0,160.0,0.06170009167341213,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3400891996128,2063.0,521.0,36.0,7129.0,1107398.0,1158.0,98170.0,0.11471696045588778,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400891235203,2063.0,521.0,10.0,7129.0,1107398.0,1158.0,5100.0,0.132080250885241,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892065366,2063.0,521.0,8.0,7129.0,1107398.0,1158.0,6370.0,0.1090247914634329,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892761695,2063.0,521.0,12.0,7129.0,1107398.0,1158.0,24470.0,0.11945883639761223,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3400892697789,2063.0,521.0,3.0,7129.0,1107398.0,1158.0,2470.0,0.11235086822461332,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3400892669236,2063.0,521.0,12.0,7129.0,1107398.0,1158.0,10458.0,0.12035225045328998,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3400892729589,2063.0,521.0,8.0,7129.0,1107398.0,1158.0,5350.0,0.11351556583695017,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3400892508566,2063.0,521.0,4.0,7129.0,1107398.0,1158.0,4610.0,0.11341372505005032,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3400890837149,2063.0,521.0,4.0,7129.0,1107398.0,1158.0,3060.0,0.1012886904219558,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892761527,2063.0,521.0,21.5,7129.0,1107398.0,1158.0,28804.0,0.12106611569263542,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3400892075761,2063.0,521.0,6.0,7129.0,1107398.0,1158.0,2180.0,0.12201479407069572,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892729589,2063.0,521.0,8.5,7129.0,1107398.0,1158.0,5380.0,0.10848577099969174,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3400891996128,2063.0,521.0,37.5,7129.0,1107398.0,1158.0,110270.0,0.11795852989557383,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892203645,2063.0,521.0,8.0,7129.0,1107398.0,1158.0,4500.0,0.09368742670756743,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3400892761527,2063.0,521.0,20.0,7129.0,1107398.0,1158.0,29070.0,0.12139261171838474,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3400891235203,2063.0,521.0,12.0,7129.0,1107398.0,1158.0,5160.0,0.1748085163789918,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892761695,2063.0,521.0,14.5,7129.0,1107398.0,1158.0,26395.0,0.11989950127430547,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3400891225037,2063.0,521.0,8.0,7129.0,1107398.0,1158.0,6540.0,0.08106024735466447,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892669236,2063.0,521.0,11.5,7129.0,1107398.0,1158.0,9727.0,0.11747620337387635,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3400893736135,2063.0,521.0,7.5,7129.0,1107398.0,1158.0,5820.0,0.131318146263829,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3400892508566,2063.0,521.0,4.0,7129.0,1107398.0,1158.0,5160.0,0.11837476665551086,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3400893826706,2063.0,521.0,5.0,7129.0,1107398.0,1158.0,4711.0,0.08951983408465354,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3400892745848,2063.0,521.0,1.0,7129.0,1107398.0,1158.0,100.0,0.052491122766932706,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3400892052120,2063.0,521.0,5.0,7129.0,1107398.0,1158.0,2370.0,0.17928941946678179,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400890837149,2063.0,521.0,4.5,7129.0,1107398.0,1158.0,3730.0,0.10012566788057635,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892065366,2063.0,521.0,9.0,7129.0,1107398.0,1158.0,6350.0,0.10354891042559096,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892088310,2063.0,521.0,7.0,7129.0,1107398.0,1158.0,4895.0,0.12878916198868906,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3400891191226,2063.0,521.0,10.0,7129.0,1107398.0,1158.0,3810.0,0.0997352833675865,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892697789,2063.0,521.0,3.5,7129.0,1107398.0,1158.0,2710.0,0.1467776480292196,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3400893875490,2063.0,521.0,19.0,7129.0,1107398.0,1158.0,14347.0,0.11764010398375709,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3400892508566,2063.0,521.0,3.0,7129.0,1107398.0,1158.0,4540.0,0.1234652267376356,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3400893736135,2063.0,521.0,7.0,7129.0,1107398.0,1158.0,5340.0,0.12799852234299147,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3400893875490,2063.0,521.0,18.0,7129.0,1107398.0,1158.0,13835.0,0.1211360951868405,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3400892697789,2063.0,521.0,4.0,7129.0,1107398.0,1158.0,2780.0,0.1640941121225545,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3400892065366,2063.0,521.0,7.5,7129.0,1107398.0,1158.0,5561.0,0.1001045812527884,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892052120,2063.0,521.0,4.0,7129.0,1107398.0,1158.0,2070.0,0.17582249699090477,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892075761,2063.0,521.0,5.0,7129.0,1107398.0,1158.0,2280.0,0.1160665728597493,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3400891225037,2063.0,521.0,6.0,7129.0,1107398.0,1158.0,6590.0,0.08255819279152468,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892669236,2063.0,521.0,13.0,7129.0,1107398.0,1158.0,10382.0,0.11792371707100845,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3400890837149,2063.0,521.0,3.5,7129.0,1107398.0,1158.0,2700.0,0.10033712652446353,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
