ID_REF,ID_SITE_RATTACHE,CODE_ATC,HOSPI_CODE_UCD,DATE_MOUV,N_UFS,QUANTITY,WEEK,MONTH,YEAR,N_ETB,POPULATION,P_MEDICAL,PN_MEDICAL,LIT_HC,LIT_HP,SEJ_MCO,SEJ_HAD,SEJ_PSY,SEJ_SSR,SEJ_SLD
2463,HOSPI_4,N02BE01,3400891996128,2016-01-01,2,600.0,53,1,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-01-06,1,3000.0,1,1,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-01-07,1,9000.0,1,1,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-01-08,1,18000.0,1,1,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-01-12,2,18000.0,2,1,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-01-13,4,16700.0,2,1,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-01-14,1,9000.0,2,1,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-01-15,1,6000.0,2,1,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-01-18,1,2400.0,3,1,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-01-19,2,15000.0,3,1,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-01-20,1,9000.0,3,1,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-01-21,4,41800.0,3,1,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-01-22,1,100.0,3,1,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-01-25,1,6000.0,4,1,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-01-26,1,9300.0,4,1,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-01-27,1,9000.0,4,1,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-01-29,2,18000.0,4,1,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-02-02,2,9500.0,5,2,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-02-03,1,12000.0,5,2,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-02-04,4,52400.0,5,2,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-02-05,5,15700.0,5,2,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-02-09,3,23100.0,6,2,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-02-10,1,1000.0,6,2,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-02-12,2,9100.0,6,2,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-02-15,1,12000.0,7,2,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-02-16,1,6000.0,7,2,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-02-18,1,21000.0,7,2,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-02-19,1,9000.0,7,2,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-02-23,1,10700.0,8,2,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-02-24,3,16000.0,8,2,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-02-25,1,6000.0,8,2,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-02-26,2,9100.0,8,2,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-02-29,1,12000.0,9,2,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-03-02,3,46540.0,9,3,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-03-03,1,25700.0,9,3,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-03-07,2,18000.0,10,3,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-03-08,2,12100.0,10,3,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-03-10,1,6000.0,10,3,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-03-11,1,6000.0,10,3,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-03-14,1,9000.0,11,3,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-03-15,1,12200.0,11,3,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-03-16,1,1000.0,11,3,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-03-17,1,6000.0,11,3,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-03-18,1,500.0,11,3,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-03-21,1,12000.0,12,3,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-03-22,2,24100.0,12,3,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-03-23,1,1000.0,12,3,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-03-24,1,6000.0,12,3,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-03-25,2,12000.0,12,3,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-03-29,1,6000.0,13,3,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-03-30,2,12600.0,13,3,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-03-31,2,12000.0,13,3,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-04-04,1,24000.0,14,4,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-04-05,4,22000.0,14,4,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-04-06,2,2000.0,14,4,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-04-07,1,6000.0,14,4,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-04-12,3,20700.0,15,4,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
2463,HOSPI_4,N02BE01,3400891996128,2016-04-13,1,100.0,15,4,2016,39,1835903.0,2526,15604,4536.0,470.0,247827,0,22,7902,163
