ID_SITE_RATTACHE,HOSPI_CODE_UCD,MONTH,QUANTITY,N_UFS,DATE,N_ETB,POPULATION,P_MEDICAL,PN_MEDICAL,LIT_HC,LIT_HP,SEJ_MCO,SEJ_HAD,SEJ_PSY,SEJ_SSR,SEJ_SLD,YEAR,CLUSTER
HOSPI_1,3400890837149,1,1300.0,2.0,2016-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400890837149,1,0.0,1.0,2016-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400890837149,1,4080.0,7.0,2016-01-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400890837149,1,16300.0,1.0,2016-01-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400891191226,1,3076.0,7.0,2016-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400891191226,1,0.0,1.0,2016-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400891191226,1,4670.0,8.0,2016-01-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400891191226,1,8600.0,2.0,2016-01-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400891225037,1,12240.0,5.0,2016-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400891225037,1,0.0,2.0,2016-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400891225037,1,8430.0,8.0,2016-01-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400891225037,1,16840.0,2.0,2016-01-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400891235203,1,1795.0,4.0,2016-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400891235203,1,0.0,1.0,2016-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400891235203,1,4580.0,10.0,2016-01-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400891235203,1,7800.0,1.0,2016-01-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400892052120,1,2630.0,4.0,2016-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400892052120,1,0.0,1.0,2016-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400892052120,1,1990.0,3.0,2016-01-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400892052120,1,5940.0,1.0,2016-01-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400892065366,1,4560.0,4.0,2016-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400892065366,1,0.0,2.0,2016-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400892065366,1,7530.0,10.0,2016-01-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400892065366,1,20130.0,2.0,2016-01-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400892075761,1,1080.0,3.0,2016-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400892075761,1,0.0,3.0,2016-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400892075761,1,2730.0,6.0,2016-01-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400892075761,1,10530.0,2.0,2016-01-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400892088310,1,0.0,1.0,2016-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400892088310,1,0.0,2.0,2016-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400892088310,1,5052.0,7.0,2016-01-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400892088310,1,0.0,2.0,2016-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,2016,0
HOSPI_1,3400892203645,1,1160.0,2.0,2016-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400892203645,1,0.0,2.0,2016-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400892203645,1,4590.0,10.0,2016-01-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400892203645,1,7250.0,1.0,2016-01-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400892508566,1,3215.0,3.0,2016-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400892508566,1,0.0,1.0,2016-01-01,5.0,541454.0,703.0,5007.0,1159.0,139.0,74663.0,0.0,1193.0,237.0,0.0,2016,1
HOSPI_3,3400892508566,1,4790.0,2.0,2016-01-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400892508566,1,6750.0,1.0,2016-01-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400892669236,1,0.0,1.0,2016-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400892669236,1,0.0,3.0,2016-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400892669236,1,11014.0,13.0,2016-01-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400892669236,1,19620.0,2.0,2016-01-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400892697789,1,750.0,2.0,2016-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400892697789,1,0.0,1.0,2016-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400892697789,1,2750.0,3.0,2016-01-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400892697789,1,6810.0,1.0,2016-01-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400892729589,1,4910.0,6.0,2016-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400892729589,1,0.0,7.0,2016-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400892729589,1,4850.0,7.0,2016-01-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400892729589,1,15480.0,2.0,2016-01-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400892745848,1,8800.0,9.0,2016-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400892745848,1,0.0,1.0,2016-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400892745848,1,550.0,1.0,2016-01-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400892745848,1,13740.0,2.0,2016-01-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400892761527,1,4785.0,3.0,2016-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400892761527,1,0.0,1.0,2016-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400892761527,1,29450.0,20.0,2016-01-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400892761527,1,4900.0,1.0,2016-01-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400892761695,1,1270.0,2.0,2016-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400892761695,1,0.0,1.0,2016-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400892761695,1,24965.0,13.0,2016-01-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400892761695,1,12380.0,1.0,2016-01-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400893022634,1,2193.0,6.0,2016-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400893022634,1,0.0,2.0,2016-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400893022634,1,3500.0,1.0,2016-01-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400893022634,1,0.0,1.0,2016-01-01,39.0,1859524.0,2627.0,15723.0,4477.0,486.0,255490.0,0.0,837.0,8416.0,209.0,2016,0
HOSPI_1,3400893736135,1,1865.0,4.0,2016-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400893736135,1,0.0,6.0,2016-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400893736135,1,4920.0,6.0,2016-01-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400893736135,1,2500.0,1.0,2016-01-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400893826706,1,2915.0,3.0,2016-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400893826706,1,0.0,2.0,2016-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400893826706,1,7690.0,8.0,2016-01-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400893826706,1,6550.0,1.0,2016-01-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400893875490,1,9928.0,10.0,2016-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400893875490,1,0.0,2.0,2016-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400893875490,1,14235.0,16.0,2016-01-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400893875490,1,25670.0,1.0,2016-01-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400890837149,2,1382.0,3.0,2016-02-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400890837149,2,0.0,1.0,2016-02-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400890837149,2,3540.0,5.0,2016-02-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400890837149,2,15800.0,1.0,2016-02-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400891191226,2,3810.0,8.0,2016-02-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400891191226,2,0.0,1.0,2016-02-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400891191226,2,5010.0,10.0,2016-02-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400891191226,2,8460.0,2.0,2016-02-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400891225037,2,12970.0,8.0,2016-02-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400891225037,2,0.0,2.0,2016-02-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400891225037,2,7990.0,8.0,2016-02-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400891225037,2,26360.0,1.0,2016-02-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400891235203,2,2460.0,6.0,2016-02-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400891235203,2,0.0,1.0,2016-02-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400891235203,2,4860.0,11.0,2016-02-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400891235203,2,9150.0,1.0,2016-02-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400892052120,2,3200.0,5.0,2016-02-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400892052120,2,0.0,1.0,2016-02-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400892052120,2,1770.0,3.0,2016-02-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400892052120,2,6990.0,1.0,2016-02-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400892065366,2,4160.0,4.0,2016-02-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400892065366,2,0.0,2.0,2016-02-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400892065366,2,7580.0,9.0,2016-02-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400892065366,2,19050.0,1.0,2016-02-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400892075761,2,1390.0,4.0,2016-02-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400892075761,2,0.0,3.0,2016-02-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400892075761,2,2350.0,6.0,2016-02-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400892075761,2,10770.0,1.0,2016-02-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400892088310,2,0.0,1.0,2016-02-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400892088310,2,0.0,2.0,2016-02-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400892088310,2,5126.0,7.0,2016-02-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400892088310,2,0.0,2.0,2016-02-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,2016,0
HOSPI_1,3400892203645,2,1230.0,3.0,2016-02-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400892203645,2,0.0,2.0,2016-02-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400892203645,2,5500.0,8.0,2016-02-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400892203645,2,10700.0,1.0,2016-02-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400892508566,2,3710.0,3.0,2016-02-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400892508566,2,0.0,1.0,2016-02-01,5.0,541454.0,703.0,5007.0,1159.0,139.0,74663.0,0.0,1193.0,237.0,0.0,2016,1
HOSPI_3,3400892508566,2,4360.0,2.0,2016-02-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400892508566,2,6900.0,1.0,2016-02-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400892669236,2,0.0,1.0,2016-02-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400892669236,2,0.0,3.0,2016-02-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400892669236,2,10710.0,12.0,2016-02-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400892669236,2,28980.0,2.0,2016-02-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400892697789,2,1200.0,3.0,2016-02-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400892697789,2,0.0,1.0,2016-02-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400892697789,2,1990.0,2.0,2016-02-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400892697789,2,11190.0,1.0,2016-02-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400892729589,2,3767.0,4.0,2016-02-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400892729589,2,0.0,7.0,2016-02-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400892729589,2,5890.0,8.0,2016-02-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400892729589,2,15330.0,2.0,2016-02-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400892745848,2,7670.0,6.0,2016-02-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400892745848,2,0.0,1.0,2016-02-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400892745848,2,500.0,2.0,2016-02-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400892745848,2,10860.0,1.0,2016-02-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400892761527,2,5195.0,3.0,2016-02-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400892761527,2,0.0,1.0,2016-02-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400892761527,2,28400.0,21.0,2016-02-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400892761527,2,6400.0,1.0,2016-02-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400892761695,2,1840.0,2.0,2016-02-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400892761695,2,0.0,1.0,2016-02-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400892761695,2,26469.0,12.0,2016-02-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400892761695,2,10160.0,1.0,2016-02-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400893022634,2,2499.0,5.0,2016-02-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400893022634,2,0.0,2.0,2016-02-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400893022634,2,3407.0,1.0,2016-02-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400893022634,2,0.0,1.0,2016-02-01,39.0,1859524.0,2627.0,15723.0,4477.0,486.0,255490.0,0.0,837.0,8416.0,209.0,2016,0
HOSPI_1,3400893736135,2,2629.0,3.0,2016-02-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400893736135,2,0.0,6.0,2016-02-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400893736135,2,6320.0,8.0,2016-02-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400893736135,2,4450.0,1.0,2016-02-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400893826706,2,3197.0,2.0,2016-02-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400893826706,2,0.0,2.0,2016-02-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400893826706,2,8077.0,7.0,2016-02-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
HOSPI_4,3400893826706,2,6900.0,1.0,2016-02-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,2016,0
HOSPI_1,3400893875490,2,8598.0,10.0,2016-02-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,2016,3
HOSPI_2,3400893875490,2,0.0,2.0,2016-02-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2016,1
HOSPI_3,3400893875490,2,15392.0,17.0,2016-02-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,2016,2
