HOSPI_CODE_UCD,QUANTITY,N_UFS,DATE,N_ETB,POPULATION,P_MEDICAL,PN_MEDICAL,LIT_HC,LIT_HP,SEJ_MCO,SEJ_HAD,SEJ_PSY,SEJ_SSR,SEJ_SLD,MONTH_1,MONTH_2,MONTH_3,MONTH_4,MONTH_5,MONTH_6,MONTH_7,MONTH_8,MONTH_9,MONTH_10,MONTH_11,MONTH_12,YEAR_2016,YEAR_2017,YEAR_2018,YEAR_2019,HOSPI_HOSPI_1,HOSPI_HOSPI_2,HOSPI_HOSPI_3,HOSPI_HOSPI_4,ID_SITE_RATTACHE,CLUSTER
3400892669236,10388.0,9.0,2016-12-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,HOSPI_3,3
3400892669236,23310.0,1.0,2016-12-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,HOSPI_4,17
3400892697789,30.0,4.0,2016-12-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,HOSPI_1,1
3400892697789,0.0,1.0,2016-12-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,HOSPI_2,0
3400892697789,2050.0,2.0,2016-12-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,HOSPI_3,3
3400892697789,7230.0,2.0,2016-12-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,HOSPI_4,8
3400892729589,0.0,1.0,2016-12-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,HOSPI_1,1
3400892729589,0.0,7.0,2016-12-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,HOSPI_2,0
3400892729589,6130.0,7.0,2016-12-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,HOSPI_3,3
3400892729589,16260.0,1.0,2016-12-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,HOSPI_4,8
3400892745848,0.0,9.0,2016-12-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,HOSPI_1,1
3400892745848,0.0,1.0,2016-12-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,HOSPI_2,0
3400892745848,480.0,1.0,2016-12-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,HOSPI_3,3
3400892745848,13620.0,1.0,2016-12-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,HOSPI_4,8
3400892761527,0.0,7.0,2016-12-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,HOSPI_1,1
3400892761527,0.0,1.0,2016-12-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,HOSPI_2,0
3400892761527,30405.0,20.0,2016-12-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,HOSPI_3,12
3400892761527,6850.0,1.0,2016-12-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,HOSPI_4,8
3400892761695,0.0,4.0,2016-12-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,HOSPI_1,1
3400892761695,0.0,1.0,2016-12-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,HOSPI_2,0
3400892761695,26110.0,12.0,2016-12-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,HOSPI_3,12
3400892761695,7820.0,1.0,2016-12-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,HOSPI_4,8
3400893022634,4.0,1.0,2016-12-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,HOSPI_1,1
3400893022634,0.0,2.0,2016-12-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,HOSPI_2,0
3400893022634,3100.0,2.0,2016-12-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,HOSPI_3,3
3400893022634,0.0,1.0,2016-12-01,39.0,1859524.0,2627.0,15723.0,4477.0,486.0,255490.0,0.0,837.0,8416.0,209.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,HOSPI_4,7
3400893736135,0.0,6.0,2016-12-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,HOSPI_1,1
3400893736135,0.0,6.0,2016-12-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,HOSPI_2,0
3400893736135,4680.0,5.0,2016-12-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,HOSPI_3,3
3400893736135,7320.0,1.0,2016-12-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,HOSPI_4,8
3400893826706,0.0,2.0,2016-12-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,HOSPI_1,1
3400893826706,0.0,2.0,2016-12-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,HOSPI_2,0
3400893826706,7709.0,6.0,2016-12-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,HOSPI_3,3
3400893826706,5300.0,1.0,2016-12-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,HOSPI_4,8
3400893875490,0.0,9.0,2016-12-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,HOSPI_1,1
3400893875490,0.0,2.0,2016-12-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,HOSPI_2,0
3400893875490,14290.0,16.0,2016-12-01,50.0,1132481.0,1290.0,7336.0,2030.0,506.0,120193.0,787.0,2755.0,1309.0,88.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,HOSPI_3,3
3400893875490,21810.0,1.0,2016-12-01,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,HOSPI_4,17
3400890837149,0.0,1.0,2017-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,HOSPI_1,1
3400890837149,0.0,1.0,2017-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,HOSPI_2,0
3400890837149,4080.0,5.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,HOSPI_3,10
3400890837149,12000.0,1.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,HOSPI_4,4
3400891191226,0.0,11.0,2017-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,HOSPI_1,1
3400891191226,0.0,1.0,2017-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,HOSPI_2,0
3400891191226,4760.0,8.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,HOSPI_3,10
3400891191226,9620.0,1.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,HOSPI_4,4
3400891225037,0.0,2.0,2017-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,HOSPI_1,1
3400891225037,0.0,2.0,2017-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,HOSPI_2,0
3400891225037,12050.0,10.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,HOSPI_3,10
3400891225037,23840.0,1.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,HOSPI_4,16
3400891235203,0.0,5.0,2017-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,HOSPI_1,1
3400891235203,0.0,1.0,2017-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,HOSPI_2,0
3400891235203,4820.0,10.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,HOSPI_3,10
3400891235203,7950.0,2.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,HOSPI_4,4
3400892052120,0.0,6.0,2017-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,HOSPI_1,1
3400892052120,0.0,1.0,2017-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,HOSPI_2,0
3400892052120,1510.0,2.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,HOSPI_3,10
3400892052120,8820.0,1.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,HOSPI_4,4
3400892065366,0.0,1.0,2017-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,HOSPI_1,1
3400892065366,0.0,2.0,2017-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,HOSPI_2,0
3400892065366,8350.0,9.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,HOSPI_3,10
3400892065366,21090.0,2.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,HOSPI_4,16
3400892075761,0.0,4.0,2017-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,HOSPI_1,1
3400892075761,0.0,3.0,2017-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,HOSPI_2,0
3400892075761,2940.0,8.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,HOSPI_3,10
3400892075761,8970.0,1.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,HOSPI_4,4
3400892088310,0.0,1.0,2017-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,HOSPI_1,1
3400892088310,0.0,2.0,2017-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,HOSPI_2,0
3400892088310,5868.0,8.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,HOSPI_3,10
3400892088310,0.0,2.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,HOSPI_4,4
3400892203645,0.0,3.0,2017-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,HOSPI_1,1
3400892203645,0.0,2.0,2017-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,HOSPI_2,0
3400892203645,6455.0,10.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,HOSPI_3,10
3400892203645,11900.0,2.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,HOSPI_4,4
3400892508566,45.0,1.0,2017-01-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,HOSPI_1,1
3400892508566,0.0,1.0,2017-01-01,5.0,541454.0,703.0,5007.0,1159.0,139.0,74663.0,0.0,1193.0,237.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,HOSPI_2,0
3400892508566,5390.0,3.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,HOSPI_3,10
3400892508566,6500.0,1.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,HOSPI_4,4
3400892669236,0.0,1.0,2017-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,HOSPI_1,1
3400892669236,0.0,3.0,2017-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,HOSPI_2,0
3400892669236,11918.0,13.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,HOSPI_3,10
3400892669236,23130.0,1.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,HOSPI_4,16
3400892697789,0.0,1.0,2017-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,HOSPI_1,1
3400892697789,0.0,1.0,2017-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,HOSPI_2,0
3400892697789,2670.0,3.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,HOSPI_3,10
3400892697789,12420.0,1.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,HOSPI_4,4
3400892729589,0.0,1.0,2017-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,HOSPI_1,1
3400892729589,0.0,7.0,2017-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,HOSPI_2,0
3400892729589,7040.0,9.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,HOSPI_3,10
3400892729589,11940.0,1.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,HOSPI_4,4
3400892745848,0.0,9.0,2017-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,HOSPI_1,1
3400892745848,0.0,1.0,2017-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,HOSPI_2,0
3400892745848,550.0,2.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,HOSPI_3,10
3400892745848,16688.0,1.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,HOSPI_4,4
3400892761527,0.0,7.0,2017-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,HOSPI_1,1
3400892761527,0.0,1.0,2017-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,HOSPI_2,0
3400892761527,28680.0,20.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,HOSPI_3,15
3400892761527,4400.0,1.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,HOSPI_4,4
3400892761695,0.0,4.0,2017-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,HOSPI_1,1
3400892761695,0.0,1.0,2017-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,HOSPI_2,0
3400892761695,29240.0,14.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,HOSPI_3,15
3400892761695,7880.0,1.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,HOSPI_4,4
3400893022634,6.0,1.0,2017-01-01,12.0,572443.0,806.0,5303.0,1360.0,106.0,80667.0,0.0,0.0,1239.0,122.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,HOSPI_1,1
3400893022634,0.0,2.0,2017-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,HOSPI_2,0
3400893022634,3800.0,2.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,HOSPI_3,10
3400893022634,0.0,1.0,2017-01-01,39.0,1859524.0,2627.0,15723.0,4477.0,486.0,255490.0,0.0,837.0,8416.0,209.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,HOSPI_4,7
3400893736135,0.0,6.0,2017-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,HOSPI_1,1
3400893736135,0.0,6.0,2017-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,HOSPI_2,0
3400893736135,5470.0,7.0,2017-01-01,50.0,1144892.0,1316.0,7356.0,2027.0,521.0,117583.0,1046.0,2556.0,1141.0,120.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,HOSPI_3,10
3400893736135,7330.0,1.0,2017-01-01,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,HOSPI_4,4
3400893826706,0.0,2.0,2017-01-01,12.0,572744.0,683.0,5273.0,1388.0,105.0,78311.0,0.0,0.0,1177.0,51.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,HOSPI_1,1
3400893826706,0.0,2.0,2017-01-01,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,HOSPI_2,0
