CODE_ATC,DATE,HOSPI_CODE_UCD,LIT_HC,LIT_HP,MONTH,N_UFS,PN_MEDICAL,POPULATION,P_MEDICAL,QUANTITY,QUANTITY_MA,SEJ_MCO,SEJ_PSY,SEJ_SSR,WEEK,YEAR,CLUSTER
17,2017-11-01,3400892669236,1157.0,187.0,11,14.0,5001.0,539067.0,714.0,6842.0,7451.333333333333,75420.0,1236.0,261.0,44,2017,3
12,2017-11-01,3400891996128,1157.0,187.0,11,24.0,5001.0,539067.0,714.0,55380.0,61680.0,75420.0,1236.0,261.0,44,2017,0
16,2017-11-01,3400891191226,1157.0,187.0,11,5.0,5001.0,539067.0,714.0,2670.0,2650.0,75420.0,1236.0,261.0,44,2017,2
5,2017-11-01,3400892075761,1157.0,187.0,11,4.0,5001.0,539067.0,714.0,2090.0,2180.0,75420.0,1236.0,261.0,44,2017,0
12,2017-11-01,3400893875490,1157.0,187.0,11,13.0,5001.0,539067.0,714.0,8605.0,8745.0,75420.0,1236.0,261.0,44,2017,1
3,2017-11-01,3400892052120,1157.0,187.0,11,3.0,5001.0,539067.0,714.0,1510.0,1570.0,75420.0,1236.0,261.0,44,2017,0
8,2017-11-01,3400892697789,1157.0,187.0,11,2.0,5001.0,539067.0,714.0,960.0,970.0,75420.0,1236.0,261.0,44,2017,3
4,2017-11-01,3400892088310,1157.0,187.0,11,9.0,5001.0,539067.0,714.0,2877.0,2725.0,75420.0,1236.0,261.0,44,2017,0
7,2017-11-01,3400893736135,1157.0,187.0,11,7.0,5001.0,539067.0,714.0,3915.0,3965.3333333333335,75420.0,1236.0,261.0,44,2017,7
10,2017-11-01,3400891235203,1157.0,187.0,11,4.5,5001.0,539067.0,714.0,1330.0,1383.3333333333333,75420.0,1236.0,261.0,44,2017,2
14,2017-11-01,3400892761527,1157.0,187.0,11,10.0,5001.0,539067.0,714.0,11484.0,11824.666666666666,75420.0,1236.0,261.0,44,2017,3
11,2017-11-01,3400891225037,1157.0,187.0,11,7.5,5001.0,539067.0,714.0,13200.0,13433.333333333334,75420.0,1236.0,261.0,44,2017,2
9,2017-11-01,3400892203645,1157.0,187.0,11,5.5,5001.0,539067.0,714.0,2990.0,3445.0,75420.0,1236.0,261.0,44,2017,8
15,2017-11-01,3400893022634,1157.0,187.0,11,11.5,5001.0,539067.0,714.0,3752.0,4381.0,75420.0,1236.0,261.0,44,2017,5
2,2017-11-01,3400893826706,1157.0,187.0,11,6.5,5001.0,539067.0,714.0,1711.0,1775.3333333333333,75420.0,1236.0,261.0,44,2017,1
1,2017-11-01,3400890837149,1157.0,187.0,11,4.0,5001.0,539067.0,714.0,2061.0,2493.6666666666665,75420.0,1236.0,261.0,44,2017,4
3,2017-11-01,3400892729589,1157.0,187.0,11,8.0,5001.0,539067.0,714.0,3780.0,4100.0,75420.0,1236.0,261.0,44,2017,3
11,2017-12-01,3400891225037,1157.0,187.0,12,20.0,5001.0,539067.0,714.0,14840.0,14293.333333333334,75420.0,1236.0,261.0,48,2017,2
16,2017-12-01,3400891191226,1157.0,187.0,12,9.0,5001.0,539067.0,714.0,2950.0,2760.0,75420.0,1236.0,261.0,48,2017,2
2,2017-12-01,3400893826706,1157.0,187.0,12,6.0,5001.0,539067.0,714.0,1985.0,1849.3333333333333,75420.0,1236.0,261.0,48,2017,1
4,2017-12-01,3400892088310,1157.0,187.0,12,4.0,5001.0,539067.0,714.0,2799.0,2762.6666666666665,75420.0,1236.0,261.0,48,2017,0
6,2017-12-01,3400892745848,1157.0,187.0,12,14.0,5001.0,539067.0,714.0,3930.0,3716.6666666666665,75420.0,1236.0,261.0,48,2017,3
5,2017-12-01,3400892075761,1157.0,187.0,12,7.0,5001.0,539067.0,714.0,1880.0,2150.0,75420.0,1236.0,261.0,48,2017,0
14,2017-12-01,3400892761695,1157.0,187.0,12,14.0,5001.0,539067.0,714.0,14330.0,15066.666666666666,75420.0,1236.0,261.0,48,2017,3
18,2017-12-01,3400892508566,1157.0,187.0,12,1.0,5001.0,539067.0,714.0,0.0,0.0,75420.0,1236.0,261.0,48,2017,6
12,2017-12-01,3400891996128,1157.0,187.0,12,23.0,5001.0,539067.0,714.0,62896.0,60905.333333333336,75420.0,1236.0,261.0,48,2017,0
3,2017-12-01,3400892052120,1157.0,187.0,12,6.0,5001.0,539067.0,714.0,1840.0,1640.0,75420.0,1236.0,261.0,48,2017,0
1,2017-12-01,3400890837149,1157.0,187.0,12,7.0,5001.0,539067.0,714.0,3090.0,2687.0,75420.0,1236.0,261.0,48,2017,4
3,2017-12-01,3400892729589,1157.0,187.0,12,5.0,5001.0,539067.0,714.0,3708.0,3816.0,75420.0,1236.0,261.0,48,2017,3
15,2017-12-01,3400893022634,1157.0,187.0,12,5.0,5001.0,539067.0,714.0,5832.0,4642.333333333333,75420.0,1236.0,261.0,48,2017,5
14,2017-12-01,3400892761527,1157.0,187.0,12,12.0,5001.0,539067.0,714.0,12083.0,12356.666666666666,75420.0,1236.0,261.0,48,2017,3
10,2017-12-01,3400891235203,1157.0,187.0,12,7.0,5001.0,539067.0,714.0,1280.0,1336.6666666666667,75420.0,1236.0,261.0,48,2017,2
13,2017-12-01,3400892065366,1157.0,187.0,12,14.0,5001.0,539067.0,714.0,5948.0,5500.0,75420.0,1236.0,261.0,48,2017,0
17,2017-12-01,3400892669236,1157.0,187.0,12,22.0,5001.0,539067.0,714.0,8152.0,7589.0,75420.0,1236.0,261.0,48,2017,3
9,2017-12-01,3400892203645,1157.0,187.0,12,5.0,5001.0,539067.0,714.0,3495.0,3471.6666666666665,75420.0,1236.0,261.0,48,2017,8
7,2017-12-01,3400893736135,1157.0,187.0,12,3.0,5001.0,539067.0,714.0,3693.0,3779.3333333333335,75420.0,1236.0,261.0,48,2017,7
12,2017-12-01,3400893875490,1157.0,187.0,12,17.0,5001.0,539067.0,714.0,8993.0,8677.333333333334,75420.0,1236.0,261.0,48,2017,1
8,2017-12-01,3400892697789,1157.0,187.0,12,1.0,5001.0,539067.0,714.0,240.0,776.6666666666666,75420.0,1236.0,261.0,48,2017,3
12,2018-01-01,3400893875490,1159.0,139.0,1,18.0,5007.0,541454.0,703.0,8618.0,8738.666666666666,74663.0,1193.0,237.0,1,2018,1
1,2018-01-01,3400890837149,1159.0,139.0,1,8.0,5007.0,541454.0,703.0,2499.0,2550.0,74663.0,1193.0,237.0,1,2018,4
17,2018-01-01,3400892669236,1159.0,139.0,1,16.0,5007.0,541454.0,703.0,8391.0,7795.0,74663.0,1193.0,237.0,1,2018,3
9,2018-01-01,3400892203645,1159.0,139.0,1,5.0,5007.0,541454.0,703.0,2750.0,3078.333333333333,74663.0,1193.0,237.0,1,2018,8
16,2018-01-01,3400891191226,1159.0,139.0,1,7.0,5007.0,541454.0,703.0,2920.0,2846.6666666666665,74663.0,1193.0,237.0,1,2018,2
3,2018-01-01,3400892729589,1159.0,139.0,1,7.0,5007.0,541454.0,703.0,5270.0,4252.666666666667,74663.0,1193.0,237.0,1,2018,3
13,2018-01-01,3400892065366,1159.0,139.0,1,12.0,5007.0,541454.0,703.0,8528.0,6680.0,74663.0,1193.0,237.0,1,2018,0
6,2018-01-01,3400892745848,1159.0,139.0,1,15.0,5007.0,541454.0,703.0,3920.0,3646.6666666666665,74663.0,1193.0,237.0,1,2018,3
15,2018-01-01,3400893022634,1159.0,139.0,1,9.0,5007.0,541454.0,703.0,6679.0,5421.0,74663.0,1193.0,237.0,1,2018,5
5,2018-01-01,3400892075761,1159.0,139.0,1,6.0,5007.0,541454.0,703.0,1910.0,1960.0,74663.0,1193.0,237.0,1,2018,0
8,2018-01-01,3400892697789,1159.0,139.0,1,1.0,5007.0,541454.0,703.0,610.0,603.3333333333334,74663.0,1193.0,237.0,1,2018,3
3,2018-01-01,3400892052120,1159.0,139.0,1,3.0,5007.0,541454.0,703.0,2340.0,1896.6666666666667,74663.0,1193.0,237.0,1,2018,0
14,2018-01-01,3400892761527,1159.0,139.0,1,11.0,5007.0,541454.0,703.0,12638.0,12068.333333333334,74663.0,1193.0,237.0,1,2018,3
11,2018-01-01,3400891225037,1159.0,139.0,1,22.0,5007.0,541454.0,703.0,21760.0,16600.0,74663.0,1193.0,237.0,1,2018,2
4,2018-01-01,3400892088310,1159.0,139.0,1,11.0,5007.0,541454.0,703.0,3689.0,3121.6666666666665,74663.0,1193.0,237.0,1,2018,0
18,2018-01-01,3400892508566,1159.0,139.0,1,1.0,5007.0,541454.0,703.0,0.0,0.0,74663.0,1193.0,237.0,1,2018,6
12,2018-01-01,3400891996128,1159.0,139.0,1,21.0,5007.0,541454.0,703.0,86140.0,68138.66666666667,74663.0,1193.0,237.0,1,2018,0
10,2018-01-01,3400891235203,1159.0,139.0,1,3.0,5007.0,541454.0,703.0,1600.0,1403.3333333333333,74663.0,1193.0,237.0,1,2018,2
14,2018-01-01,3400892761695,1159.0,139.0,1,13.0,5007.0,541454.0,703.0,16825.0,15415.0,74663.0,1193.0,237.0,1,2018,3
2,2018-01-01,3400893826706,1159.0,139.0,1,5.0,5007.0,541454.0,703.0,2562.0,2086.0,74663.0,1193.0,237.0,1,2018,1
7,2018-01-01,3400893736135,1159.0,139.0,1,7.0,5007.0,541454.0,703.0,4111.0,3906.3333333333335,74663.0,1193.0,237.0,1,2018,7
15,2018-02-01,3400893022634,1159.0,139.0,2,4.0,5007.0,541454.0,703.0,4713.0,5741.333333333333,74663.0,1193.0,237.0,5,2018,5
10,2018-02-01,3400891235203,1159.0,139.0,2,5.5,5007.0,541454.0,703.0,1330.0,1403.3333333333333,74663.0,1193.0,237.0,5,2018,2
8,2018-02-01,3400892697789,1159.0,139.0,2,2.0,5007.0,541454.0,703.0,620.0,490.0,74663.0,1193.0,237.0,5,2018,3
1,2018-02-01,3400890837149,1159.0,139.0,2,8.5,5007.0,541454.0,703.0,3020.0,2869.6666666666665,74663.0,1193.0,237.0,5,2018,4
3,2018-02-01,3400892052120,1159.0,139.0,2,7.0,5007.0,541454.0,703.0,1770.0,1983.3333333333333,74663.0,1193.0,237.0,5,2018,0
12,2018-02-01,3400891996128,1159.0,139.0,2,24.5,5007.0,541454.0,703.0,75480.0,74838.66666666667,74663.0,1193.0,237.0,5,2018,0
14,2018-02-01,3400892761695,1159.0,139.0,2,12.0,5007.0,541454.0,703.0,13755.0,14970.0,74663.0,1193.0,237.0,5,2018,3
12,2018-02-01,3400893875490,1159.0,139.0,2,16.0,5007.0,541454.0,703.0,9101.0,8904.0,74663.0,1193.0,237.0,5,2018,1
14,2018-02-01,3400892761527,1159.0,139.0,2,9.0,5007.0,541454.0,703.0,13095.0,12605.333333333334,74663.0,1193.0,237.0,5,2018,3
17,2018-02-01,3400892669236,1159.0,139.0,2,24.5,5007.0,541454.0,703.0,8420.0,8321.0,74663.0,1193.0,237.0,5,2018,3
18,2018-02-01,3400892508566,1159.0,139.0,2,1.0,5007.0,541454.0,703.0,40.0,13.333333333333334,74663.0,1193.0,237.0,5,2018,6
9,2018-02-01,3400892203645,1159.0,139.0,2,8.0,5007.0,541454.0,703.0,2070.0,2771.6666666666665,74663.0,1193.0,237.0,5,2018,8
4,2018-02-01,3400892088310,1159.0,139.0,2,10.0,5007.0,541454.0,703.0,3094.0,3194.0,74663.0,1193.0,237.0,5,2018,0
6,2018-02-01,3400892745848,1159.0,139.0,2,10.0,5007.0,541454.0,703.0,4260.0,4036.6666666666665,74663.0,1193.0,237.0,5,2018,3
7,2018-02-01,3400893736135,1159.0,139.0,2,8.0,5007.0,541454.0,703.0,4440.0,4081.3333333333335,74663.0,1193.0,237.0,5,2018,7
2,2018-02-01,3400893826706,1159.0,139.0,2,8.0,5007.0,541454.0,703.0,2090.0,2212.333333333333,74663.0,1193.0,237.0,5,2018,1
11,2018-02-01,3400891225037,1159.0,139.0,2,19.5,5007.0,541454.0,703.0,14770.0,17123.333333333332,74663.0,1193.0,237.0,5,2018,2
5,2018-02-01,3400892075761,1159.0,139.0,2,6.0,5007.0,541454.0,703.0,2230.0,2006.6666666666667,74663.0,1193.0,237.0,5,2018,0
13,2018-02-01,3400892065366,1159.0,139.0,2,13.0,5007.0,541454.0,703.0,7540.0,7338.666666666667,74663.0,1193.0,237.0,5,2018,0
3,2018-02-01,3400892729589,1159.0,139.0,2,8.5,5007.0,541454.0,703.0,5050.0,4676.0,74663.0,1193.0,237.0,5,2018,3
16,2018-02-01,3400891191226,1159.0,139.0,2,8.0,5007.0,541454.0,703.0,3010.0,2960.0,74663.0,1193.0,237.0,5,2018,2
8,2018-03-01,3400892697789,1159.0,139.0,3,2.0,5007.0,541454.0,703.0,920.0,716.6666666666666,74663.0,1193.0,237.0,9,2018,3
14,2018-03-01,3400892761695,1159.0,139.0,3,13.0,5007.0,541454.0,703.0,17315.0,15965.0,74663.0,1193.0,237.0,9,2018,3
2,2018-03-01,3400893826706,1159.0,139.0,3,8.0,5007.0,541454.0,703.0,2312.0,2321.333333333333,74663.0,1193.0,237.0,9,2018,1
17,2018-03-01,3400892669236,1159.0,139.0,3,8.0,5007.0,541454.0,703.0,9578.0,8796.333333333334,74663.0,1193.0,237.0,9,2018,3
12,2018-03-01,3400893875490,1159.0,139.0,3,11.0,5007.0,541454.0,703.0,9250.0,8989.666666666666,74663.0,1193.0,237.0,9,2018,1
7,2018-03-01,3400893736135,1159.0,139.0,3,5.0,5007.0,541454.0,703.0,4750.0,4433.666666666667,74663.0,1193.0,237.0,9,2018,7
6,2018-03-01,3400892745848,1159.0,139.0,3,5.0,5007.0,541454.0,703.0,5410.0,4530.0,74663.0,1193.0,237.0,9,2018,3
15,2018-03-01,3400893022634,1159.0,139.0,3,7.0,5007.0,541454.0,703.0,5048.0,5480.0,74663.0,1193.0,237.0,9,2018,5
3,2018-03-01,3400892729589,1159.0,139.0,3,7.0,5007.0,541454.0,703.0,5500.0,5273.333333333333,74663.0,1193.0,237.0,9,2018,3
14,2018-03-01,3400892761527,1159.0,139.0,3,11.0,5007.0,541454.0,703.0,13485.0,13072.666666666666,74663.0,1193.0,237.0,9,2018,3
18,2018-03-01,3400892508566,1159.0,139.0,3,1.0,5007.0,541454.0,703.0,50.0,30.0,74663.0,1193.0,237.0,9,2018,6
3,2018-03-01,3400892052120,1159.0,139.0,3,5.0,5007.0,541454.0,703.0,1700.0,1936.6666666666667,74663.0,1193.0,237.0,9,2018,0
16,2018-03-01,3400891191226,1159.0,139.0,3,2.0,5007.0,541454.0,703.0,2560.0,2830.0,74663.0,1193.0,237.0,9,2018,2
12,2018-03-01,3400891996128,1159.0,139.0,3,25.0,5007.0,541454.0,703.0,67046.0,76222.0,74663.0,1193.0,237.0,9,2018,0
4,2018-03-01,3400892088310,1159.0,139.0,3,5.0,5007.0,541454.0,703.0,3237.0,3340.0,74663.0,1193.0,237.0,9,2018,0
13,2018-03-01,3400892065366,1159.0,139.0,3,12.0,5007.0,541454.0,703.0,8558.0,8208.666666666666,74663.0,1193.0,237.0,9,2018,0
10,2018-03-01,3400891235203,1159.0,139.0,3,4.0,5007.0,541454.0,703.0,1490.0,1473.3333333333333,74663.0,1193.0,237.0,9,2018,2
11,2018-03-01,3400891225037,1159.0,139.0,3,5.0,5007.0,541454.0,703.0,18380.0,18303.33333333333,74663.0,1193.0,237.0,9,2018,2
1,2018-03-01,3400890837149,1159.0,139.0,3,6.0,5007.0,541454.0,703.0,2690.0,2736.333333333333,74663.0,1193.0,237.0,9,2018,4
9,2018-03-01,3400892203645,1159.0,139.0,3,6.0,5007.0,541454.0,703.0,3575.0,2798.333333333333,74663.0,1193.0,237.0,9,2018,8
5,2018-03-01,3400892075761,1159.0,139.0,3,4.0,5007.0,541454.0,703.0,2490.0,2210.0,74663.0,1193.0,237.0,9,2018,0
16,2018-04-01,3400891191226,1159.0,139.0,4,1.0,5007.0,541454.0,703.0,2660.0,2743.333333333333,74663.0,1193.0,237.0,13,2018,2
4,2018-04-01,3400892088310,1159.0,139.0,4,7.5,5007.0,541454.0,703.0,3146.0,3159.0,74663.0,1193.0,237.0,13,2018,0
8,2018-04-01,3400892697789,1159.0,139.0,4,2.0,5007.0,541454.0,703.0,970.0,836.6666666666666,74663.0,1193.0,237.0,13,2018,3
7,2018-04-01,3400893736135,1159.0,139.0,4,4.0,5007.0,541454.0,703.0,3505.0,4231.666666666667,74663.0,1193.0,237.0,13,2018,7
11,2018-04-01,3400891225037,1159.0,139.0,4,17.5,5007.0,541454.0,703.0,16590.0,16580.0,74663.0,1193.0,237.0,13,2018,2
3,2018-04-01,3400892729589,1159.0,139.0,4,6.5,5007.0,541454.0,703.0,4470.0,5006.666666666667,74663.0,1193.0,237.0,13,2018,3
5,2018-04-01,3400892075761,1159.0,139.0,4,5.0,5007.0,541454.0,703.0,2150.0,2290.0,74663.0,1193.0,237.0,13,2018,0
15,2018-04-01,3400893022634,1159.0,139.0,4,9.0,5007.0,541454.0,703.0,5179.0,4980.0,74663.0,1193.0,237.0,13,2018,5
10,2018-04-01,3400891235203,1159.0,139.0,4,3.0,5007.0,541454.0,703.0,1400.0,1406.6666666666667,74663.0,1193.0,237.0,13,2018,2
13,2018-04-01,3400892065366,1159.0,139.0,4,9.0,5007.0,541454.0,703.0,7385.0,7827.666666666667,74663.0,1193.0,237.0,13,2018,0
6,2018-04-01,3400892745848,1159.0,139.0,4,12.5,5007.0,541454.0,703.0,4200.0,4623.333333333333,74663.0,1193.0,237.0,13,2018,3
14,2018-04-01,3400892761695,1159.0,139.0,4,11.5,5007.0,541454.0,703.0,15780.0,15616.666666666666,74663.0,1193.0,237.0,13,2018,3
12,2018-04-01,3400891996128,1159.0,139.0,4,23.5,5007.0,541454.0,703.0,77570.0,73365.33333333333,74663.0,1193.0,237.0,13,2018,0
14,2018-04-01,3400892761527,1159.0,139.0,4,10.0,5007.0,541454.0,703.0,10580.0,12386.666666666666,74663.0,1193.0,237.0,13,2018,3
3,2018-04-01,3400892052120,1159.0,139.0,4,4.0,5007.0,541454.0,703.0,1940.0,1803.3333333333333,74663.0,1193.0,237.0,13,2018,0
2,2018-04-01,3400893826706,1159.0,139.0,4,4.5,5007.0,541454.0,703.0,1982.0,2128.0,74663.0,1193.0,237.0,13,2018,1
18,2018-04-01,3400892508566,1159.0,139.0,4,1.0,5007.0,541454.0,703.0,60.0,50.0,74663.0,1193.0,237.0,13,2018,6
1,2018-04-01,3400890837149,1159.0,139.0,4,8.0,5007.0,541454.0,703.0,2120.0,2610.0,74663.0,1193.0,237.0,13,2018,4
17,2018-04-01,3400892669236,1159.0,139.0,4,13.5,5007.0,541454.0,703.0,9137.0,9045.0,74663.0,1193.0,237.0,13,2018,3
9,2018-04-01,3400892203645,1159.0,139.0,4,4.5,5007.0,541454.0,703.0,3750.0,3131.6666666666665,74663.0,1193.0,237.0,13,2018,8
12,2018-04-01,3400893875490,1159.0,139.0,4,7.0,5007.0,541454.0,703.0,8537.0,8962.666666666666,74663.0,1193.0,237.0,13,2018,1
12,2018-05-01,3400893875490,1159.0,139.0,5,18.0,5007.0,541454.0,703.0,9661.0,9149.333333333334,74663.0,1193.0,237.0,18,2018,1
8,2018-05-01,3400892697789,1159.0,139.0,5,2.0,5007.0,541454.0,703.0,820.0,903.3333333333334,74663.0,1193.0,237.0,18,2018,3
10,2018-05-01,3400891235203,1159.0,139.0,5,4.0,5007.0,541454.0,703.0,1280.0,1390.0,74663.0,1193.0,237.0,18,2018,2
4,2018-05-01,3400892088310,1159.0,139.0,5,5.0,5007.0,541454.0,703.0,1992.0,2791.6666666666665,74663.0,1193.0,237.0,18,2018,0
7,2018-05-01,3400893736135,1159.0,139.0,5,7.0,5007.0,541454.0,703.0,4580.0,4278.333333333333,74663.0,1193.0,237.0,18,2018,7
5,2018-05-01,3400892075761,1159.0,139.0,5,5.0,5007.0,541454.0,703.0,2190.0,2276.6666666666665,74663.0,1193.0,237.0,18,2018,0
13,2018-05-01,3400892065366,1159.0,139.0,5,8.0,5007.0,541454.0,703.0,5595.0,7179.333333333333,74663.0,1193.0,237.0,18,2018,0
6,2018-05-01,3400892745848,1159.0,139.0,5,12.0,5007.0,541454.0,703.0,3990.0,4533.333333333333,74663.0,1193.0,237.0,18,2018,3
3,2018-05-01,3400892729589,1159.0,139.0,5,8.0,5007.0,541454.0,703.0,5290.0,5086.666666666667,74663.0,1193.0,237.0,18,2018,3
14,2018-05-01,3400892761695,1159.0,139.0,5,16.0,5007.0,541454.0,703.0,15450.0,16181.666666666666,74663.0,1193.0,237.0,18,2018,3
17,2018-05-01,3400892669236,1159.0,139.0,5,24.0,5007.0,541454.0,703.0,8998.0,9237.666666666666,74663.0,1193.0,237.0,18,2018,3
1,2018-05-01,3400890837149,1159.0,139.0,5,8.0,5007.0,541454.0,703.0,2930.0,2580.0,74663.0,1193.0,237.0,18,2018,4
16,2018-05-01,3400891191226,1159.0,139.0,5,2.0,5007.0,541454.0,703.0,2660.0,2626.6666666666665,74663.0,1193.0,237.0,18,2018,2
9,2018-05-01,3400892203645,1159.0,139.0,5,6.0,5007.0,541454.0,703.0,3165.0,3496.6666666666665,74663.0,1193.0,237.0,18,2018,8
2,2018-05-01,3400893826706,1159.0,139.0,5,4.0,5007.0,541454.0,703.0,1786.0,2026.6666666666667,74663.0,1193.0,237.0,18,2018,1
11,2018-05-01,3400891225037,1159.0,139.0,5,18.0,5007.0,541454.0,703.0,11350.0,15440.0,74663.0,1193.0,237.0,18,2018,2
14,2018-05-01,3400892761527,1159.0,139.0,5,12.0,5007.0,541454.0,703.0,13225.0,12430.0,74663.0,1193.0,237.0,18,2018,3
18,2018-05-01,3400892508566,1159.0,139.0,5,1.0,5007.0,541454.0,703.0,70.0,60.0,74663.0,1193.0,237.0,18,2018,6
3,2018-05-01,3400892052120,1159.0,139.0,5,3.0,5007.0,541454.0,703.0,1580.0,1740.0,74663.0,1193.0,237.0,18,2018,0
12,2018-05-01,3400891996128,1159.0,139.0,5,24.0,5007.0,541454.0,703.0,82910.0,75842.0,74663.0,1193.0,237.0,18,2018,0
15,2018-05-01,3400893022634,1159.0,139.0,5,6.0,5007.0,541454.0,703.0,5061.0,5096.0,74663.0,1193.0,237.0,18,2018,5
3,2018-06-01,3400892729589,1159.0,139.0,6,7.0,5007.0,541454.0,703.0,4880.0,4880.0,74663.0,1193.0,237.0,22,2018,3
15,2018-06-01,3400893022634,1159.0,139.0,6,17.0,5007.0,541454.0,703.0,5000.0,5080.0,74663.0,1193.0,237.0,22,2018,5
1,2018-06-01,3400890837149,1159.0,139.0,6,7.5,5007.0,541454.0,703.0,2750.0,2600.0,74663.0,1193.0,237.0,22,2018,4
13,2018-06-01,3400892065366,1159.0,139.0,6,11.0,5007.0,541454.0,703.0,8351.0,7110.333333333333,74663.0,1193.0,237.0,22,2018,0
10,2018-06-01,3400891235203,1159.0,139.0,6,4.5,5007.0,541454.0,703.0,1290.0,1323.3333333333333,74663.0,1193.0,237.0,22,2018,2
14,2018-06-01,3400892761695,1159.0,139.0,6,14.0,5007.0,541454.0,703.0,15450.0,15560.0,74663.0,1193.0,237.0,22,2018,3
6,2018-06-01,3400892745848,1159.0,139.0,6,11.0,5007.0,541454.0,703.0,4950.0,4380.0,74663.0,1193.0,237.0,22,2018,3
18,2018-06-01,3400892508566,1159.0,139.0,6,1.0,5007.0,541454.0,703.0,40.0,56.66666666666666,74663.0,1193.0,237.0,22,2018,6
12,2018-06-01,3400891996128,1159.0,139.0,6,29.5,5007.0,541454.0,703.0,72340.0,77606.66666666667,74663.0,1193.0,237.0,22,2018,0
14,2018-06-01,3400892761527,1159.0,139.0,6,10.0,5007.0,541454.0,703.0,11585.0,11796.666666666666,74663.0,1193.0,237.0,22,2018,3
3,2018-06-01,3400892052120,1159.0,139.0,6,5.0,5007.0,541454.0,703.0,1810.0,1776.6666666666667,74663.0,1193.0,237.0,22,2018,0
12,2018-06-01,3400893875490,1159.0,139.0,6,15.5,5007.0,541454.0,703.0,8734.0,8977.333333333334,74663.0,1193.0,237.0,22,2018,1
5,2018-06-01,3400892075761,1159.0,139.0,6,4.0,5007.0,541454.0,703.0,2140.0,2160.0,74663.0,1193.0,237.0,22,2018,0
17,2018-06-01,3400892669236,1159.0,139.0,6,21.5,5007.0,541454.0,703.0,8700.0,8945.0,74663.0,1193.0,237.0,22,2018,3
11,2018-06-01,3400891225037,1159.0,139.0,6,17.0,5007.0,541454.0,703.0,13530.0,13823.333333333334,74663.0,1193.0,237.0,22,2018,2
4,2018-06-01,3400892088310,1159.0,139.0,6,8.0,5007.0,541454.0,703.0,2590.0,2576.0,74663.0,1193.0,237.0,22,2018,0
7,2018-06-01,3400893736135,1159.0,139.0,6,7.0,5007.0,541454.0,703.0,4318.0,4134.333333333333,74663.0,1193.0,237.0,22,2018,7
8,2018-06-01,3400892697789,1159.0,139.0,6,2.0,5007.0,541454.0,703.0,780.0,856.6666666666666,74663.0,1193.0,237.0,22,2018,3
16,2018-06-01,3400891191226,1159.0,139.0,6,2.0,5007.0,541454.0,703.0,2660.0,2660.0,74663.0,1193.0,237.0,22,2018,2
9,2018-06-01,3400892203645,1159.0,139.0,6,6.5,5007.0,541454.0,703.0,3750.0,3555.0,74663.0,1193.0,237.0,22,2018,8
2,2018-06-01,3400893826706,1159.0,139.0,6,5.5,5007.0,541454.0,703.0,1506.0,1758.0,74663.0,1193.0,237.0,22,2018,1
12,2018-07-01,3400891996128,1159.0,139.0,7,24.0,5007.0,541454.0,703.0,72460.0,75903.33333333333,74663.0,1193.0,237.0,26,2018,0
16,2018-07-01,3400891191226,1159.0,139.0,7,5.0,5007.0,541454.0,703.0,2780.0,2700.0,74663.0,1193.0,237.0,26,2018,2
2,2018-07-01,3400893826706,1159.0,139.0,7,7.0,5007.0,541454.0,703.0,1944.0,1745.3333333333333,74663.0,1193.0,237.0,26,2018,1
6,2018-07-01,3400892745848,1159.0,139.0,7,10.0,5007.0,541454.0,703.0,3290.0,4076.6666666666665,74663.0,1193.0,237.0,26,2018,3
3,2018-07-01,3400892052120,1159.0,139.0,7,3.0,5007.0,541454.0,703.0,1700.0,1696.6666666666667,74663.0,1193.0,237.0,26,2018,0
12,2018-07-01,3400893875490,1159.0,139.0,7,13.0,5007.0,541454.0,703.0,8529.0,8974.666666666666,74663.0,1193.0,237.0,26,2018,1
4,2018-07-01,3400892088310,1159.0,139.0,7,6.0,5007.0,541454.0,703.0,2429.0,2337.0,74663.0,1193.0,237.0,26,2018,0
17,2018-07-01,3400892669236,1159.0,139.0,7,20.0,5007.0,541454.0,703.0,7676.0,8458.0,74663.0,1193.0,237.0,26,2018,3
14,2018-07-01,3400892761695,1159.0,139.0,7,13.0,5007.0,541454.0,703.0,16840.0,15913.333333333334,74663.0,1193.0,237.0,26,2018,3
10,2018-07-01,3400891235203,1159.0,139.0,7,3.0,5007.0,541454.0,703.0,1530.0,1366.6666666666667,74663.0,1193.0,237.0,26,2018,2
14,2018-07-01,3400892761527,1159.0,139.0,7,10.0,5007.0,541454.0,703.0,12865.0,12558.333333333334,74663.0,1193.0,237.0,26,2018,3
18,2018-07-01,3400892508566,1159.0,139.0,7,1.0,5007.0,541454.0,703.0,40.0,50.0,74663.0,1193.0,237.0,26,2018,6
13,2018-07-01,3400892065366,1159.0,139.0,7,11.0,5007.0,541454.0,703.0,8403.0,7449.666666666667,74663.0,1193.0,237.0,26,2018,0
8,2018-07-01,3400892697789,1159.0,139.0,7,3.0,5007.0,541454.0,703.0,690.0,763.3333333333334,74663.0,1193.0,237.0,26,2018,3
11,2018-07-01,3400891225037,1159.0,139.0,7,17.0,5007.0,541454.0,703.0,15630.0,13503.333333333334,74663.0,1193.0,237.0,26,2018,2
1,2018-07-01,3400890837149,1159.0,139.0,7,6.0,5007.0,541454.0,703.0,3070.0,2916.6666666666665,74663.0,1193.0,237.0,26,2018,4
