CODE_ATC,DATE,HOSPI_CODE_UCD,LIT_HC,LIT_HP,MONTH,N_UFS,PN_MEDICAL,POPULATION,P_MEDICAL,QUANTITY,QUANTITY_MA,SEJ_MCO,SEJ_PSY,SEJ_SLD,SEJ_SSR,WEEK,YEAR,CLUSTER
7,2017-10-01,3400893736135,4500.0,467.0,10,1.0,15650.0,1843319.0,2556.0,7370.0,6856.666666666667,254570.0,5.0,285.0,8464.0,39,2017,1
6,2017-10-01,3400892745848,4500.0,467.0,10,1.0,15650.0,1843319.0,2556.0,13800.0,10720.0,254570.0,5.0,285.0,8464.0,39,2017,3
9,2017-10-01,3400892203645,4500.0,467.0,10,2.0,15650.0,1843319.0,2556.0,11850.0,9666.666666666666,254570.0,5.0,285.0,8464.0,39,2017,0
14,2017-10-01,3400892761695,4500.0,467.0,10,1.0,15650.0,1843319.0,2556.0,10720.0,8220.0,254570.0,5.0,285.0,8464.0,39,2017,3
4,2017-10-01,3400892088310,4500.0,467.0,10,1.0,15650.0,1843319.0,2556.0,6720.0,7176.666666666667,254570.0,5.0,285.0,8464.0,39,2017,0
8,2017-10-01,3400892697789,4500.0,467.0,10,2.0,15650.0,1843319.0,2556.0,12270.0,11210.0,254570.0,5.0,285.0,8464.0,39,2017,3
18,2017-10-01,3400892508566,4500.0,467.0,10,1.0,15650.0,1843319.0,2556.0,7600.0,6583.333333333333,254570.0,5.0,285.0,8464.0,39,2017,3
12,2017-10-01,3400891996128,4500.0,467.0,10,2.0,15650.0,1843319.0,2556.0,257800.0,214466.66666666663,254570.0,5.0,285.0,8464.0,39,2017,5
3,2017-10-01,3400892052120,4500.0,467.0,10,1.0,15650.0,1843319.0,2556.0,8070.0,8570.0,254570.0,5.0,285.0,8464.0,39,2017,0
1,2017-10-01,3400890837149,4500.0,467.0,10,2.0,15650.0,1843319.0,2556.0,19000.0,17666.666666666668,254570.0,5.0,285.0,8464.0,39,2017,4
14,2017-10-01,3400892761527,4500.0,467.0,10,1.0,15650.0,1843319.0,2556.0,9600.0,6666.666666666667,254570.0,5.0,285.0,8464.0,39,2017,3
15,2017-10-01,3400893022634,4500.0,467.0,10,1.0,15650.0,1843319.0,2556.0,0.0,0.0,254570.0,5.0,209.0,8464.0,39,2017,6
3,2017-10-01,3400892729589,4500.0,467.0,10,1.0,15650.0,1843319.0,2556.0,20790.0,17450.0,254570.0,5.0,285.0,8464.0,39,2017,3
17,2017-10-01,3400892669236,4500.0,467.0,10,1.0,15650.0,1843319.0,2556.0,30246.0,26750.0,254570.0,5.0,285.0,8464.0,39,2017,3
2,2017-10-01,3400893826706,4500.0,467.0,10,1.0,15650.0,1843319.0,2556.0,7300.0,5750.0,254570.0,5.0,285.0,8464.0,39,2017,1
6,2017-11-01,3400892745848,4500.0,467.0,11,1.5,15650.0,1843319.0,2556.0,12780.0,13200.0,254570.0,5.0,285.0,8464.0,44,2017,3
13,2017-11-01,3400892065366,4500.0,467.0,11,1.0,15650.0,1843319.0,2556.0,20400.0,18810.0,254570.0,5.0,285.0,8464.0,44,2017,0
14,2017-11-01,3400892761695,4500.0,467.0,11,1.0,15650.0,1843319.0,2556.0,8160.0,8853.333333333334,254570.0,5.0,285.0,8464.0,44,2017,3
18,2017-11-01,3400892508566,4500.0,467.0,11,1.0,15650.0,1843319.0,2556.0,5350.0,6550.0,254570.0,5.0,285.0,8464.0,44,2017,3
17,2017-11-01,3400892669236,4500.0,467.0,11,1.0,15650.0,1843319.0,2556.0,26942.0,25872.666666666668,254570.0,5.0,285.0,8464.0,44,2017,3
12,2017-11-01,3400891996128,4500.0,467.0,11,2.0,15650.0,1843319.0,2556.0,214100.0,224100.0,254570.0,5.0,285.0,8464.0,44,2017,5
16,2017-11-01,3400891191226,4500.0,467.0,11,1.0,15650.0,1843319.0,2556.0,7420.0,8293.333333333334,254570.0,5.0,285.0,8464.0,44,2017,2
5,2017-11-01,3400892075761,4500.0,467.0,11,1.0,15650.0,1843319.0,2556.0,9450.0,9240.0,254570.0,5.0,285.0,8464.0,44,2017,0
12,2017-11-01,3400893875490,4500.0,467.0,11,1.5,15650.0,1843319.0,2556.0,25630.0,24756.666666666668,254570.0,5.0,285.0,8464.0,44,2017,1
3,2017-11-01,3400892052120,4500.0,467.0,11,1.0,15650.0,1843319.0,2556.0,9060.0,8850.0,254570.0,5.0,285.0,8464.0,44,2017,0
8,2017-11-01,3400892697789,4500.0,467.0,11,1.0,15650.0,1843319.0,2556.0,14760.0,13220.0,254570.0,5.0,285.0,8464.0,44,2017,3
4,2017-11-01,3400892088310,4500.0,467.0,11,1.0,15650.0,1843319.0,2556.0,6970.0,7603.333333333333,254570.0,5.0,285.0,8464.0,44,2017,0
7,2017-11-01,3400893736135,4500.0,467.0,11,1.0,15650.0,1843319.0,2556.0,6400.0,6706.666666666667,254570.0,5.0,285.0,8464.0,44,2017,1
10,2017-11-01,3400891235203,4500.0,467.0,11,1.0,15650.0,1843319.0,2556.0,5550.0,6650.0,254570.0,5.0,285.0,8464.0,44,2017,2
14,2017-11-01,3400892761527,4500.0,467.0,11,1.0,15650.0,1843319.0,2556.0,5900.0,6383.333333333333,254570.0,5.0,285.0,8464.0,44,2017,3
11,2017-11-01,3400891225037,4500.0,467.0,11,2.0,15650.0,1843319.0,2556.0,28400.0,25253.33333333333,254570.0,5.0,285.0,8464.0,44,2017,2
9,2017-11-01,3400892203645,4500.0,467.0,11,2.0,15650.0,1843319.0,2556.0,11050.0,10933.333333333334,254570.0,5.0,285.0,8464.0,44,2017,0
15,2017-11-01,3400893022634,4500.0,467.0,11,1.0,15650.0,1843319.0,2556.0,0.0,0.0,254570.0,5.0,209.0,8464.0,44,2017,6
2,2017-11-01,3400893826706,4500.0,467.0,11,1.0,15650.0,1843319.0,2556.0,5050.0,5816.666666666667,254570.0,5.0,285.0,8464.0,44,2017,1
1,2017-11-01,3400890837149,4500.0,467.0,11,2.0,15650.0,1843319.0,2556.0,15300.0,17366.666666666668,254570.0,5.0,285.0,8464.0,44,2017,4
3,2017-11-01,3400892729589,4500.0,467.0,11,1.5,15650.0,1843319.0,2556.0,19500.0,18540.0,254570.0,5.0,285.0,8464.0,44,2017,3
11,2017-12-01,3400891225037,4500.0,467.0,12,2.0,15650.0,1843319.0,2556.0,29120.0,28133.33333333333,254570.0,5.0,285.0,8464.0,48,2017,2
16,2017-12-01,3400891191226,4500.0,467.0,12,2.0,15650.0,1843319.0,2556.0,10380.0,9046.666666666666,254570.0,5.0,285.0,8464.0,48,2017,2
2,2017-12-01,3400893826706,4500.0,467.0,12,1.0,15650.0,1843319.0,2556.0,6150.0,6166.666666666667,254570.0,5.0,285.0,8464.0,48,2017,1
4,2017-12-01,3400892088310,4500.0,467.0,12,1.0,15650.0,1843319.0,2556.0,8570.0,7420.0,254570.0,5.0,285.0,8464.0,48,2017,0
6,2017-12-01,3400892745848,4500.0,467.0,12,1.0,15650.0,1843319.0,2556.0,12480.0,13020.0,254570.0,5.0,285.0,8464.0,48,2017,3
5,2017-12-01,3400892075761,4500.0,467.0,12,1.0,15650.0,1843319.0,2556.0,10170.0,9640.0,254570.0,5.0,285.0,8464.0,48,2017,0
14,2017-12-01,3400892761695,4500.0,467.0,12,1.0,15650.0,1843319.0,2556.0,8440.0,9106.666666666666,254570.0,5.0,285.0,8464.0,48,2017,3
18,2017-12-01,3400892508566,4500.0,467.0,12,1.0,15650.0,1843319.0,2556.0,5650.0,6200.0,254570.0,5.0,285.0,8464.0,48,2017,3
12,2017-12-01,3400891996128,4500.0,467.0,12,2.0,15650.0,1843319.0,2556.0,220900.0,230933.3333333333,254570.0,5.0,285.0,8464.0,48,2017,5
3,2017-12-01,3400892052120,4500.0,467.0,12,1.0,15650.0,1843319.0,2556.0,7920.0,8350.0,254570.0,5.0,285.0,8464.0,48,2017,0
1,2017-12-01,3400890837149,4500.0,467.0,12,2.0,15650.0,1843319.0,2556.0,19700.0,18000.0,254570.0,5.0,285.0,8464.0,48,2017,4
3,2017-12-01,3400892729589,4500.0,467.0,12,1.0,15650.0,1843319.0,2556.0,17910.0,19400.0,254570.0,5.0,285.0,8464.0,48,2017,3
15,2017-12-01,3400893022634,4500.0,467.0,12,1.0,15650.0,1843319.0,2556.0,0.0,0.0,254570.0,5.0,209.0,8464.0,48,2017,6
14,2017-12-01,3400892761527,4500.0,467.0,12,1.0,15650.0,1843319.0,2556.0,5050.0,6850.0,254570.0,5.0,285.0,8464.0,48,2017,3
10,2017-12-01,3400891235203,4500.0,467.0,12,1.0,15650.0,1843319.0,2556.0,7200.0,7050.0,254570.0,5.0,285.0,8464.0,48,2017,2
13,2017-12-01,3400892065366,4500.0,467.0,12,1.0,15650.0,1843319.0,2556.0,19230.0,19890.0,254570.0,5.0,285.0,8464.0,48,2017,0
17,2017-12-01,3400892669236,4500.0,467.0,12,2.0,15650.0,1843319.0,2556.0,29276.0,28821.33333333333,254570.0,5.0,285.0,8464.0,48,2017,3
9,2017-12-01,3400892203645,4500.0,467.0,12,2.0,15650.0,1843319.0,2556.0,10450.0,11116.666666666666,254570.0,5.0,285.0,8464.0,48,2017,0
7,2017-12-01,3400893736135,4500.0,467.0,12,1.0,15650.0,1843319.0,2556.0,9230.0,7666.666666666667,254570.0,5.0,285.0,8464.0,48,2017,1
12,2017-12-01,3400893875490,4500.0,467.0,12,1.0,15650.0,1843319.0,2556.0,21120.0,24810.0,254570.0,5.0,285.0,8464.0,48,2017,1
8,2017-12-01,3400892697789,4500.0,467.0,12,1.0,15650.0,1843319.0,2556.0,12600.0,13210.0,254570.0,5.0,285.0,8464.0,48,2017,3
12,2018-01-01,3400893875490,4477.0,486.0,1,1.0,15723.0,1859524.0,2627.0,26030.0,24260.0,255490.0,837.0,209.0,8416.0,1,2018,1
1,2018-01-01,3400890837149,4477.0,486.0,1,2.0,15723.0,1859524.0,2627.0,13600.0,16200.0,255490.0,837.0,209.0,8416.0,1,2018,4
17,2018-01-01,3400892669236,4477.0,486.0,1,2.0,15723.0,1859524.0,2627.0,35390.0,30536.0,255490.0,837.0,209.0,8416.0,1,2018,3
9,2018-01-01,3400892203645,4477.0,486.0,1,2.0,15723.0,1859524.0,2627.0,8050.0,9850.0,255490.0,837.0,209.0,8416.0,1,2018,0
16,2018-01-01,3400891191226,4477.0,486.0,1,1.0,15723.0,1859524.0,2627.0,10700.0,9500.0,255490.0,837.0,209.0,8416.0,1,2018,2
3,2018-01-01,3400892729589,4477.0,486.0,1,1.0,15723.0,1859524.0,2627.0,16110.0,17840.0,255490.0,837.0,209.0,8416.0,1,2018,3
13,2018-01-01,3400892065366,4477.0,486.0,1,2.0,15723.0,1859524.0,2627.0,21300.0,20310.0,255490.0,837.0,209.0,8416.0,1,2018,0
6,2018-01-01,3400892745848,4477.0,486.0,1,1.0,15723.0,1859524.0,2627.0,17700.0,14320.0,255490.0,837.0,209.0,8416.0,1,2018,3
15,2018-01-01,3400893022634,4477.0,486.0,1,1.0,15723.0,1859524.0,2627.0,0.0,0.0,255490.0,837.0,209.0,8416.0,1,2018,6
5,2018-01-01,3400892075761,4477.0,486.0,1,2.0,15723.0,1859524.0,2627.0,9120.0,9580.0,255490.0,837.0,209.0,8416.0,1,2018,0
8,2018-01-01,3400892697789,4477.0,486.0,1,2.0,15723.0,1859524.0,2627.0,15150.0,14170.0,255490.0,837.0,209.0,8416.0,1,2018,3
3,2018-01-01,3400892052120,4477.0,486.0,1,1.0,15723.0,1859524.0,2627.0,10920.0,9300.0,255490.0,837.0,209.0,8416.0,1,2018,0
14,2018-01-01,3400892761527,4477.0,486.0,1,1.0,15723.0,1859524.0,2627.0,8200.0,6383.333333333333,255490.0,837.0,209.0,8416.0,1,2018,3
11,2018-01-01,3400891225037,4477.0,486.0,1,1.0,15723.0,1859524.0,2627.0,30720.0,29413.33333333333,255490.0,837.0,209.0,8416.0,1,2018,2
4,2018-01-01,3400892088310,4477.0,486.0,1,1.0,15723.0,1859524.0,2627.0,7780.0,7773.333333333333,255490.0,837.0,209.0,8416.0,1,2018,0
18,2018-01-01,3400892508566,4477.0,486.0,1,2.0,15723.0,1859524.0,2627.0,9400.0,6800.0,255490.0,837.0,209.0,8416.0,1,2018,3
12,2018-01-01,3400891996128,4477.0,486.0,1,2.0,15723.0,1859524.0,2627.0,243700.0,226233.3333333333,255490.0,837.0,209.0,8416.0,1,2018,5
10,2018-01-01,3400891235203,4477.0,486.0,1,1.0,15723.0,1859524.0,2627.0,5550.0,6100.0,255490.0,837.0,209.0,8416.0,1,2018,2
14,2018-01-01,3400892761695,4477.0,486.0,1,1.0,15723.0,1859524.0,2627.0,11060.0,9220.0,255490.0,837.0,209.0,8416.0,1,2018,3
2,2018-01-01,3400893826706,4477.0,486.0,1,1.0,15723.0,1859524.0,2627.0,6750.0,5983.333333333333,255490.0,837.0,209.0,8416.0,1,2018,1
7,2018-01-01,3400893736135,4477.0,486.0,1,1.0,15723.0,1859524.0,2627.0,9160.0,8263.333333333334,255490.0,837.0,209.0,8416.0,1,2018,1
15,2018-02-01,3400893022634,4477.0,486.0,2,1.0,15723.0,1859524.0,2627.0,0.0,0.0,255490.0,837.0,209.0,8416.0,5,2018,6
10,2018-02-01,3400891235203,4477.0,486.0,2,1.5,15723.0,1859524.0,2627.0,4650.0,5800.0,255490.0,837.0,209.0,8416.0,5,2018,2
8,2018-02-01,3400892697789,4477.0,486.0,2,2.0,15723.0,1859524.0,2627.0,11190.0,12980.0,255490.0,837.0,209.0,8416.0,5,2018,3
1,2018-02-01,3400890837149,4477.0,486.0,2,1.0,15723.0,1859524.0,2627.0,14100.0,15800.0,255490.0,837.0,209.0,8416.0,5,2018,4
3,2018-02-01,3400892052120,4477.0,486.0,2,1.0,15723.0,1859524.0,2627.0,8640.0,9160.0,255490.0,837.0,209.0,8416.0,5,2018,0
12,2018-02-01,3400891996128,4477.0,486.0,2,2.0,15723.0,1859524.0,2627.0,186300.0,216966.66666666663,255490.0,837.0,209.0,8416.0,5,2018,5
14,2018-02-01,3400892761695,4477.0,486.0,2,1.0,15723.0,1859524.0,2627.0,8760.0,9420.0,255490.0,837.0,209.0,8416.0,5,2018,3
12,2018-02-01,3400893875490,4477.0,486.0,2,1.0,15723.0,1859524.0,2627.0,22810.0,23320.0,255490.0,837.0,209.0,8416.0,5,2018,1
14,2018-02-01,3400892761527,4477.0,486.0,2,1.0,15723.0,1859524.0,2627.0,7250.0,6833.333333333333,255490.0,837.0,209.0,8416.0,5,2018,3
17,2018-02-01,3400892669236,4477.0,486.0,2,1.0,15723.0,1859524.0,2627.0,24932.0,29866.0,255490.0,837.0,209.0,8416.0,5,2018,3
18,2018-02-01,3400892508566,4477.0,486.0,2,1.0,15723.0,1859524.0,2627.0,6860.0,7303.333333333333,255490.0,837.0,209.0,8416.0,5,2018,3
9,2018-02-01,3400892203645,4477.0,486.0,2,2.0,15723.0,1859524.0,2627.0,9550.0,9350.0,255490.0,837.0,209.0,8416.0,5,2018,0
4,2018-02-01,3400892088310,4477.0,486.0,2,1.0,15723.0,1859524.0,2627.0,7250.0,7866.666666666667,255490.0,837.0,209.0,8416.0,5,2018,0
6,2018-02-01,3400892745848,4477.0,486.0,2,1.0,15723.0,1859524.0,2627.0,14460.0,14880.0,255490.0,837.0,209.0,8416.0,5,2018,3
7,2018-02-01,3400893736135,4477.0,486.0,2,1.0,15723.0,1859524.0,2627.0,5350.0,7913.333333333333,255490.0,837.0,209.0,8416.0,5,2018,1
2,2018-02-01,3400893826706,4477.0,486.0,2,2.0,15723.0,1859524.0,2627.0,7200.0,6700.0,255490.0,837.0,209.0,8416.0,5,2018,1
11,2018-02-01,3400891225037,4477.0,486.0,2,2.0,15723.0,1859524.0,2627.0,25400.0,28413.33333333333,255490.0,837.0,209.0,8416.0,5,2018,2
5,2018-02-01,3400892075761,4477.0,486.0,2,1.0,15723.0,1859524.0,2627.0,8760.0,9350.0,255490.0,837.0,209.0,8416.0,5,2018,0
13,2018-02-01,3400892065366,4477.0,486.0,2,1.5,15723.0,1859524.0,2627.0,20370.0,20300.0,255490.0,837.0,209.0,8416.0,5,2018,0
3,2018-02-01,3400892729589,4477.0,486.0,2,1.0,15723.0,1859524.0,2627.0,19140.0,17720.0,255490.0,837.0,209.0,8416.0,5,2018,3
16,2018-02-01,3400891191226,4477.0,486.0,2,1.0,15723.0,1859524.0,2627.0,9740.0,10273.333333333334,255490.0,837.0,209.0,8416.0,5,2018,2
8,2018-03-01,3400892697789,4477.0,486.0,3,1.0,15723.0,1859524.0,2627.0,12270.0,12870.0,255490.0,837.0,209.0,8416.0,9,2018,3
14,2018-03-01,3400892761695,4477.0,486.0,3,2.0,15723.0,1859524.0,2627.0,8330.0,9383.333333333334,255490.0,837.0,209.0,8416.0,9,2018,3
2,2018-03-01,3400893826706,4477.0,486.0,3,1.0,15723.0,1859524.0,2627.0,5500.0,6483.333333333333,255490.0,837.0,209.0,8416.0,9,2018,1
17,2018-03-01,3400892669236,4477.0,486.0,3,2.0,15723.0,1859524.0,2627.0,34986.0,31769.33333333333,255490.0,837.0,209.0,8416.0,9,2018,3
12,2018-03-01,3400893875490,4477.0,486.0,3,1.0,15723.0,1859524.0,2627.0,18200.0,22346.666666666668,255490.0,837.0,209.0,8416.0,9,2018,1
7,2018-03-01,3400893736135,4477.0,486.0,3,1.0,15723.0,1859524.0,2627.0,10130.0,8213.333333333334,255490.0,837.0,209.0,8416.0,9,2018,1
6,2018-03-01,3400892745848,4477.0,486.0,3,2.0,15723.0,1859524.0,2627.0,17640.0,16600.0,255490.0,837.0,209.0,8416.0,9,2018,3
15,2018-03-01,3400893022634,4477.0,486.0,3,1.0,15723.0,1859524.0,2627.0,0.0,0.0,255490.0,837.0,209.0,8416.0,9,2018,6
3,2018-03-01,3400892729589,4477.0,486.0,3,1.0,15723.0,1859524.0,2627.0,22710.0,19320.0,255490.0,837.0,209.0,8416.0,9,2018,3
14,2018-03-01,3400892761527,4477.0,486.0,3,1.0,15723.0,1859524.0,2627.0,7650.0,7700.0,255490.0,837.0,209.0,8416.0,9,2018,3
18,2018-03-01,3400892508566,4477.0,486.0,3,1.0,15723.0,1859524.0,2627.0,9250.0,8503.333333333334,255490.0,837.0,209.0,8416.0,9,2018,3
3,2018-03-01,3400892052120,4477.0,486.0,3,2.0,15723.0,1859524.0,2627.0,10980.0,10180.0,255490.0,837.0,209.0,8416.0,9,2018,0
16,2018-03-01,3400891191226,4477.0,486.0,3,2.0,15723.0,1859524.0,2627.0,10140.0,10193.333333333334,255490.0,837.0,209.0,8416.0,9,2018,2
12,2018-03-01,3400891996128,4477.0,486.0,3,2.0,15723.0,1859524.0,2627.0,194625.0,208208.3333333333,255490.0,837.0,209.0,8416.0,9,2018,5
4,2018-03-01,3400892088310,4477.0,486.0,3,2.0,15723.0,1859524.0,2627.0,9830.0,8286.666666666666,255490.0,837.0,209.0,8416.0,9,2018,0
13,2018-03-01,3400892065366,4477.0,486.0,3,1.0,15723.0,1859524.0,2627.0,24510.0,22060.0,255490.0,837.0,209.0,8416.0,9,2018,0
10,2018-03-01,3400891235203,4477.0,486.0,3,1.0,15723.0,1859524.0,2627.0,7350.0,5850.0,255490.0,837.0,209.0,8416.0,9,2018,2
11,2018-03-01,3400891225037,4477.0,486.0,3,1.0,15723.0,1859524.0,2627.0,30400.0,28840.0,255490.0,837.0,209.0,8416.0,9,2018,2
1,2018-03-01,3400890837149,4477.0,486.0,3,1.0,15723.0,1859524.0,2627.0,19400.0,15700.0,255490.0,837.0,209.0,8416.0,9,2018,4
9,2018-03-01,3400892203645,4477.0,486.0,3,1.0,15723.0,1859524.0,2627.0,12000.0,9866.666666666666,255490.0,837.0,209.0,8416.0,9,2018,0
5,2018-03-01,3400892075761,4477.0,486.0,3,1.0,15723.0,1859524.0,2627.0,9060.0,8980.0,255490.0,837.0,209.0,8416.0,9,2018,0
16,2018-04-01,3400891191226,4477.0,486.0,4,1.0,15723.0,1859524.0,2627.0,10360.0,10080.0,255490.0,837.0,209.0,8416.0,13,2018,2
4,2018-04-01,3400892088310,4477.0,486.0,4,1.0,15723.0,1859524.0,2627.0,6660.0,7913.333333333333,255490.0,837.0,209.0,8416.0,13,2018,0
8,2018-04-01,3400892697789,4477.0,486.0,4,2.0,15723.0,1859524.0,2627.0,13770.0,12410.0,255490.0,837.0,209.0,8416.0,13,2018,3
7,2018-04-01,3400893736135,4477.0,486.0,4,1.0,15723.0,1859524.0,2627.0,7640.0,7706.666666666667,255490.0,837.0,209.0,8416.0,13,2018,1
11,2018-04-01,3400891225037,4477.0,486.0,4,2.0,15723.0,1859524.0,2627.0,27320.0,27706.666666666668,255490.0,837.0,209.0,8416.0,13,2018,2
3,2018-04-01,3400892729589,4477.0,486.0,4,1.0,15723.0,1859524.0,2627.0,19680.0,20510.0,255490.0,837.0,209.0,8416.0,13,2018,3
5,2018-04-01,3400892075761,4477.0,486.0,4,1.0,15723.0,1859524.0,2627.0,9930.0,9250.0,255490.0,837.0,209.0,8416.0,13,2018,0
15,2018-04-01,3400893022634,4477.0,486.0,4,1.0,15723.0,1859524.0,2627.0,0.0,0.0,255490.0,837.0,209.0,8416.0,13,2018,6
10,2018-04-01,3400891235203,4477.0,486.0,4,1.0,15723.0,1859524.0,2627.0,7350.0,6450.0,255490.0,837.0,209.0,8416.0,13,2018,2
13,2018-04-01,3400892065366,4477.0,486.0,4,2.0,15723.0,1859524.0,2627.0,19860.0,21580.0,255490.0,837.0,209.0,8416.0,13,2018,0
6,2018-04-01,3400892745848,4477.0,486.0,4,1.0,15723.0,1859524.0,2627.0,10200.0,14100.0,255490.0,837.0,209.0,8416.0,13,2018,3
14,2018-04-01,3400892761695,4477.0,486.0,4,2.0,15723.0,1859524.0,2627.0,8050.0,8380.0,255490.0,837.0,209.0,8416.0,13,2018,3
12,2018-04-01,3400891996128,4477.0,486.0,4,2.0,15723.0,1859524.0,2627.0,200000.0,193641.66666666663,255490.0,837.0,209.0,8416.0,13,2018,5
14,2018-04-01,3400892761527,4477.0,486.0,4,1.0,15723.0,1859524.0,2627.0,3750.0,6216.666666666667,255490.0,837.0,209.0,8416.0,13,2018,3
3,2018-04-01,3400892052120,4477.0,486.0,4,1.0,15723.0,1859524.0,2627.0,8640.0,9420.0,255490.0,837.0,209.0,8416.0,13,2018,0
2,2018-04-01,3400893826706,4477.0,486.0,4,1.0,15723.0,1859524.0,2627.0,5740.0,6146.666666666667,255490.0,837.0,209.0,8416.0,13,2018,1
18,2018-04-01,3400892508566,4477.0,486.0,4,1.0,15723.0,1859524.0,2627.0,8250.0,8120.0,255490.0,837.0,209.0,8416.0,13,2018,3
1,2018-04-01,3400890837149,4477.0,486.0,4,2.0,15723.0,1859524.0,2627.0,15100.0,16200.0,255490.0,837.0,209.0,8416.0,13,2018,4
17,2018-04-01,3400892669236,4477.0,486.0,4,1.0,15723.0,1859524.0,2627.0,21738.0,27218.666666666668,255490.0,837.0,209.0,8416.0,13,2018,3
9,2018-04-01,3400892203645,4477.0,486.0,4,2.0,15723.0,1859524.0,2627.0,9350.0,10300.0,255490.0,837.0,209.0,8416.0,13,2018,0
12,2018-04-01,3400893875490,4477.0,486.0,4,1.0,15723.0,1859524.0,2627.0,21620.0,20876.666666666668,255490.0,837.0,209.0,8416.0,13,2018,1
12,2018-05-01,3400893875490,4477.0,486.0,5,1.0,15723.0,1859524.0,2627.0,22390.0,20736.666666666668,255490.0,837.0,209.0,8416.0,18,2018,1
8,2018-05-01,3400892697789,4477.0,486.0,5,1.0,15723.0,1859524.0,2627.0,12120.0,12720.0,255490.0,837.0,209.0,8416.0,18,2018,3
10,2018-05-01,3400891235203,4477.0,486.0,5,1.0,15723.0,1859524.0,2627.0,5700.0,6800.0,255490.0,837.0,209.0,8416.0,18,2018,2
4,2018-05-01,3400892088310,4477.0,486.0,5,1.0,15723.0,1859524.0,2627.0,5520.0,7336.666666666667,255490.0,837.0,209.0,8416.0,18,2018,0
7,2018-05-01,3400893736135,4477.0,486.0,5,1.0,15723.0,1859524.0,2627.0,5650.0,7806.666666666667,255490.0,837.0,209.0,8416.0,18,2018,1
5,2018-05-01,3400892075761,4477.0,486.0,5,1.0,15723.0,1859524.0,2627.0,10140.0,9710.0,255490.0,837.0,209.0,8416.0,18,2018,0
13,2018-05-01,3400892065366,4477.0,486.0,5,1.0,15723.0,1859524.0,2627.0,24240.0,22870.0,255490.0,837.0,209.0,8416.0,18,2018,0
6,2018-05-01,3400892745848,4477.0,486.0,5,2.0,15723.0,1859524.0,2627.0,13200.0,13680.0,255490.0,837.0,209.0,8416.0,18,2018,3
3,2018-05-01,3400892729589,4477.0,486.0,5,1.0,15723.0,1859524.0,2627.0,17490.0,19960.0,255490.0,837.0,209.0,8416.0,18,2018,3
14,2018-05-01,3400892761695,4477.0,486.0,5,1.0,15723.0,1859524.0,2627.0,7830.0,8070.0,255490.0,837.0,209.0,8416.0,18,2018,3
17,2018-05-01,3400892669236,4477.0,486.0,5,1.0,15723.0,1859524.0,2627.0,33030.0,29918.0,255490.0,837.0,209.0,8416.0,18,2018,3
1,2018-05-01,3400890837149,4477.0,486.0,5,2.0,15723.0,1859524.0,2627.0,20800.0,18433.33333333333,255490.0,837.0,209.0,8416.0,18,2018,4
16,2018-05-01,3400891191226,4477.0,486.0,5,1.0,15723.0,1859524.0,2627.0,10260.0,10253.333333333334,255490.0,837.0,209.0,8416.0,18,2018,2
9,2018-05-01,3400892203645,4477.0,486.0,5,2.0,15723.0,1859524.0,2627.0,10600.0,10650.0,255490.0,837.0,209.0,8416.0,18,2018,0
2,2018-05-01,3400893826706,4477.0,486.0,5,2.0,15723.0,1859524.0,2627.0,4000.0,5080.0,255490.0,837.0,209.0,8416.0,18,2018,1
11,2018-05-01,3400891225037,4477.0,486.0,5,2.0,15723.0,1859524.0,2627.0,26240.0,27986.666666666668,255490.0,837.0,209.0,8416.0,18,2018,2
14,2018-05-01,3400892761527,4477.0,486.0,5,1.0,15723.0,1859524.0,2627.0,4900.0,5433.333333333333,255490.0,837.0,209.0,8416.0,18,2018,3
18,2018-05-01,3400892508566,4477.0,486.0,5,1.0,15723.0,1859524.0,2627.0,7300.0,8266.666666666666,255490.0,837.0,209.0,8416.0,18,2018,3
3,2018-05-01,3400892052120,4477.0,486.0,5,1.0,15723.0,1859524.0,2627.0,8670.0,9430.0,255490.0,837.0,209.0,8416.0,18,2018,0
12,2018-05-01,3400891996128,4477.0,486.0,5,3.0,15723.0,1859524.0,2627.0,208100.0,200908.3333333333,255490.0,837.0,209.0,8416.0,18,2018,5
15,2018-05-01,3400893022634,4477.0,486.0,5,1.0,15723.0,1859524.0,2627.0,0.0,0.0,255490.0,837.0,209.0,8416.0,18,2018,6
3,2018-06-01,3400892729589,4477.0,486.0,6,1.0,15723.0,1859524.0,2627.0,15300.0,17490.0,255490.0,837.0,209.0,8416.0,22,2018,3
15,2018-06-01,3400893022634,4477.0,486.0,6,1.0,15723.0,1859524.0,2627.0,0.0,0.0,255490.0,837.0,209.0,8416.0,22,2018,6
1,2018-06-01,3400890837149,4477.0,486.0,6,2.0,15723.0,1859524.0,2627.0,18200.0,18033.33333333333,255490.0,837.0,209.0,8416.0,22,2018,4
13,2018-06-01,3400892065366,4477.0,486.0,6,2.0,15723.0,1859524.0,2627.0,16770.0,20290.0,255490.0,837.0,209.0,8416.0,22,2018,0
10,2018-06-01,3400891235203,4477.0,486.0,6,1.0,15723.0,1859524.0,2627.0,6600.0,6550.0,255490.0,837.0,209.0,8416.0,22,2018,2
14,2018-06-01,3400892761695,4477.0,486.0,6,1.0,15723.0,1859524.0,2627.0,8340.0,8073.333333333333,255490.0,837.0,209.0,8416.0,22,2018,3
