HOSPI_CODE_UCD,LIT_HC,LIT_HP,N_UFS,PN_MEDICAL,POPULATION,P_MEDICAL,QUANTITY,QUANTITY_MA,SEJ_HAD,SEJ_MCO,SEJ_PSY,SEJ_SLD,SEJ_SSR,YEAR,MONTH_1.0,MONTH_2.0,MONTH_3.0,MONTH_4.0,MONTH_5.0,MONTH_6.0,MONTH_7.0,MONTH_8.0,MONTH_9.0,MONTH_10.0,MONTH_11.0,MONTH_12.0,UCD_3400890837149,UCD_3400891191226,UCD_3400891225037,UCD_3400891235203,UCD_3400891996128,UCD_3400892052120,UCD_3400892065366,UCD_3400892075761,UCD_3400892088310,UCD_3400892203645,UCD_3400892508566,UCD_3400892669236,UCD_3400892697789,UCD_3400892729589,UCD_3400892745848,UCD_3400892761527,UCD_3400892761695,UCD_3400893022634,UCD_3400893736135,UCD_3400893826706,UCD_3400893875490,CLUSTER
3400890837149,2063.0,521.0,4.0,7129.0,1107398.0,1158.0,3060.0,0.1012886904219558,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3400892761527,2063.0,521.0,21.5,7129.0,1107398.0,1158.0,28804.0,0.1210661156926354,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
3400892075761,2063.0,521.0,6.0,7129.0,1107398.0,1158.0,2180.0,0.1220147940706957,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3400892729589,2063.0,521.0,8.5,7129.0,1107398.0,1158.0,5380.0,0.1084857709996917,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
3400891996128,2063.0,521.0,37.5,7129.0,1107398.0,1158.0,110270.0,0.1179585298955738,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3400892203645,2063.0,521.0,8.0,7129.0,1107398.0,1158.0,4500.0,0.0936874267075674,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
3400892761527,2063.0,521.0,20.0,7129.0,1107398.0,1158.0,29070.0,0.1213926117183847,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
3400891235203,2063.0,521.0,12.0,7129.0,1107398.0,1158.0,5160.0,0.1748085163789918,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3400892761695,2063.0,521.0,14.5,7129.0,1107398.0,1158.0,26395.0,0.1198995012743054,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
3400891225037,2063.0,521.0,8.0,7129.0,1107398.0,1158.0,6540.0,0.0810602473546644,594.0,117781.0,2903.0,97.0,1302.0,2014.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
