,HOSPI_CODE_UCD,R2,RMSE,MAE,MAPE,CLUSTER
23,CODE_UCD_3400893826706,-154.9991146457702,493.3534418913716,491.76962962962943,0.1532857584269085,1
24,CODE_UCD_3400892745848,,2676.2696296296294,2676.2696296296294,0.49652497766783477,1
25,CODE_UCD_3400892761527,-14.19477612256042,2109.83271387259,1961.1833333333332,0.4154133821805785,1
26,CODE_UCD_3400892075761,-3825.0792115523336,2938.127162167246,2430.134603174603,2.097349477153614,1
27,CODE_UCD_3400893875490,,6396.269629629629,6396.269629629629,0.702115217302923,1
28,CODE_UCD_3400892065366,-30.170916357002056,1476.7278358130022,1434.3742857142856,0.4413030139993758,1
29,CODE_UCD_3400892761695,-72.27412759692751,2707.8497661364154,1862.70953042328,1.1276162832950591,1
30,CODE_UCD_3400892508566,,1146.2696296296294,1146.2696296296294,0.2969610439454999,1
31,CODE_UCD_3400891996128,,35268.26962962963,35268.26962962963,0.9285521991898696,1
32,CODE_UCD_3400893022634,,422.73037037037057,422.73037037037057,0.1845178395331168,1
33,CODE_UCD_3400892088310,,2487.7303703703706,2487.7303703703706,11.007656506063586,1
34,CODE_UCD_3400892052120,,483.73037037037057,483.73037037037057,0.21691944859657872,1
35,CODE_UCD_3400892761695,,575.1186314363144,575.1186314363144,0.2590624465929344,2
36,CODE_UCD_3400892761527,-77.15155239669843,3337.227092022958,3307.7820121951218,0.7071069917133992,2
37,CODE_UCD_3400892729589,,894.8813685636856,894.8813685636856,0.24251527603351913,2
38,CODE_UCD_3400891996128,,54500.881368563685,54500.881368563685,0.9512161646286597,2
39,CODE_UCD_3400892075761,,1445.1186314363144,1445.1186314363144,1.070458245508381,2
40,CODE_UCD_3400891191226,,361.11863143631444,361.11863143631444,0.14836426928361315,2
41,CODE_UCD_3400892065366,-21.333682833685355,4501.374605204364,4462.786353077817,0.8821021362909209,2
42,CODE_UCD_3400893022634,-126591.23221452792,3913.778238219161,3341.1528164924507,1.4310981162558207,2
43,CODE_UCD_3400890837149,,1085.1186314363144,1085.1186314363144,0.634572299085564,2
44,CODE_UCD_3400891225037,,11584.881368563685,11584.881368563685,0.8056245736136082,2
45,CODE_UCD_3400893022634,0.2650838129406261,1483.081473234023,1273.625,50.91131465517241,5
46,CODE_UCD_3400892052120,-26.578415051984877,1207.8485651148492,1200.125,0.37865119755957594,5
47,CODE_UCD_3400892761527,,2461.8333333333335,2461.8333333333335,0.5175180435848925,5
48,CODE_UCD_3400891235203,-16.823939334067404,1735.1765490145376,1642.625,1.172832721603461,5
49,CODE_UCD_3400892203645,,1023.1666666666665,1023.1666666666665,0.8043763102725365,5
50,CODE_UCD_3400892729589,,2244.8333333333335,2244.8333333333335,0.4944566813509545,5
51,CODE_UCD_3400892088310,-21.34915431650484,1084.9587757785496,1084.7916666666667,0.40553137248880655,5
52,CODE_UCD_3400893736135,,588.1666666666665,588.1666666666665,0.34456160906073025,5
53,CODE_UCD_3400890837149,,714.8333333333335,714.8333333333335,0.23748615725359917,5
54,CODE_UCD_3400893875490,,10539.686904761904,10539.686904761904,1.628505393195597,8
55,CODE_UCD_3400891996128,,42878.313095238096,42878.313095238096,0.7159511286565052,8
56,CODE_UCD_3400892697789,-62.84323426365614,1957.4621604832525,1937.0900136197952,1.7690015761824789,3
57,CODE_UCD_3400890837149,-45.356713992081886,1089.3722404198193,852.094330390905,0.3722755404343325,3
58,CODE_UCD_3400892761695,,1542.2420156133699,1542.2420156133699,0.9608984520955576,3
59,CODE_UCD_3400892745848,-30.804190076939708,4235.279802750235,4228.905669609095,0.56635576791637,3
60,CODE_UCD_3400892075761,,1727.2420156133699,1727.2420156133699,1.2163676166291337,3
61,CODE_UCD_3400893826706,-34.36333513417398,573.0547867131538,494.6379557708818,0.14354250189644904,3
62,CODE_UCD_3400891191226,-23.755078025825437,721.4398904226047,617.094330390905,0.22541197710530353,3
63,CODE_UCD_3400892203645,-568.1944831300574,2147.9379658003186,2053.4799642224352,1.5339256542159772,3
64,CODE_UCD_3400892065366,,3060.75798438663,3060.75798438663,0.49303446913444426,3
65,CODE_UCD_3400893022634,,168.75798438663014,168.75798438663014,0.050892033892228634,3
66,CODE_UCD_3400893875490,,6059.75798438663,6059.75798438663,0.6581685656985586,3
67,CODE_UCD_3400891225037,,13882.75798438663,13882.75798438663,0.8151942445323916,3
68,CODE_UCD_3400892088310,,927.2420156133699,927.2420156133699,0.41767658360962606,3
69,CODE_UCD_3400891235203,,1697.2420156133699,1697.2420156133699,1.1705117349057723,3
70,CODE_UCD_3400893875490,-2627.263086279178,17815.139469353024,17811.75,1.716776321843827,7
71,CODE_UCD_3400892669236,,18271.25,18271.25,1.8392641433460841,7
72,CODE_UCD_3400892669236,0.32200882318308577,3416.864495173024,2377.967887085861,37.200022683374385,0
73,CODE_UCD_3400893736135,,917.9858968464689,917.9858968464689,5.099921649147049,0
74,CODE_UCD_3400892697789,,1087.985896846469,1087.985896846469,108.79858968464688,0
75,CODE_UCD_3400893826706,,1057.985896846469,1057.985896846469,26.44964742116172,0
76,CODE_UCD_3400892065366,0.8975941066812531,674.8691482273043,565.5116224200146,1.2952396958520989,0
77,CODE_UCD_3400891235203,,362.0141031535311,362.0141031535311,0.24795486517365142,0
78,CODE_UCD_3400891225037,,1007.9858968464689,1007.9858968464689,11.199843298294098,0
79,CODE_UCD_3400893022634,,1043.985896846469,1043.985896846469,19.3330721638235,0
80,CODE_UCD_3400890837149,,1077.985896846469,1077.985896846469,53.89929484232344,0
