,HOSPI_CODE_UCD,R2,RMSE,MAE,MAPE,CLUSTER
0,CODE_UCD_3400892761695,,9130.294444444444,9130.294444444444,0.5901935646053292,0
1,CODE_UCD_3400892075761,-6067.841590954902,2726.5969538822114,2250.8,0.8866066264319348,0
2,CODE_UCD_3400892065366,,1351.7055555555562,1351.7055555555562,0.27099149068876427,0
3,CODE_UCD_3400893736135,,2609.705555555556,2609.705555555556,0.6996529639559131,0
4,CODE_UCD_3400892745848,-116.40668917828253,1902.297312259153,1657.8500000000004,0.4151066668969212,0
5,CODE_UCD_3400893875490,-62.17942983227525,2615.0725925823367,2594.294444444444,0.28942078942234,0
6,CODE_UCD_3400893022634,-13.424724294311034,1742.5393052666025,1407.003995078995,0.30563438681400895,0
7,CODE_UCD_3400892669236,,1397.2944444444438,1397.2944444444438,0.18059899760171175,0
8,CODE_UCD_3400890837149,-193.32623347747617,2850.749316510735,2500.3,1.057696965996399,0
9,CODE_UCD_3400892729589,-16.380761136228234,1697.502254039823,1685.1858024691362,0.39753648793647445,0
10,CODE_UCD_3400891996128,-1104.781862043782,69753.235851704,69552.42321274246,0.9243610437148727,2
11,CODE_UCD_3400892203645,-56.00934841426708,3888.4835647298273,3580.9839413704217,0.9179117631142704,2
12,CODE_UCD_3400891225037,,8105.451634420001,8105.451634420001,0.7141367078784142,2
13,CODE_UCD_3400892761695,,11978.451634420002,11978.451634420002,0.7868653770229259,2
14,CODE_UCD_3400892052120,-361.8008684747248,5428.489710947191,4380.983941370422,2.3942490253126714,2
15,CODE_UCD_3400892508566,,3194.548365579999,3194.548365579999,63.89096731159998,2
16,CODE_UCD_3400890837149,-3442.1973546375293,4553.64684891076,4230.884270925599,1.4395501648513653,2
17,CODE_UCD_3400892729589,-400.10717763126536,3905.393761124333,3900.9839413704217,0.768396483282457,2
18,CODE_UCD_3400893022634,-555.3316464882282,3950.769514510477,3928.4839413704217,0.809393155243646,2
19,CODE_UCD_3400893875490,,5489.451634420001,5489.451634420001,0.6285151859880926,2
20,CODE_UCD_3400892075761,,1104.548365579999,1104.548365579999,0.5161440960654201,2
21,CODE_UCD_3400891235203,-113.10698764498176,1899.5569273959595,1891.2150322466657,1.442843202516354,2
22,CODE_UCD_3400893826706,,1390.048365579999,1390.048365579999,0.7495542548287942,2
23,CODE_UCD_3400893736135,,1335.451634420001,1335.451634420001,0.29158332629257666,2
24,CODE_UCD_3400892065366,,5313.451634420001,5313.451634420001,0.6208753954685675,2
25,CODE_UCD_3400892669236,-16.450916726054256,5148.68178478164,4488.796610169491,0.5569745476416689,1
26,CODE_UCD_3400892088310,-262.44858554614603,3359.545685611039,2434.076271186441,1.0379684937607896,1
27,CODE_UCD_3400892729589,-45.18173684735018,3630.6051777978523,3129.412429378531,0.7630727587757103,1
28,CODE_UCD_3400892508566,-659965.158632936,3829.610246002518,3829.607344632768,117.03429849340866,1
29,CODE_UCD_3400892075761,-1324.6536685967644,3428.4295522719017,2022.4887005649714,0.9693283738826479,1
30,CODE_UCD_3400893875490,,5429.059322033898,5429.059322033898,0.5842724195042938,1
31,CODE_UCD_3400891191226,-42.046194401577985,3575.7231285613684,3209.330508474576,1.0792781668301814,1
32,CODE_UCD_3400892697789,,3212.9406779661017,3212.9406779661017,4.942985658409388,1
33,CODE_UCD_3400891996128,,44267.0593220339,44267.0593220339,0.9197394415548286,1
34,CODE_UCD_3400893736135,,592.9406779661017,592.9406779661017,0.18132742445446534,1
35,CODE_UCD_3400892745848,-2.1857133376048483,2480.950773309766,2364.330508474576,0.672557014116481,1
36,CODE_UCD_3400890837149,,1512.9406779661017,1512.9406779661017,0.6438045438153625,1
37,CODE_UCD_3400892052120,,2392.9406779661017,2392.9406779661017,1.6278508013374842,1
38,CODE_UCD_3400892065366,,5012.059322033898,5012.059322033898,0.5647390785390307,1
39,CODE_UCD_3400891225037,,17497.0593220339,17497.0593220339,0.8191507173236845,1
